original_bucket_key,original_sample_count,fallback_level,fallback_bucket_key,fallback_sample_count,fallback_reason
bundle=momentum_rps|price_trend|volatility_band|split=train|year=2021|family_count=3|risk=na,16,same_day_family_count,family_count=3|split=train|year=2021,16,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=validation|year=2022|family_count=3|risk=na,31,same_day_family_count,family_count=3|split=validation|year=2022,31,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|split=validation|year=2023|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=validation|year=2023,7,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,10,same_day_family_count,family_count=4|split=robustness|year=2024,10,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,0,same_day_family_count,family_count=4|split=robustness|year=2025,0,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2018,1,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=train|year=2019|family_count=4|risk=na,4,same_day_family_count,family_count=4|split=train|year=2019,4,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,4,same_day_family_count,family_count=4|split=train|year=2020,4,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=train|year=2021,5,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,4,same_day_family_count,family_count=4|split=validation|year=2022,4,bucket_below_n_min
bundle=momentum_rps|price_trend|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=validation|year=2023,5,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=robustness|year=2024|family_count=3|risk=na,8,same_day_family_count,family_count=3|split=robustness|year=2024,8,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=robustness|year=2025|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=robustness|year=2025,3,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=train|year=2018|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2018,2,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=train|year=2019|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2019,2,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=train|year=2020|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=train|year=2020,7,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=train|year=2021|family_count=3|risk=na,8,same_day_family_count,family_count=3|split=train|year=2021,8,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=validation|year=2022|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=validation|year=2022,5,bucket_below_n_min
bundle=momentum_rps|price_trend|volume_money|split=validation|year=2023|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=validation|year=2023,3,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=3|risk=na,531,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=3|risk=na,531,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,219,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,219,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2017|family_count=3|risk=na,124,same_day_family_count,family_count=3|split=train|year=2017,124,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,347,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,347,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,377,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,377,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,560,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,560,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,309,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,309,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,559,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,559,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,296,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,296,sufficient
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,164,same_day_family_count,family_count=4|split=robustness|year=2024,164,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,115,same_day_family_count,family_count=4|split=robustness|year=2025,115,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,35,same_day_family_count,family_count=4|split=train|year=2017,35,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,67,same_day_family_count,family_count=4|split=train|year=2018,67,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,116,same_day_family_count,family_count=4|split=train|year=2019,116,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,97,same_day_family_count,family_count=4|split=train|year=2020,97,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,22,same_day_family_count,family_count=4|split=train|year=2021,22,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,85,same_day_family_count,family_count=4|split=validation|year=2022,85,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,89,same_day_family_count,family_count=4|split=validation|year=2023,89,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,16,same_day_family_count,family_count=5|split=robustness|year=2024,16,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,10,same_day_family_count,family_count=5|split=robustness|year=2025,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,9,same_day_family_count,family_count=5|split=train|year=2017,9,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,3,same_day_family_count,family_count=5|split=train|year=2018,3,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,11,same_day_family_count,family_count=5|split=train|year=2019,11,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,6,same_day_family_count,family_count=5|split=train|year=2020,6,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,5,same_day_family_count,family_count=5|split=train|year=2021,5,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,17,same_day_family_count,family_count=5|split=validation|year=2022,17,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,10,same_day_family_count,family_count=5|split=validation|year=2023,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,19,same_day_family_count,family_count=4|split=robustness|year=2024,19,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,11,same_day_family_count,family_count=4|split=robustness|year=2025,11,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=train|year=2017,5,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,15,same_day_family_count,family_count=4|split=train|year=2018,15,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,10,same_day_family_count,family_count=4|split=train|year=2019,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,13,same_day_family_count,family_count=4|split=train|year=2020,13,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,10,same_day_family_count,family_count=4|split=train|year=2021,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,18,same_day_family_count,family_count=4|split=validation|year=2022,18,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,14,same_day_family_count,family_count=4|split=validation|year=2023,14,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|split=robustness|year=2024|family_count=2|risk=na,1031,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=robustness|year=2024|family_count=2|risk=na,1031,sufficient
bundle=momentum_rps|pullback_drawdown|split=robustness|year=2025|family_count=2|risk=na,532,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=robustness|year=2025|family_count=2|risk=na,532,sufficient
bundle=momentum_rps|pullback_drawdown|split=train|year=2017|family_count=2|risk=na,250,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=train|year=2017|family_count=2|risk=na,250,sufficient
bundle=momentum_rps|pullback_drawdown|split=train|year=2018|family_count=2|risk=na,703,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=train|year=2018|family_count=2|risk=na,703,sufficient
bundle=momentum_rps|pullback_drawdown|split=train|year=2019|family_count=2|risk=na,860,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=train|year=2019|family_count=2|risk=na,860,sufficient
bundle=momentum_rps|pullback_drawdown|split=train|year=2020|family_count=2|risk=na,1262,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=train|year=2020|family_count=2|risk=na,1262,sufficient
bundle=momentum_rps|pullback_drawdown|split=train|year=2021|family_count=2|risk=na,798,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=train|year=2021|family_count=2|risk=na,798,sufficient
bundle=momentum_rps|pullback_drawdown|split=validation|year=2022|family_count=2|risk=na,1620,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=validation|year=2022|family_count=2|risk=na,1620,sufficient
bundle=momentum_rps|pullback_drawdown|split=validation|year=2023|family_count=2|risk=na,774,same_day_bundle_key,bundle=momentum_rps|pullback_drawdown|split=validation|year=2023|family_count=2|risk=na,774,sufficient
bundle=momentum_rps|pullback_drawdown|volatility_band|split=robustness|year=2024|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=robustness|year=2024,1,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volatility_band|split=train|year=2020|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2020,1,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=3|risk=na,12,same_day_family_count,family_count=3|split=robustness|year=2024,12,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=robustness|year=2025,7,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2017|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2017,3,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2018|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2018,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2019|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2019,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2020,10,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,11,same_day_family_count,family_count=3|split=train|year=2021,11,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,9,same_day_family_count,family_count=3|split=validation|year=2022,9,bucket_below_n_min
bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=validation|year=2023,6,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=robustness|year=2024|family_count=2|risk=na,26,same_day_family_count,family_count=2|split=robustness|year=2024,26,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=robustness|year=2025|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=robustness|year=2025,8,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=train|year=2017|family_count=2|risk=na,6,same_day_family_count,family_count=2|split=train|year=2017,6,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=train|year=2018|family_count=2|risk=na,17,same_day_family_count,family_count=2|split=train|year=2018,17,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=train|year=2019|family_count=2|risk=na,18,same_day_family_count,family_count=2|split=train|year=2019,18,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=train|year=2020|family_count=2|risk=na,22,same_day_family_count,family_count=2|split=train|year=2020,22,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=train|year=2021|family_count=2|risk=na,10,same_day_family_count,family_count=2|split=train|year=2021,10,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=validation|year=2022|family_count=2|risk=na,21,same_day_family_count,family_count=2|split=validation|year=2022,21,bucket_below_n_min
bundle=momentum_rps|range_breakout|split=validation|year=2023|family_count=2|risk=na,12,same_day_family_count,family_count=2|split=validation|year=2023,12,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=robustness|year=2024,7,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=robustness|year=2025,2,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2017,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=train|year=2018,6,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2019,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=train|year=2020,4,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2021,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,16,same_day_family_count,family_count=3|split=validation|year=2022,16,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=validation|year=2023,6,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=robustness|year=2024,7,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=robustness|year=2025,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=train|year=2018,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,6,same_day_family_count,family_count=4|split=train|year=2020,6,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=train|year=2021,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,16,same_day_family_count,family_count=4|split=validation|year=2022,16,bucket_below_n_min
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=validation|year=2023,5,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,15,same_day_family_count,family_count=3|split=robustness|year=2024,15,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=robustness|year=2025,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,9,same_day_family_count,family_count=3|split=train|year=2018,9,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2019,5,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2020|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2020,3,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2021|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=train|year=2021,5,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2022|family_count=3|risk=na,7,same_day_family_count,family_count=3|split=validation|year=2022,7,bucket_below_n_min
bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2023|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=validation|year=2023,4,bucket_below_n_min
bundle=momentum_rps|split=robustness|year=2024|family_count=1|risk=na,196,same_day_family_count,family_count=1|split=robustness|year=2024,196,bucket_below_n_min
bundle=momentum_rps|split=robustness|year=2025|family_count=1|risk=na,75,same_day_family_count,family_count=1|split=robustness|year=2025,75,bucket_below_n_min
bundle=momentum_rps|split=train|year=2017|family_count=1|risk=na,23,same_day_family_count,family_count=1|split=train|year=2017,23,bucket_below_n_min
bundle=momentum_rps|split=train|year=2018|family_count=1|risk=na,102,same_day_family_count,family_count=1|split=train|year=2018,102,bucket_below_n_min
bundle=momentum_rps|split=train|year=2019|family_count=1|risk=na,121,same_day_family_count,family_count=1|split=train|year=2019,121,bucket_below_n_min
bundle=momentum_rps|split=train|year=2020|family_count=1|risk=na,246,same_day_bundle_key,bundle=momentum_rps|split=train|year=2020|family_count=1|risk=na,246,sufficient
bundle=momentum_rps|split=train|year=2021|family_count=1|risk=na,193,same_day_family_count,family_count=1|split=train|year=2021,193,bucket_below_n_min
bundle=momentum_rps|split=validation|year=2022|family_count=1|risk=na,269,same_day_bundle_key,bundle=momentum_rps|split=validation|year=2022|family_count=1|risk=na,269,sufficient
bundle=momentum_rps|split=validation|year=2023|family_count=1|risk=na,106,same_day_family_count,family_count=1|split=validation|year=2023,106,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=robustness|year=2024|family_count=2|risk=na,6,same_day_family_count,family_count=2|split=robustness|year=2024,6,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=robustness|year=2025|family_count=2|risk=na,7,same_day_family_count,family_count=2|split=robustness|year=2025,7,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=train|year=2018|family_count=2|risk=na,11,same_day_family_count,family_count=2|split=train|year=2018,11,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=train|year=2020|family_count=2|risk=na,9,same_day_family_count,family_count=2|split=train|year=2020,9,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=train|year=2021|family_count=2|risk=na,4,same_day_family_count,family_count=2|split=train|year=2021,4,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=validation|year=2022|family_count=2|risk=na,18,same_day_family_count,family_count=2|split=validation|year=2022,18,bucket_below_n_min
bundle=momentum_rps|volatility_band|split=validation|year=2023|family_count=2|risk=na,4,same_day_family_count,family_count=2|split=validation|year=2023,4,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2024|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=robustness|year=2024,2,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2025|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=robustness|year=2025,3,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=train|year=2017|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2017,1,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=train|year=2020|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2020,2,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=train|year=2021|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=train|year=2021,2,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=validation|year=2022|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=validation|year=2022,5,bucket_below_n_min
bundle=momentum_rps|volatility_band|volume_money|split=validation|year=2023|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=validation|year=2023,1,bucket_below_n_min
bundle=momentum_rps|volume_money|split=robustness|year=2024|family_count=2|risk=na,14,same_day_family_count,family_count=2|split=robustness|year=2024,14,bucket_below_n_min
bundle=momentum_rps|volume_money|split=robustness|year=2025|family_count=2|risk=na,2,same_day_family_count,family_count=2|split=robustness|year=2025,2,bucket_below_n_min
bundle=momentum_rps|volume_money|split=train|year=2017|family_count=2|risk=na,2,same_day_family_count,family_count=2|split=train|year=2017,2,bucket_below_n_min
bundle=momentum_rps|volume_money|split=train|year=2018|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2018,3,bucket_below_n_min
bundle=momentum_rps|volume_money|split=train|year=2019|family_count=2|risk=na,2,same_day_family_count,family_count=2|split=train|year=2019,2,bucket_below_n_min
bundle=momentum_rps|volume_money|split=train|year=2020|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=train|year=2020,8,bucket_below_n_min
bundle=momentum_rps|volume_money|split=train|year=2021|family_count=2|risk=na,9,same_day_family_count,family_count=2|split=train|year=2021,9,bucket_below_n_min
bundle=momentum_rps|volume_money|split=validation|year=2022|family_count=2|risk=na,10,same_day_family_count,family_count=2|split=validation|year=2022,10,bucket_below_n_min
bundle=momentum_rps|volume_money|split=validation|year=2023|family_count=2|risk=na,5,same_day_family_count,family_count=2|split=validation|year=2023,5,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=4|risk=na,33,same_day_family_count,family_count=4|split=robustness|year=2024,33,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=4|risk=na,13,same_day_family_count,family_count=4|split=robustness|year=2025,13,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=train|year=2017|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2017,7,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=train|year=2018|family_count=4|risk=na,32,same_day_family_count,family_count=4|split=train|year=2018,32,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=train|year=2019|family_count=4|risk=na,41,same_day_family_count,family_count=4|split=train|year=2019,41,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=train|year=2020|family_count=4|risk=na,106,same_day_family_count,family_count=4|split=train|year=2020,106,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=train|year=2021|family_count=4|risk=na,47,same_day_family_count,family_count=4|split=train|year=2021,47,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=4|risk=na,61,same_day_family_count,family_count=4|split=validation|year=2022,61,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=4|risk=na,21,same_day_family_count,family_count=4|split=validation|year=2023,21,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,275,same_day_bundle_key,bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=5|risk=na,275,sufficient
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=5|risk=na,27,same_day_family_count,family_count=5|split=robustness|year=2025,27,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=5|risk=na,14,same_day_family_count,family_count=5|split=train|year=2017,14,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=5|risk=na,38,same_day_family_count,family_count=5|split=train|year=2018,38,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=5|risk=na,91,same_day_family_count,family_count=5|split=train|year=2019,91,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,147,same_day_family_count,family_count=5|split=train|year=2020,147,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,86,same_day_family_count,family_count=5|split=train|year=2021,86,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,55,same_day_family_count,family_count=5|split=validation|year=2022,55,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,34,same_day_family_count,family_count=5|split=validation|year=2023,34,bucket_below_n_min
