factor_id,source_name,source_formula_text,source_formula_hash,local_formula_hash,required_fields,max_lookback_trading_days,effective_first_usable_date,asof_safe,factor_status,exclusion_reason,implementation_error
alpha133,gtjaAlpha133,"MEAN(AMOUNT,20)",b874d3c838308560d0a26523dd646718330723fe92d2300ed03daeddcda41197,6ddd0b7e1e1ab8af2e0dcb850432eab0d0645fa5c2e161775f5fb90c5db7c943,"high,low",1,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha134,gtjaAlpha134,"((20-HIGHDAY(HIGH,20))/20)*100-((20-LOWDAY(LOW,20))/20)*100",088247f35e156db18973e2cf8c4a0cf3d1fb73bd1d38c6d762cb4d8d0cb6afc3,576369a4d421f5dd9a2b69e5b711f9f51e81735afeca747239f5ad9d760b53b7,"close,vol",13,,True,included,,
alpha135,gtjaAlpha135,"(CLOSE-DELAY(CLOSE,12))/DELAY(CLOSE,12)*VOLUME",bd199332daf16fb80100feadab888e0371106ba4f9bdb0b4c3c13160d80d4b7f,fce16e156d53c1cd09c5e4b4d2cc5fe6d134c6cd93832c5eb508eaedc5541051,close,20,,True,included,,
alpha136,gtjaAlpha136,"SMA(DELAY(CLOSE/DELAY(CLOSE,20),1),20,1)",aeb5a2b8a9b81e47784a6027437be8caa5be68664b0ddc6abb03a5b53e17ceb8,eee1f8a703ec35a296bb7d8b42835d0f2e00b8213ba94c7aefb73f0517189c74,"open,close,vol",4,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha137,gtjaAlpha137,"((-1 * RANK(DELTA(RET, 3))) * CORR(OPEN, VOLUME, 10))",0ff5c9c3bf4997c48f19a9a4aa8ca083af138b459643da3a2b18318f0c1e9f42,68357abb7b0cd9f5689a6545a05725a34a43dd4f698fefcc4118b13d04adbf9d,"open,close,high,low",2,,True,included,,
alpha138,gtjaAlpha138,"16*(CLOSE-DELAY(CLOSE,1)+(CLOSE-OPEN)/2+DELAY(CLOSE,1)-DELAY(OPEN,1))/((ABS(HIGH-DELAY(CLOSE, 1))>ABS(LOW-DELAY(CLOSE,1)) & ABS(HIGH-DELAY(CLOSE,1))>ABS(HIGH-DELAY(LOW,1))?ABS(HIGH-DELAY(CLOSE,1))+ABS(LOW-DELAY(CLOS E,1))/2+ABS(DELAY(CLOSE,1)-DELAY(OPEN,1))/4:(ABS(LOW-DELAY(CLOSE,1))>ABS(HIGH-DELAY(LOW,1)) & ABS(LOW-DELAY(CLOSE,1))>ABS(HIGH-DELAY(CLOSE,1))?ABS(LOW-DELAY(CLOSE,1))+ABS(HIGH-DELAY(CLOSE,1))/2+ABS(DELAY(CLOSE,1)-DELAY(OPEN,1))/4:ABS(HIGH-DELAY(LOW,1))+ABS(DELAY(CLOSE,1)-DELAY(OP EN,1))/4)))*MAX(ABS(HIGH-DELAY(CLOSE,1)),ABS(LOW-DELAY(CLOSE,1)))",4505b6f449462bf48250708666f7efd6a32fe4dfc479185349fd2a73a7ab3d9f,e89a2e1147380f85383638a1257a59b4f676e0c573ccab088d1e1fe75ba6a06f,"low,vol,vwap",60,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha139,gtjaAlpha139,"((RANK(DECAYLINEAR(DELTA((((LOW * 0.7) + (VWAP *0.3))), 3), 20)) - TSRANK(DECAYLINEAR(TSRANK(CORR(TSRANK(LOW, 8), TSRANK(MEAN(VOLUME,60), 17), 5), 19), 16), 7)) * -1)",5a80eb938b3657c81c9d79238a1537a5ca7ac39354485b192bc1a320734b22c3,b025cc01fde197ebdb49ecfb0702329fa755182dec2e5066ed5834e17d289292,"open,vol",1,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha140,gtjaAlpha140,"(-1 * CORR(OPEN, VOLUME, 10))",883b0e8447318e4b9e3799f1ec126badb0ebfe6aee99bb0fbd31a7ecb2688031,c78ad812de9ca8e953006ddfb4447bce916c2afdc112704c2727403f856d9a85,"open,close,high,low,vol",60,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha141,gtjaAlpha141,"MIN(RANK(DECAYLINEAR(((RANK(OPEN) + RANK(LOW)) - (RANK(HIGH) + RANK(CLOSE))), 8)), TSRANK(DECAYLINEAR(CORR(TSRANK(CLOSE, 8), TSRANK(MEAN(VOLUME,60), 20), 8), 7), 3))",115c5b1cdee6b00ba8901e8424b7d9fb91efd87fb00c52890c6c4e049f992fbc,d04df1870d148cb82613e1a58f752b741b619a8f8f60fe189a001d64b56a2961,"high,vol",15,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha142,gtjaAlpha142,"(RANK(CORR(RANK(HIGH), RANK(MEAN(VOLUME,15)), 9))* -1)",881d0db12492983405eb326e7108790a664b3cd24ee113cd35f523c620312c7d,94fef6e9293dc0312bf1f1f9d1dc42a6efcb8b597a5a21f4b26844959fbb0835,"close,vol",20,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha143,gtjaAlpha143,"(((-1 * RANK(TSRANK(CLOSE, 10))) * RANK(DELTA(DELTA(CLOSE, 1), 1))) * RANK(TSRANK((VOLUME /MEAN(VOLUME,20)), 5)))",368f8bf492eedc6f65297026f36607689476b605fcf96f60e6eb02862240fdf0,18df568e4a1703de023ea424da737e1403cea10024fea1ffbadfe1e51606da5a,close,1,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha144,gtjaAlpha144,"CLOSE>DELAY(CLOSE,1)?(CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)*SELF:SELF",14f5f69d6800ed481462d2ca3fd9d853c2ee9eb44597fd9ab0920095afb6722d,f1ec3d4644b2c1482a524f4eae34cd040a677f9592cd4b02c9f9516f7182dccc,"close,vol,vwap",2,,True,included,,
alpha145,gtjaAlpha145,"SUMIF(ABS(CLOSE/DELAY(CLOSE,1)-1)/AMOUNT,20,CLOSE<DELAY(CLOSE,1))/COUNT(CLOSE<DELAY(CLOSE, 1),20)",effb74c7e095a168454862223135bbe250605f57054b55e62b9d2fd83740bd9b,d17ed4c0437040990c53dbc5e984b312f466763b6a511af1006708d2ba5b8107,vol,26,,True,included,,
alpha146,gtjaAlpha146,"(MEAN(VOLUME,9)-MEAN(VOLUME,26))/MEAN(VOLUME,12)*100",c35708635dfba8784b0d7e4a5cee6c9e56923ac2c162bb39b3194ccb246af3af,300261f43031cc012aba7d0b97d11fd236185bb6d8946c099d8f4306ff033015,close,20,,True,included,,
alpha147,gtjaAlpha147,"MEAN((CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)-SMA((CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1),61,2),20)*(( CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)-SMA((CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1),61,2))/SMA(((CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)-((CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)-SMA((CLOSE-DELAY(CLOSE, 1))/DELAY(CLOSE,1),61,2)))^2,60);",7edd4c6effc3334cd289298154c66873812fe647ab542e30ff52a9af6984c6f2,dc633710719926bc519c73756b08b0a184beac6298be763b8df1bb543f39994e,close,12,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha148,gtjaAlpha148,"REGBETA(MEAN(CLOSE,12),SEQUENCE(12))",de8bfc916638de2dd85f3356fe3f118866eb47ff0d621bc2fcf7763929c1cf94,a8d9ed609fe0028cad279ad77dc449a04eb6e51fd8be064646de2d76ec4d1032,"open,vol",60,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha149,gtjaAlpha149,"((RANK(CORR((OPEN), SUM(MEAN(VOLUME,60), 9), 6)) < RANK((OPEN - TSMIN(OPEN, 14)))) * -1)",0115fc5d61f522e467a65bba4871f24e1c991c2faa335796d3e34638a74017e7,b9cd0217996eb244d9da6d6da7be0ea6dacd01d3ae24c715765d7eb9d7f26129,"close,index_close",1,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha150,gtjaAlpha150,"REGBETA(FILTER(CLOSE/DELAY(CLOSE,1)-1,BANCHMARKINDEXCLOSE<DELAY(BANCHMARKINDEXCLOSE,1) ),FILTER(BANCHMARKINDEXCLOSE/DELAY(BANCHMARKINDEXCLOSE,1)-1,BANCHMARKINDEXCLOSE<DELAY(BANCHMARKINDEXCLOSE,1)),252)",88868df4e76070181fd08bf60c1f44cad2c9481870527c0ce68637406c026afd,a6634510e0b3868d7b819361c783084fc7782b749c55cc0ad08c1175363b9f57,"close,high,low,vol",1,,True,included,,
alpha151,gtjaAlpha151,(CLOSE+HIGH+LOW)/3*VOLUME,cf833a40a31d754eac0dfc4739a97c3933ac641057c8cb1437112b4ece31ece3,dadd55d3ee4714e20afb2c378cbf475b3428920bd8a0c5887bdadfd64294bfde,close,20,,True,included,,
alpha152,gtjaAlpha152,"SMA(CLOSE-DELAY(CLOSE,20),20,1)",6cbf13e9bcc4d27f627c66501d670db0ec27dff763038839a748280431c4c0e4,8a699208d1c73c43c76804f588360ab059a531968a60c8b527134a8c9fe5e7c0,close,9,,True,included,,
alpha153,gtjaAlpha153,"SMA(MEAN(DELAY(SMA(DELAY(CLOSE/DELAY(CLOSE,9),1),9,1),1),12)-MEAN(DELAY(SMA(DELAY(CLOSE/DELAY (CLOSE,9),1),9,1),1),26),9,1)",e927a1fd68fc5d8e0fa6c02814cdb41d99a8f018f482f591d476b4df42343316,62e0d9a9d62965d642fcdaac899cd5d34983f11a14568689e7f396c7f90542c3,close,24,,True,included,,
alpha154,gtjaAlpha154,"(MEAN(CLOSE,3)+MEAN(CLOSE,6)+MEAN(CLOSE,12)+MEAN(CLOSE,24))/4",72d322497967b6704297858c240abe100d47af603f3301434eaf7ad2e1da1d5c,8b4d8a3fc0880fab6455f66ac126a566776308d8cca5e6bf294240646862c83d,"vol,vwap",180,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha155,gtjaAlpha155,"(((VWAP - MIN(VWAP, 16))) < (CORR(VWAP, MEAN(VOLUME,180), 18)))",e014dd7072d1d8604e1eb81294b1a4d18c2bc3a1c1c9b1ca06b91f47dd9cfd92,f008d6df40bcdc7305d1f0be9a2be8505a142113e5d4bc4a6f93614b7fc49c74,vol,1,,True,included,,
alpha156,gtjaAlpha156,"SMA(VOLUME,13,2)-SMA(VOLUME,27,2)-SMA(SMA(VOLUME,13,2)-SMA(VOLUME,27,2),10,2)",b4e4476b8448c0d4bf9a3bd9929d47d403038377966922155a8d3d1d6572fdac,033bedaf901132cb0dd3f4a4e4bd950892f74ff58d503d3e3664f49cac6bb79f,"open,low,vwap",6,,True,included,,
alpha157,gtjaAlpha157,"(MAX(RANK(DECAYLINEAR(DELTA(VWAP, 5), 3)), RANK(DECAYLINEAR(((DELTA(((OPEN * 0.15) + (LOW *0.85)), 2) / ((OPEN * 0.15) + (LOW * 0.85))) * -1), 3))) * -1)",f8ba9b994454b19c0236339cf8aa419f239321fa0be8d22f97c0ea0d72a1e7e2,d5975f00274e4d8a2eed7a9dc0910a71d93d16ec30c4805930ad69bf79873873,close,7,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha158,gtjaAlpha158,"(MIN(PROD(RANK(RANK(LOG(SUM(TSMIN(RANK(RANK((-1 * RANK(DELTA((CLOSE - 1), 5))))), 2), 1)))), 1), 5) + TSRANK(DELAY((-1 * RET), 6), 5))",9bc1cae33c7a90cda1581c2c95b2f713037f1081f20a340a746a2f3e9baa18cd,37bade73aae2df57fabc0108d5fc4277f31283f7c8297be57a6fa8b2f4f7ba81,"close,high,low",1,,True,included,,
alpha159,gtjaAlpha159,"((HIGH-SMA(CLOSE,15,2))-(LOW-SMA(CLOSE,15,2)))/CLOSE",080b100f89ed9ea94bdd2be526dc29bea04b135a92e97137bb4aae782ec95b30,07201d40f2f72919749fda8a70bd7c16cfbeb810056c3968f5da5493d1eebcde,"close,high,low",2,,True,included,,
alpha160,gtjaAlpha160,"((CLOSE-SUM(MIN(LOW,DELAY(CLOSE,1)),6))/SUM(MAX(HGIH,DELAY(CLOSE,1))-MIN(LOW,DELAY(CLOSE,1)),6) *12*24+(CLOSE-SUM(MIN(LOW,DELAY(CLOSE,1)),12))/SUM(MAX(HGIH,DELAY(CLOSE,1))-MIN(LOW,DELAY(CLOSE,1)),12)*6*24+(CLOSE-SUM(MIN(LOW,DELAY(CLOSE,1)),24))/SUM(MAX(HGIH,DELAY(CLOSE,1))-MIN(LOW,DELAY(CLOSE,1)),24)*6*24)*100/(6*12+6*24+12*24)",7efd65659367bdcb42e8b643fcb505c9357e8640d4eda06570b408cd6cf0b4d5,a9a545305b0a26c0d3657b1959808c60ba6de40efb9710737a951d59f0d29d95,close,20,,True,included,,
alpha161,gtjaAlpha161,"SMA((CLOSE<=DELAY(CLOSE,1)?STD(CLOSE,20):0),20,1)",6025fd65c2cf2e90e928a0bbb7b0aa00b164e236102a77ecdd2a9013c539b5ba,7e38daa502f89baf69fa4f6690e4488269645fdaf67179ef7ecc953e9d84d910,"close,high,low",2,,True,included,,
alpha162,gtjaAlpha162,"MEAN(MAX(MAX((HIGH-LOW),ABS(DELAY(CLOSE,1)-HIGH)),ABS(DELAY(CLOSE,1)-LOW)),12)",a28d38380c5ca01bd578c97284025edd123a6d58afc39a7cc9d96b15841bb93e,b3cbdcf8a1c493ce7aa472c8a278873cb60a743f9a4b817b3be66980cdb5fb6f,close,12,,True,included,,
alpha163,gtjaAlpha163,"(SMA(MAX(CLOSE-DELAY(CLOSE,1),0),12,1)/SMA(ABS(CLOSE-DELAY(CLOSE,1)),12,1)*100-MIN(SMA(MAX(CLOSE-DELAY(CLOSE,1),0),12,1)/SMA(ABS(CLOSE-DELAY(CLOSE,1)),12,1)*100,12))/(MAX(SMA(MAX(CLOSE-DELAY(CLOSE,1),0),12,1)/SMA(ABS(CLOSE-DELAY(CLOSE,1)),12,1)*100,12)-MIN(SMA(MAX(CLOSE-DELAY(CLOSE,1),0),12, 1)/SMA(ABS(CLOSE-DELAY(CLOSE,1)),12,1)*100,12))",acca554aa62b6c9dd9df1e1d0bcccc672682da848ef8f3987f388f307ee15d1a,630f31d0982cc82094232c3bcef8ec7c94b728d2c97e4ec13f7688006ad5dbbe,"close,high,vol,vwap",20,,True,included,,
alpha164,gtjaAlpha164,"RANK(((((-1 * RET) * MEAN(VOLUME,20)) * VWAP) * (HIGH - CLOSE)))",53418a0b0951fd4c53ee84bdb7963b2ac2c46c46852fa6a9b56e3f76077890a5,ede154f9cd3ef6f83552b7228b6b6308eee8d35b5f9f71f43c6326ee9303cd47,"close,high,low",12,,True,included,,
alpha165,gtjaAlpha165,"SMA((((CLOSE>DELAY(CLOSE,1))?1/(CLOSE-DELAY(CLOSE,1)):1)-MIN(((CLOSE>DELAY(CLOSE,1))?1/(CLOSE-D ELAY(CLOSE,1)):1),12))/(HIGH-LOW)*100,13,2)",bb47901a1764481448da00c105a8134c0eeee4952e48eede144f241defdc85ac,50ea9abaf9fb80fda4255e73affb19f0db3de663359924f91220f85cdbd014da,close,48,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha166,gtjaAlpha166,"MAX(SUMAC(CLOSE-MEAN(CLOSE,48)))-MIN(SUMAC(CLOSE-MEAN(CLOSE,48)))/STD(CLOSE,48)",0402291a378ea604042c64f26df58ddfa754eeac23e474580d6812192e194029,1b73614c809cfbfa59c6eb5eccfd2f89e8f00f336f9accc08e6fdb859a84b72b,close,2,,True,included,,
alpha167,gtjaAlpha167,"-20* ( 20-1 ) ^1.5*SUM(CLOSE/DELAY(CLOSE,1)-1-MEAN(CLOSE/DELAY(CLOSE,1)-1,20),20)/((20-1)*(20-2)(SUM((CLOSE/DELAY(CLOSE,1),20)^2,20))^1.5)",50bcb2fd52378670fcd3b3372785077caaf7b0b7a9b47c7ec37cd4fb3491a68a,525a1553c8f73f76b8257f3dfada3ecbffec6c01d43e061c8f4e50642d16cb45,close,2,,True,included,,
alpha168,gtjaAlpha168,"SUM((CLOSE-DELAY(CLOSE,1)>0?CLOSE-DELAY(CLOSE,1):0),12)",9e8dc6bd0ff128440eef18913b6f1b73f29b9a832a0b219a5a67888be2559519,fd5a095faf7364b2a41e9acabc5ad2b6b53449a553881acfeef154eb19ea25ac,vol,20,,True,included,,
alpha169,gtjaAlpha169,"(-1*VOLUME/MEAN(VOLUME,20))",1add9b780ea5656af6312378df384989d191ccc1fbc79e7da3289f71dad6f094,5fe4612df96d6210fc2d9ade5b5859631c1f704c07dfa6fb4fc27bbaaec97b90,close,1,,True,included,,
alpha170,gtjaAlpha170,"SMA(MEAN(DELAY(SMA(CLOSE-DELAY(CLOSE,1),9,1),1),12)-MEAN(DELAY(SMA(CLOSE-DELAY(CLOSE,1),9,1),1), 26),10,1)",9a3648ea829a5bd5c41070542949d964d5045f8614ccbd6ad11ddbfdeea78ac0,0e3e9ebf2012bd2c6ad785ab895a6b1c36ccf911e72e6df936e3be95eac8e4bb,"close,high,vol,vwap",20,,True,included,,
alpha171,gtjaAlpha171,"((((RANK((1 / CLOSE)) * VOLUME) / MEAN(VOLUME,20)) * ((HIGH * RANK((HIGH - CLOSE))) / (SUM(HIGH, 5) / 5))) - RANK((VWAP - DELAY(VWAP, 5))))",fe559f5fe9427533360c603fb5992fbe34fb164d3a72639453bbe941d0f3d8c8,ad83580a98b6708ffbfc1be67bce441d7de872037f3a76a0421c186cdf4643f8,"open,close,high,low",1,,True,included,,
alpha172,gtjaAlpha172,((-1 * ((LOW - CLOSE) * (OPEN^5))) / ((CLOSE - HIGH) * (CLOSE^5))),d05a3a458eb493e17cdf5005f17e95a2e4060d84cdd0e736957a7245d8f1c009,fdb2c0c405e4968b33a9c0e22a5c2a515ef43f28dbd597f545e9e25269556fa8,"close,high,low",14,,True,included,,
alpha173,gtjaAlpha173,"MEAN(ABS(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)-SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))/(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)+SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))*100,6)",051e6f076b5b61c5b7da04868d4f2294fb72080bb07defe62261603239c0eb0f,b76f6d1f4c6dc7a0a2d5cb4b3fa391c5a6b01337b0ac57fa17163a7273e5d50e,close,1,,True,included,,
alpha174,gtjaAlpha174,"3*SMA(CLOSE,13,2)-2*SMA(SMA(CLOSE,13,2),13,2)+SMA(SMA(SMA(LOG(CLOSE),13,2),13,2),13,2);",5fd7cb5e402615da7e5f06af3cef8195d431c984bb15bf56e5bc66428870aec1,1dd9c9064810f76714e705f73485461deebe92092e4e8dd6f8e41815326c1542,close,20,,True,included,,
alpha175,gtjaAlpha175,"SMA((CLOSE>DELAY(CLOSE,1)?STD(CLOSE,20):0),20,1)",e5b20fe8e334f4dd99c9d1b551375b14272d7cb87234a05ee8a248f763094139,213df7cb3a51f9814a6ad7447ab18706093424523846d36564dd82f001ec7c4e,"close,high,low",2,,True,included,,
alpha176,gtjaAlpha176,"MEAN(MAX(MAX((HIGH-LOW),ABS(DELAY(CLOSE,1)-HIGH)),ABS(DELAY(CLOSE,1)-LOW)),6)",869f3a6dbcf7e5b1490cde0d71363196d6d176d4b87a101091099da4c1ebb04e,824c54c3745dc279236d5e54b86ccc32ac84ab41bdad6d457e6dd9fed751065a,"close,high,low,vol",12,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha177,gtjaAlpha177,"CORR(RANK(((CLOSE - TSMIN(LOW, 12)) / (TSMAX(HIGH, 12) - TSMIN(LOW,12)))), RANK(VOLUME), 6)",be836b046b804424ecb38b13ceec474cb660929b4db783a3d13d304e2f150f3a,4d526619885fad5b02c33ee88a03fd90688710f43f3775181cb1364f22a4739d,high,1,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha178,gtjaAlpha178,"((20-HIGHDAY(HIGH,20))/20)*100",9ef0f3d12560c2aa9e9ce27fde41a2aef45f45ee26b29ed548523a49779fd0ff,b57f0369ffb0f3ac180408d64ea1189d0557df4ba1c429d36e83ee906fed0aa9,"close,vol",2,,True,included,,
alpha179,gtjaAlpha179,"(CLOSE-DELAY(CLOSE,1))/DELAY(CLOSE,1)*VOLUME",888fdbb36d6b2810739da1a567d56a9e33822bd2ef38f49e8b3b0ac7ac947203,f201d5ca559564001e5ab77c59abab85ccf0871934edc980363e1b6e4173ed63,"low,vol,vwap",50,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha180,gtjaAlpha180,"(RANK(CORR(VWAP, VOLUME, 4)) *RANK(CORR(RANK(LOW), RANK(MEAN(VOLUME,50)), 12)))",916f54c99cd9ff74979bec84f6a504a32730b4acec3426f7402b4495056826b8,5ea31e15813c22440eaed68ab647f3e5fc916a5089748c7c6e6e251f97e46bf8,"close,vol",20,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha181,gtjaAlpha181,"((MEAN(VOLUME,20) < VOLUME) ? ((-1 * TSRANK(ABS(DELTA(CLOSE, 7)), 60)) * SIGN(DELTA(CLOSE, 7)) : (-1 * VOLUME)))",eb32064ed21be6a620b77347c208059a6ced0d23cdbabb689867096b05afec30,20d2f3062996fb2429c82978b91b9acc5a42a2ac5b231296c7ca676468f4d595,"close,index_close",20,,True,included,,
alpha182,gtjaAlpha182,"SUM(((CLOSE/DELAY(CLOSE,1)-1)-MEAN((CLOSE/DELAY(CLOSE,1)-1),20))-(BANCHMARKINDEXCLOSE-MEAN(B ANCHMARKINDEXCLOSE,20))^2,20)/SUM((BANCHMARKINDEXCLOSE-MEAN(BANCHMARKINDEXCLOSE,20))^3)",94e431d1a5c48c2802613dbf55f3e469cbb9b0bdc80ffec039978672beda9725,446e76626b09c2a393d32d49a208c8c97274a23c94401c3be96027fee569e535,"open,close,index_open,index_close",1,,True,included,,
alpha183,gtjaAlpha183,"COUNT((CLOSE>OPEN & BANCHMARKINDEXCLOSE>BANCHMARKINDEXOPEN)OR(CLOSE<OPEN & BANCHMARKINDEXCLOSE<BANCHMARKINDEXOPEN),20)/20",a21170f5bbae0e6f3b5295d31bdfe613ae4ba67ec83ae89a74c83bcd5d630e1b,6eb06003529faadc395ab3188d98bbaa47f45284cb8a0567ecec2c1f5eb78f06,close,24,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha184,gtjaAlpha184,"MAX(SUMAC(CLOSE-MEAN(CLOSE,24)))-MIN(SUMAC(CLOSE-MEAN(CLOSE,24)))/STD(CLOSE,24)",eeffd58dc1ecb09be68c1515dae5906c6680b60c5eb674df1cda4b28258476c0,83531ce195842e2c2c1d0050216d20f8bffb209a514fb55bcd35696ff314029e,"open,close",2,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
alpha185,gtjaAlpha185,"(RANK(CORR(DELAY((OPEN - CLOSE), 1), CLOSE, 200)) + RANK((OPEN - CLOSE)))",0ad63ffe3f90205892ffd04e0b8b89c7d4f9d90aff568e1f6bc1a1d578cf0fbd,fad53112c777c0e6d4223799fe279c330d222652d1622307fdde3aaf8e9118b2,"open,close",1,,True,included,,
alpha186,gtjaAlpha186,RANK((-1 * ((1 - (OPEN / CLOSE))^2))),38071d0efab19a56540024fd4f22b13fa8885a5280fe56f5972a5426fa2c7e5d,87388267f8465fdc1e75487b925a085b6bbf04271fc212110acbd6861c063dd0,"close,high,low",14,,True,included,,
alpha187,gtjaAlpha187,"(MEAN(ABS(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)-SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))/(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)+SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))*100,6)+DELAY(MEAN(ABS(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)-SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))/(SUM((LD>0 & LD>HD)?LD:0,14)*100/SUM(TR,14)+SUM((HD>0 & HD>LD)?HD:0,14)*100/SUM(TR,14))*100,6),6))/2",18b036ea64a5b0a5fafa7b5c0d7e3fd47a058562e9e4035125509e578f2b55e0,4bef2ba93dd22812013d780466dab343ca756f95caa393465e6bb9e8bb87a94b,"open,high",2,,True,included,,
alpha188,gtjaAlpha188,"SUM((OPEN<=DELAY(OPEN,1)?0:MAX((HIGH-OPEN),(OPEN-DELAY(OPEN,1)))),20)",45404a520b71a4eb7b3248c219f24190d869843f67766bc9aef229722d9955cf,0e52e3d188627960358596af4261f5f857b1bb1d3be6e0ec74facd299e6f159c,"high,low",1,,True,included,,
alpha189,gtjaAlpha189,"((HIGH-LOW–SMA(HIGH-LOW,11,2))/SMA(HIGH-LOW,11,2))*100",4db34f356ce7e2558ecc70703424c7d2c9b773a7827b9d636acc4c115911eca8,0f9a4a479da2106078ee10947a0c6e58f1a3b5acc820b3715473eec644144c96,close,6,,True,included,,
alpha190,gtjaAlpha190,"MEAN(ABS(CLOSE-MEAN(CLOSE,6)),6)",9f6128d2c31e162827226e76ed844350de3b0e26022c7321d653cc4d1c95636f,b49851af32159847d554667861583e61858db0528f31448f955ef196d4a1192d,close,20,,True,excluded_insufficient_cross_section_coverage,insufficient_train_factor_coverage_date_count,
alpha191,gtjaAlpha191,"LOG((COUNT(CLOSE/DELAY(CLOSE)-1>((CLOSE/DELAY(CLOSE,19))^(1/20)-1),20)-1)*(SUMIF(((CLOSE/DELAY(C LOSE)-1-(CLOSE/DELAY(CLOSE,19))^(1/20)-1))^2,20,CLOSE/DELAY(CLOSE)-1<(CLOSE/DELAY(CLOSE,19))^(1/20)- 1))/((COUNT((CLOSE/DELAY(CLOSE)-1<(CLOSE/DELAY(CLOSE,19))^(1/20)-1),20))*(SUMIF((CLOSE/DELAY(CLOS E)-1-((CLOSE/DELAY(CLOSE,19))^(1/20)-1))^2,20,CLOSE/DELAY(CLOSE)-1>(CLOSE/DELAY(CLOSE,19))^(1/20)-1))) )",e008e7cd7b9f7f2f7d5034bcdadaba7c8447a5686375dd9c8548e50f282bab95,921a3fa3d58beb3b8f3e91d93c478f0ce904a3a26f5d8e9fe8762823c1b24302,"close,high,low,vol",20,,True,excluded_formula_implementation_failed,unsupported_or_slow_v0_construct,
