instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SZ001360,main_board,True,True,True,True,759,759,0,759,2023-04-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001365,main_board,True,True,True,True,10,10,0,10,2026-05-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001366,main_board,True,True,True,True,782,782,0,782,2023-03-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001367,main_board,True,True,True,True,759,759,0,759,2023-04-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001368,main_board,True,True,True,True,778,778,0,778,2023-03-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001369,main_board,True,True,True,True,97,97,0,97,2025-12-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001373,main_board,True,True,True,True,724,724,0,724,2023-06-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001376,main_board,True,True,True,True,621,621,0,621,2023-11-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001378,main_board,True,True,True,True,625,625,0,625,2023-10-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001379,main_board,True,True,True,True,567,567,0,567,2024-01-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001380,main_board,True,True,True,True,736,736,0,736,2023-05-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001382,main_board,True,True,True,True,288,288,0,288,2025-03-21,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001386,main_board,True,True,True,True,146,146,0,146,2025-10-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001387,main_board,True,True,True,True,573,573,0,573,2024-01-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001388,main_board,True,True,True,True,221,221,0,221,2025-07-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001389,main_board,True,True,True,True,521,521,0,521,2024-04-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001390,main_board,True,True,True,True,243,243,0,243,2025-05-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001391,main_board,True,True,True,True,340,340,0,340,2024-12-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001393,main_board,True,True,True,True,11,11,0,11,2026-05-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001395,main_board,True,True,True,True,321,321,0,321,2025-01-27,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001396,main_board,True,True,True,True,97,97,0,97,2025-12-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001400,main_board,True,True,True,True,265,265,0,265,2025-04-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001696,main_board,True,True,True,True,2205,2205,0,2205,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001872,main_board,True,True,True,True,1797,1797,884,913,2018-12-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001896,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001914,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001965,main_board,True,True,True,True,2042,2042,640,1402,2017-12-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ001979,main_board,True,True,True,True,2265,2265,967,1298,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002001,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002002,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002003,main_board,True,True,True,True,2281,2281,1605,676,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002004,main_board,True,True,True,True,2222,2222,85,2137,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002005,main_board,True,True,True,True,2150,2150,0,435,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002006,main_board,True,True,True,True,2170,2170,0,2170,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002007,main_board,True,True,True,True,2281,2281,1007,1274,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002008,main_board,True,True,True,True,2281,2281,1216,1065,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002009,main_board,True,True,True,True,2281,2281,1178,1103,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002010,main_board,True,True,True,True,2267,2267,1057,1210,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002011,main_board,True,True,True,True,2165,2165,624,1541,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002012,main_board,True,True,True,True,2087,2087,0,2087,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002013,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002014,main_board,True,True,True,True,2281,2281,363,1918,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002015,main_board,True,True,True,True,2162,2162,0,2162,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002016,main_board,True,True,True,True,2277,2277,0,2277,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002017,main_board,True,True,True,True,2275,2275,35,2240,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002018,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002019,main_board,True,True,True,True,2281,2281,730,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002020,main_board,True,True,True,True,2281,2281,262,2019,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002021,main_board,True,True,True,True,2247,2247,0,1021,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002022,main_board,True,True,True,True,2274,2274,1274,782,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002023,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002024,main_board,True,True,True,True,2262,2262,485,791,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002025,main_board,True,True,True,True,2161,2161,0,2161,2017-07-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002026,main_board,True,True,True,True,2271,2271,963,1308,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002027,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002028,main_board,True,True,True,True,2281,2281,1216,1065,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002029,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002030,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002031,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002032,main_board,True,True,True,True,2280,2280,1774,506,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002033,main_board,True,True,True,True,2223,2223,0,2223,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002034,main_board,True,True,True,True,2243,2243,1878,365,2017-01-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002035,main_board,True,True,True,True,2281,2281,458,1823,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002036,main_board,True,True,True,True,2267,2267,1775,492,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002037,main_board,True,True,True,True,2204,2204,0,2204,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002038,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002039,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002040,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002041,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002042,main_board,True,True,True,True,2281,2281,121,2160,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002043,main_board,True,True,True,True,2281,2281,968,1313,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002044,main_board,True,True,True,True,2276,2276,561,1715,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002045,main_board,True,True,True,True,2267,2267,0,2267,2017-01-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002046,main_board,True,True,True,True,2276,2276,222,2054,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002047,main_board,True,True,True,True,2211,2211,0,1961,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002048,main_board,True,True,True,True,2281,2281,730,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002049,main_board,True,True,True,True,2155,2155,1282,873,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002050,main_board,True,True,True,True,2243,2243,1529,714,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002051,main_board,True,True,True,True,2162,2162,305,1857,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002052,main_board,True,True,True,True,2266,2266,0,1040,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002053,main_board,True,True,True,True,2178,2178,0,2178,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002054,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002055,main_board,True,True,True,True,2275,2275,337,1844,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002056,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002057,main_board,True,True,True,True,2276,2276,342,1934,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002058,main_board,True,True,True,True,2249,2249,0,1719,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002059,main_board,True,True,True,True,2161,2161,0,2161,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002060,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002061,main_board,True,True,True,True,2208,2208,1082,1126,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002062,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002063,main_board,True,True,True,True,2281,2281,738,1543,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002064,main_board,True,True,True,True,2266,2266,180,2086,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002065,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002066,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002067,main_board,True,True,True,True,2281,2281,1155,1126,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002068,main_board,True,True,True,True,2281,2281,939,1342,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002069,main_board,True,True,True,True,2275,2275,0,1958,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002070,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002071,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002072,main_board,True,True,True,True,2119,2119,0,1261,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002073,main_board,True,True,True,True,2271,2271,1904,367,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002074,main_board,True,True,True,True,2268,2268,1805,463,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002075,main_board,True,True,True,True,1820,1820,0,1820,2018-11-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002076,main_board,True,True,True,True,2121,2121,581,566,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002077,main_board,True,True,True,True,2269,2269,0,2006,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002078,main_board,True,True,True,True,2281,2281,1155,1126,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002079,main_board,True,True,True,True,2270,2270,1433,837,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002080,main_board,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002081,main_board,True,True,True,True,2281,2281,834,1447,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002082,main_board,True,True,True,True,2024,2024,0,2006,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002083,main_board,True,True,True,True,2281,2281,1517,764,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002084,main_board,True,True,True,True,2281,2281,1065,1216,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002085,main_board,True,True,True,True,2233,2233,0,2233,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002086,main_board,True,True,True,True,2185,2185,0,900,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002087,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002088,main_board,True,True,True,True,2277,2277,847,1430,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002089,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002090,main_board,True,True,True,True,2274,2274,27,2247,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002091,main_board,True,True,True,True,2281,2281,1548,733,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002092,main_board,True,True,True,True,2260,2260,964,1056,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002093,main_board,True,True,True,True,2281,2281,18,2263,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002094,main_board,True,True,True,True,2276,2276,0,2276,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002095,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002096,main_board,True,True,True,True,2270,2270,0,2270,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002097,main_board,True,True,True,True,2278,2278,484,1794,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002098,main_board,True,True,True,True,2015,2015,0,2015,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002099,main_board,True,True,True,True,2281,2281,196,2085,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002100,main_board,True,True,True,True,2281,2281,973,1308,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002101,main_board,True,True,True,True,2281,2281,605,1676,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002102,main_board,True,True,True,True,2215,2215,241,847,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002103,main_board,True,True,True,True,2168,2168,0,2168,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002104,main_board,True,True,True,True,2277,2277,843,1434,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002105,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002106,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002107,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002108,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002109,main_board,True,True,True,True,2279,2279,0,2207,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002110,main_board,True,True,True,True,2181,2181,0,2181,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002111,main_board,True,True,True,True,2281,2281,1328,953,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002112,main_board,True,True,True,True,2234,2234,0,2234,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002113,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002114,main_board,True,True,True,True,2277,2277,0,2277,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002115,main_board,True,True,True,True,2158,2158,630,1528,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002116,main_board,True,True,True,True,2281,2281,1576,705,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002117,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002118,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002119,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002120,main_board,True,True,True,True,2281,2281,1307,974,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002121,main_board,True,True,True,True,2158,2158,494,1409,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002122,main_board,True,True,True,True,2119,2119,1257,647,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002123,main_board,True,True,True,True,2243,2243,1127,1116,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002124,main_board,True,True,True,True,2267,2267,593,1433,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002125,main_board,True,True,True,True,2272,2272,0,2272,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002126,main_board,True,True,True,True,2281,2281,1549,732,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002127,main_board,True,True,True,True,2276,2276,443,1833,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002128,main_board,True,True,True,True,2155,2155,0,2155,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002129,main_board,True,True,True,True,2044,2044,627,1417,2017-11-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002130,main_board,True,True,True,True,2258,2258,340,1918,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002131,main_board,True,True,True,True,2278,2278,623,1655,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002132,main_board,True,True,True,True,2217,2217,54,2163,2017-04-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002133,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002134,main_board,True,True,True,True,2200,2200,0,1991,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002135,main_board,True,True,True,True,2281,2281,847,1434,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002136,main_board,True,True,True,True,2279,2279,0,2279,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002137,main_board,True,True,True,True,2279,2279,332,1947,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002138,main_board,True,True,True,True,2281,2281,244,2037,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002139,main_board,True,True,True,True,2281,2281,1155,1126,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002140,main_board,True,True,True,True,2281,2281,1439,842,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002141,main_board,True,True,True,True,2158,2158,0,1877,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002142,main_board,True,True,True,True,2275,2275,643,1632,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002143,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002144,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002145,main_board,True,True,True,True,2281,2281,847,1434,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002146,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002147,main_board,True,False,False,True,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SZ002148,main_board,True,True,True,True,2281,2281,1091,1190,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002149,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002150,main_board,True,True,True,True,2269,2269,0,2269,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002151,main_board,True,True,True,True,2265,2265,1379,886,2017-01-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002152,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002153,main_board,True,True,True,True,2268,2268,0,2268,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002154,main_board,True,True,True,True,2281,2281,363,1918,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002155,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002156,main_board,True,True,True,True,2279,2279,0,2279,2017-01-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002157,main_board,True,True,True,True,2276,2276,1515,496,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002158,main_board,True,True,True,True,2281,2281,605,1676,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002159,main_board,True,True,True,True,2263,2263,0,2263,2017-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002160,main_board,True,True,True,True,2201,2201,212,1989,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002161,main_board,True,True,True,True,2211,2211,0,2211,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002162,main_board,True,True,True,True,2155,2155,237,1918,2017-07-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002163,main_board,True,True,True,True,2163,2163,0,2163,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002164,main_board,True,True,True,True,2276,2276,0,2276,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002165,main_board,True,True,True,True,2279,2279,0,2279,2017-01-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002166,main_board,True,True,True,True,2265,2265,599,1666,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002167,main_board,True,True,True,True,2280,2280,1015,1265,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002168,main_board,True,True,True,True,1947,1947,65,1452,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002169,main_board,True,True,True,True,2273,2273,0,2273,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002170,main_board,True,True,True,True,2281,2281,1725,556,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002171,main_board,True,True,True,True,2221,2221,1682,539,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002172,main_board,True,True,True,True,2276,2276,230,2046,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002173,main_board,True,True,True,True,2280,2280,1046,1234,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002174,main_board,True,True,True,True,2281,2281,1240,1041,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002175,main_board,True,True,True,True,2171,2171,0,1440,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002176,main_board,True,True,True,True,2269,2269,50,1994,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002177,main_board,True,True,True,True,2279,2279,0,2010,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002178,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002179,main_board,True,True,True,True,2281,2281,1499,782,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002180,main_board,True,True,True,True,2253,2253,1515,738,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002181,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002182,main_board,True,True,True,True,2279,2279,543,1736,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002183,main_board,True,True,True,True,2246,2246,188,2058,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002184,main_board,True,True,True,True,2271,2271,252,2019,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002185,main_board,True,True,True,True,2265,2265,605,1660,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002186,main_board,True,True,True,True,2276,2276,0,2276,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002187,main_board,True,True,True,True,2275,2275,0,2275,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002188,main_board,True,True,True,True,2246,2246,331,953,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002189,main_board,True,True,True,True,2157,2157,600,1557,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002190,main_board,True,True,True,True,2279,2279,0,1987,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002191,main_board,True,True,True,True,2281,2281,730,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002192,main_board,True,True,True,True,2269,2269,0,2049,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SZ002193,main_board,True,True,True,True,2228,2228,0,2210,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
