instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
SZ002304,SZ002304_20210415_0004,2021-04-15,2021-06-07,125.23,198.24,0.5830072666294019,34,53,20,120,SZ002304_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-15,2021-06-07,2021-04-15,2021-06-07,0.5830072666294019,2021-04-15,0.5830072666294019,False,2020-04-03,2021-07-20,True,True,True,True,True,2021-04-29,not_missing,train,fast,main_board,230584233880.0,1335144600.7,-0.06930986019676011,-0.302472557933252,-0.37789864029666254,0.04115402956604671,transition,csi300,1,2021-04-15,2021-06-07,q5,q5,q4,q1,q1,q4,5,5
SZ002304,SZ002304_20221031_0005,2022-10-31,2023-01-16,109.03,164.71,0.5106851325323305,54,77,20,120,SZ002304_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-31,2023-01-16,2022-10-31,2023-01-16,0.5106851325323305,2022-10-31,0.5106851325323305,False,2021-10-20,2023-03-06,True,True,True,True,True,2022-12-01,not_missing,validation,medium,main_board,198877206360.0,942694471.4,-0.13516205654739089,-0.20915078475336324,-0.2682183609958506,0.042668556746699726,risk_off,csi300,1,2022-10-31,2023-01-16,q5,q5,q2,q2,q2,q4,5,5
SZ002304,SZ002304_20240918_0006,2024-09-18,2024-10-08,67.11,102.19,0.5227238861570556,9,20,20,120,SZ002304_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-18,2024-10-08,2024-09-18,2024-10-08,0.5227238861570556,2024-09-18,0.5227238861570556,False,2023-09-05,2024-11-19,True,True,True,True,True,2024-09-26,not_missing,robustness,fast,main_board,109834910345.34,374100607.1,-0.07695456406058121,-0.11776212832550859,-0.13909391702723328,0.023222468588322248,risk_off,csi300,1,2024-09-18,2024-10-08,q5,q3,q4,q3,q5,q1,5,5
SZ002310,SZ002310_20190129_0000,2019-01-29,2019-03-04,5.75,8.92,0.5513043478260868,19,34,20,120,SZ002310_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-29,2019-03-04,2019-01-29,2019-03-04,0.5513043478260868,2019-01-29,0.5513043478260868,False,2017-10-18,2019-04-16,True,True,True,True,True,2019-02-19,not_missing,train,fast,main_board,16488736704.56,338941450.75,-0.14327485380116955,-0.3287514318442153,-0.41691542288557215,0.04121160409556314,risk_off,csi300,1,2019-01-29,2019-03-04,q1,q3,q2,q1,q1,q4,5,5
SZ002311,SZ002311_20200612_0000,2020-06-12,2020-09-03,42.1,72.05,0.7114014251781471,57,83,20,120,SZ002311_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-06-12,2020-09-03,2020-06-12,2020-09-03,0.7114014251781471,2020-06-12,0.7114014251781471,False,2019-06-04,2020-10-23,True,True,True,True,True,,missing_event_absent,train,medium,main_board,70673587131.68,331441632.3,0.02661420967368655,0.3967254408060452,-0.04868110658374447,0.03468214607754735,risk_on,csi300,1,2020-06-12,2020-09-03,q4,q3,q5,q5,q5,q3,5,0
SZ002311,SZ002311_20201026_0001,2020-10-26,2021-02-18,52.29,84.76,0.620960030598585,77,115,20,120,SZ002311_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-10-26,2021-02-18,2020-11-26,2021-02-18,0.6300000000000001,2020-11-26,0.6300000000000001,False,2019-10-15,2021-04-01,True,True,True,True,True,2020-12-07,not_missing,train,medium,main_board,89762913027.45,537835154.25,-0.040521494009866044,0.05013497878904749,-0.24413601665510054,0.04710796915167095,transition,csi300,2,2020-10-26,2021-02-18,q5,q4,q5,q5,q2,q4,5,4
SZ002311,SZ002311_20240920_0002,2024-09-20,2025-03-03,33.39,52.29,0.5660377358490565,104,164,20,120,SZ002311_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-20,2025-03-03,2024-09-20,2025-03-03,0.5660377358490565,2024-09-20,0.5660377358490565,False,2023-09-07,2025-04-15,True,True,True,True,True,2024-09-26,not_missing,robustness,long,main_board,58197973950.6,172476007.8,-0.08121827411167515,-0.2315083798882681,-0.2673625905411162,0.02903460308229136,risk_off,csi300,1,2024-09-20,2025-03-03,q4,q2,q4,q1,q2,q2,5,5
SZ002326,SZ002326_20220309_0000,2022-03-09,2022-03-25,26.03,42.33,0.6262005378409525,12,16,20,120,SZ002326_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-03-09,2022-03-25,2022-03-09,2022-03-25,0.6262005378409525,2022-03-09,0.6262005378409525,False,2021-02-26,2022-05-13,True,True,True,True,True,2022-03-24,not_missing,validation,fast,main_board,25543141836.3,1693650024.45,-0.16059502125075897,-0.5212121212121212,-0.5447060760744278,0.07285714285714283,risk_off,csi300,1,2022-03-09,2022-03-25,q2,q5,q2,q1,q1,q5,5,5
SZ002340,SZ002340_20250409_0000,2025-04-09,2025-09-30,5.55,8.57,0.5441441441441441,120,174,20,120,SZ002340_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-09,2025-09-30,2025-06-03,2025-10-14,0.5551839464882944,2025-04-09,0.6756756756756759,True,2024-03-26,2025-11-19,True,True,True,True,True,2025-06-23,not_missing,robustness,long,main_board,30193857270.73,523212859.45,-0.14804063860667627,-0.060799999999999965,-0.1720733427362482,0.02649063032367971,risk_off,csi300,2,2025-04-09,2025-10-14,q3,q4,q2,q3,q4,q2,5,5
SZ002353,SZ002353_20190104_0000,2019-01-04,2019-04-08,13.59,24.93,0.8344370860927153,60,94,20,120,SZ002353_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-01-04,2019-04-08,2019-01-04,2019-04-08,0.8344370860927153,2019-01-04,0.8344370860927153,False,2017-12-25,2019-05-23,True,True,True,True,True,2019-02-11,not_missing,train,medium,main_board,14339074260.24,158408933.35,-0.15274463007159922,-0.3273330175272383,-0.3028964162984782,0.04031690140845074,risk_off,csi300,1,2019-01-04,2019-04-08,q1,q2,q2,q1,q1,q3,5,5
SZ002353,SZ002353_20190524_0001,2019-05-24,2019-10-14,18.28,30.21,0.6526258205689277,94,143,20,120,SZ002353_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-05-24,2019-10-14,2019-08-26,2020-02-17,0.7600360847992782,2019-05-24,1.1345733041575494,False,2018-05-15,2019-11-25,True,True,True,True,True,2019-06-24,not_missing,train,long,main_board,19578535596.48,225753822.25,-0.22944630872483218,-0.03721174004192862,-0.26313678299237864,0.05435492651061514,risk_off,csi300,2,2019-05-24,2020-02-17,q2,q3,q1,q4,q2,q5,5,5
SZ002353,SZ002353_20200330_0002,2020-03-30,2020-08-12,19.31,32.7,0.6934230968410153,91,135,20,120,SZ002353_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-30,2020-08-12,2020-03-30,2020-08-12,0.6934230968410153,2020-03-30,1.0864836872087,False,2019-03-20,2020-09-23,True,True,True,True,True,2020-06-01,not_missing,train,long,main_board,21829492477.68,669842287.95,-0.38809160305343515,-0.4093722369584438,-0.48641722193746806,0.09251497005988031,risk_off,csi300,2,2020-03-30,2021-01-12,q2,q4,q1,q1,q1,q5,5,5
SZ002353,SZ002353_20200909_0003,2020-09-09,2021-02-18,26.16,54.08,1.0672782874617734,104,162,20,120,SZ002353_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-09,2021-02-18,2020-11-02,2021-02-18,1.313088109495295,2020-11-02,1.313088109495295,False,2019-08-29,2021-04-01,True,True,True,True,True,2020-11-16,not_missing,train,long,main_board,29750944991.52,424149828.15,-0.14080917489646394,0.004095309009679804,-0.17522935779816529,0.0446792732665925,transition,csi300,3,2020-09-09,2021-02-18,q3,q4,q2,q4,q4,q4,5,5
SZ002353,SZ002353_20210412_0004,2021-04-12,2021-09-28,29.33,49.25,0.6791680872826458,115,169,20,120,SZ002353_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-04-12,2021-09-28,2021-04-12,2021-09-28,0.6791680872826458,2021-04-12,0.6791680872826458,False,2020-03-31,2021-11-16,True,True,True,True,True,2021-05-18,not_missing,train,long,main_board,32040216032.4,348082597.8,-0.16062903678741924,-0.14575593026579026,-0.44730029585798814,0.044713951154232205,risk_off,csi300,3,2021-04-12,2021-09-28,q3,q3,q2,q2,q1,q4,5,5
SZ002353,SZ002353_20220427_0005,2022-04-27,2022-06-13,26.4,43.65,0.653409090909091,29,47,20,120,SZ002353_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-06-13,2022-04-27,2022-06-13,0.653409090909091,2022-04-27,0.653409090909091,False,2021-04-15,2022-07-25,True,True,True,True,True,2022-05-30,not_missing,validation,fast,main_board,28496156262.0,289557175.5,-0.3584905660377359,-0.3256611165523997,-0.3928571428571429,0.06840958605664486,risk_off,csi300,1,2022-04-27,2022-06-13,q2,q3,q1,q1,q1,q5,5,5
SZ002353,SZ002353_20240205_0006,2024-02-05,2024-06-25,22.92,36.49,0.5920593368237348,89,141,20,120,SZ002353_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-02-05,2024-06-25,2024-02-05,2024-06-25,0.5920593368237348,2024-02-05,0.5920593368237348,False,2023-02-01,2024-08-06,True,True,True,True,True,2024-02-07,not_missing,robustness,long,main_board,25545203033.35,197399583.2,-0.14889705882352944,-0.15664845173041897,-0.20144877543980688,0.04345572354211662,risk_off,csi300,1,2024-02-05,2024-06-25,q2,q2,q2,q2,q3,q4,5,5
SZ002353,SZ002353_20240913_0007,2024-09-13,2025-01-27,24.6,40.84,0.6601626016260163,88,136,20,120,SZ002353_cluster_0007,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-13,2025-01-27,2024-09-13,2025-01-27,0.6601626016260163,2024-09-13,0.6601626016260163,False,2023-09-04,2025-03-18,True,True,True,True,True,2024-09-27,not_missing,robustness,long,main_board,27818162982.61,180351730.35,-0.14325355532431494,-0.30812324929972,-0.3231022197862429,0.03910931174089069,risk_off,csi300,1,2024-09-13,2025-01-27,q2,q2,q2,q1,q1,q3,5,5
SZ002353,SZ002353_20250409_0008,2025-04-09,2025-09-29,26.78,57.73,1.1557132188200145,119,173,20,120,SZ002353_cluster_0008,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-09,2025-09-29,2025-07-08,2025-12-12,1.3162776780371033,2025-04-09,1.8905899925317398,False,2024-03-26,2025-11-18,True,True,True,True,True,2025-05-12,not_missing,robustness,long,main_board,29005835748.89,350586491.95,-0.20539772727272732,-0.19557089444923792,-0.31513222331047996,0.04351090454057918,risk_off,csi300,2,2025-04-09,2025-12-12,q3,q3,q1,q2,q1,q4,5,5
SZ002371,SZ002371_20240514_0000,2024-05-14,2024-11-08,209.22,345.83,0.6529490488481025,120,178,20,120,SZ002371_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-05-14,2024-11-08,2024-09-24,2024-11-12,0.7618723238614247,2024-09-24,0.7618723238614247,True,2023-04-27,2024-12-20,True,True,True,True,True,2024-05-27,not_missing,robustness,long,main_board,154822290332.40002,1687755378.85,0.0018195390501072328,0.20899724114633167,-0.10781951138441093,0.03443859730824756,risk_on,csi300,3,2024-05-14,2024-11-12,q5,q5,q5,q5,q5,q3,3,5
SZ002371,SZ002371_20250613_0001,2025-06-13,2025-10-09,296.38,473.66,0.5981510223361901,78,118,20,120,SZ002371_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-06-13,2025-10-09,2025-06-13,2025-10-09,0.5981510223361901,2025-06-13,0.5981510223361901,False,2024-05-31,2025-11-20,True,True,True,True,True,2025-06-23,not_missing,robustness,medium,main_board,215924341382.88,1499953467.6,-0.04275392042406845,-0.06502712031558189,-0.12944417343395798,0.020635836244973296,risk_on,csi300,1,2025-06-13,2025-10-09,q5,q5,q5,q3,q5,q1,3,5
SZ002371,SZ002371_20251121_0002,2025-11-21,2026-05-21,386.62,721.6,0.8664321556049868,117,181,20,120,SZ002371_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-11-21,2026-05-21,2025-11-21,2026-05-21,0.8664321556049868,2025-11-21,0.8664321556049868,False,2024-11-12,2026-05-29,True,False,True,True,True,2025-11-24,not_missing,robustness,long,main_board,293372971335.0,3158490127.6,-0.06735776277724204,0.07169372264391383,-0.1832538107503272,0.038020214030915586,transition,csi300,1,2025-11-21,2026-05-21,q5,q5,q4,q5,q4,q3,5,5
SZ002372,SZ002372_20200204_0000,2020-02-04,2020-07-13,7.85,12.01,0.5299363057324842,108,160,20,120,SZ002372_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-04,2020-07-13,2020-06-29,2020-11-23,0.8158179848320695,2020-02-04,1.1350318471337584,False,2019-01-17,2020-08-24,True,True,True,True,True,2020-02-27,not_missing,train,long,main_board,17555940946.08,112061169.75,-0.14417177914110435,-0.19130434782608696,-0.20209723546234515,0.038709677419354833,risk_off,csi300,4,2020-02-04,2020-11-23,q1,q2,q2,q2,q3,q3,5,2
SZ002372,SZ002372_20210125_0001,2021-01-25,2021-04-12,13.86,21.53,0.5533910533910535,49,77,20,120,SZ002372_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-01-25,2021-04-12,2021-01-25,2021-04-12,0.5533910533910535,2021-01-25,0.5533910533910535,False,2020-01-14,2021-05-27,True,True,True,True,True,2021-01-26,not_missing,train,medium,main_board,28164478757.72,204568871.6,-0.0033967391304348116,-0.023302263648468657,-0.12470167064439153,0.04642126789366052,risk_on,csi300,1,2021-01-25,2021-04-12,q2,q2,q5,q4,q5,q4,5,5
SZ002372,SZ002372_20211027_0002,2021-10-27,2022-01-07,13.2,20.88,0.5818181818181818,51,72,20,120,SZ002372_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-10-27,2022-01-07,2021-10-27,2022-01-07,0.5818181818181818,2021-10-27,0.5818181818181818,False,2020-10-16,2022-02-25,True,True,True,True,True,2021-11-11,not_missing,train,medium,main_board,26588286899.6,90491675.95,-0.0832177531206657,-0.14874436574372174,-0.2535290796160361,0.0361573373676248,transition,csi300,1,2021-10-27,2022-01-07,q2,q1,q4,q2,q2,q3,5,5
SZ002372,SZ002372_20221025_0003,2022-10-25,2023-03-07,14.29,22.57,0.5794261721483556,89,133,20,120,SZ002372_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-25,2023-03-07,2022-10-25,2023-03-07,0.5794261721483556,2022-10-25,0.5794261721483556,False,2021-10-14,2023-04-19,True,True,True,True,True,2022-11-11,not_missing,validation,long,main_board,27846056160.12,165410854.4,-0.12424969987995205,-0.14778037383177578,-0.21177741761210167,0.04945167923235091,risk_off,csi300,1,2022-10-25,2023-03-07,q2,q2,q2,q2,q3,q4,5,5
SZ002384,SZ002384_20181017_0000,2018-10-17,2019-04-01,8.88,19.73,1.2218468468468466,111,166,20,120,SZ002384_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2018-10-17,2019-04-01,2019-01-04,2019-04-17,1.33716915995397,2019-01-04,1.33716915995397,False,2017-06-26,2019-05-17,True,True,True,True,True,2018-11-19,not_missing,train,long,main_board,15342767155.35,298269711.2,-0.2534883720930232,-0.40628853267570886,-0.44463667820069197,0.07705088265835927,risk_off,csi300,2,2018-10-17,2019-04-17,q1,q3,q1,q1,q1,q5,5,5
SZ002384,SZ002384_20190520_0001,2019-05-20,2019-09-09,12.13,22.77,0.8771640560593568,79,112,20,120,SZ002384_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-05-20,2019-09-09,2019-07-22,2020-01-13,1.1918020108275331,2019-05-20,1.336356141797197,False,2018-01-18,2019-10-29,True,True,True,True,True,2019-07-02,not_missing,train,medium,main_board,22556277577.08,634586248.8,-0.3695324283559578,-0.11189801699716717,-0.3825701624815362,0.08201754385964914,risk_off,csi300,2,2019-05-20,2020-01-13,q2,q4,q1,q3,q1,q5,5,5
SZ002384,SZ002384_20191009_0002,2019-10-09,2020-02-25,17.53,35.22,1.0091272104962918,92,139,20,120,SZ002384_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-10-09,2020-02-25,2019-11-25,2020-02-25,1.090207715133531,2019-11-25,1.090207715133531,False,2018-09-20,2020-04-08,True,True,True,True,True,2019-10-23,not_missing,train,long,main_board,30990783081.33,1198317257.0,-0.08497053045186642,0.3480463096960926,-0.18181818181818188,0.061647879763821765,transition,csi300,2,2019-10-09,2020-02-25,q3,q5,q3,q5,q4,q5,5,5
SZ002384,SZ002384_20200330_0003,2020-03-30,2020-07-13,19.14,32.22,0.6833855799373039,69,105,20,120,SZ002384_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-30,2020-07-13,2020-03-30,2020-07-13,0.6833855799373039,2020-03-30,0.6833855799373039,False,2019-03-20,2020-08-24,True,True,True,True,True,2020-04-30,not_missing,train,medium,main_board,34991148549.060005,1659790700.65,-0.3000697836706211,-0.08942351339083077,-0.4304372515616127,0.09533898305084748,risk_off,csi300,1,2020-03-30,2020-07-13,q3,q5,q1,q3,q1,q5,5,5
SZ002384,SZ002384_20210513_0004,2021-05-13,2021-11-09,15.31,25.3,0.6525146962769433,120,180,20,120,SZ002384_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-13,2021-11-09,2021-05-13,2021-11-09,0.6525146962769433,2021-05-13,0.7968647942521228,True,2020-04-29,2021-12-21,True,True,True,True,True,2021-06-01,not_missing,train,long,main_board,27545962637.97,430231539.85,-0.12278697886921774,-0.23046092184368738,-0.3099730458221025,0.03183593750000001,transition,csi300,2,2021-05-13,2021-12-27,q2,q4,q2,q1,q1,q2,5,5
SZ002384,SZ002384_20220427_0005,2022-04-27,2022-08-22,14.08,30.86,1.1917613636363638,79,117,20,120,SZ002384_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-04-27,2022-08-22,2022-04-27,2022-08-22,1.1917613636363638,2022-04-27,1.1917613636363638,False,2021-04-15,2022-10-11,True,True,True,True,True,2022-05-31,not_missing,validation,medium,main_board,25818996637.7,408200573.2,-0.1923076923076923,-0.368421052631579,-0.39056831922611845,0.05763888888888892,risk_off,csi300,1,2022-04-27,2022-08-22,q2,q4,q1,q1,q1,q5,5,5
SZ002384,SZ002384_20221012_0006,2022-10-12,2023-02-16,21.26,32.25,0.5169332079021636,85,127,20,120,SZ002384_cluster_0006,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-12,2023-02-16,2022-10-12,2023-02-16,0.5169332079021636,2022-10-12,0.5169332079021636,False,2021-09-24,2023-03-30,True,True,True,True,True,2022-11-04,not_missing,validation,long,main_board,37976153332.67,490238470.45,-0.15387495320104827,0.10513447432762857,-0.2676604018146468,0.056858407079646,risk_off,csi300,1,2022-10-12,2023-02-16,q3,q4,q2,q5,q2,q5,5,5
SZ002384,SZ002384_20240918_0007,2024-09-18,2025-03-18,18.41,37.51,1.037479630635524,117,181,20,120,SZ002384_cluster_0007,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-18,2025-03-18,2025-03-04,2025-07-31,1.162447257383966,2024-09-18,2.34057577403585,False,2023-09-05,2025-04-30,True,True,True,True,True,2024-09-30,not_missing,robustness,long,main_board,34510634353.3,1041731674.1,-0.13880126182965302,0.010042283298097088,-0.3389830508474576,0.05965463108320251,risk_off,csi300,3,2024-09-18,2025-07-31,q3,q5,q2,q4,q1,q5,5,5
SZ002384,SZ002384_20250409_0008,2025-04-09,2025-09-17,21.57,86.33,3.0023180343069074,111,161,20,120,SZ002384_cluster_0008,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-04-09,2025-09-17,2025-04-09,2025-09-17,3.0023180343069074,2025-04-09,3.2206768660176177,False,2024-03-26,2025-11-06,True,True,True,True,True,2025-05-21,not_missing,robustness,long,main_board,40976047314.2,1811139045.55,-0.27608900031338135,-0.203722854188211,-0.3841642228739002,0.07751082251082253,risk_off,csi300,2,2025-04-09,2025-12-29,q4,q5,q1,q2,q1,q5,5,5
SZ002384,SZ002384_20251017_0009,2025-10-17,2026-04-15,59.0,151.0,1.559322033898305,119,180,20,120,SZ002384_cluster_0009,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-10-17,2026-04-15,2025-11-24,2026-05-27,2.7919299951385512,2025-10-17,2.9661016949152543,False,2024-10-08,2026-05-29,True,False,True,True,True,2025-10-20,not_missing,robustness,long,main_board,114805160105.76,5374819929.2,-0.2506294058408862,0.0762972337732779,-0.31043669639754423,0.07941374097093903,risk_on,csi300,2,2025-10-17,2026-05-27,q5,q5,q1,q5,q1,q5,5,5
SZ002385,SZ002385_20210827_0000,2021-08-27,2021-11-15,6.96,10.92,0.5689655172413792,49,80,20,120,SZ002385_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-08-27,2021-11-15,2021-08-27,2021-11-15,0.5689655172413792,2021-08-27,0.5689655172413792,False,2020-08-19,2021-12-27,True,True,True,True,True,2021-09-03,not_missing,train,medium,main_board,30148531889.84,1117356649.75,-0.077124183006536,-0.11417816813048931,-0.19221967963386732,0.05042492917847025,risk_on,csi300,1,2021-08-27,2021-11-15,q3,q5,q4,q3,q3,q4,5,5
SZ002396,SZ002396_20200203_0000,2020-02-03,2020-03-03,22.6,36.26,0.6044247787610617,21,29,20,120,SZ002396_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-02-03,2020-03-03,2020-02-03,2020-03-03,0.6044247787610617,2020-02-03,0.6044247787610617,False,2019-01-16,2020-04-15,True,True,True,True,True,2020-02-04,not_missing,train,fast,main_board,20070674365.98,488000472.15,-0.06451612903225812,0.026212319790301253,-0.2012920775246515,0.046296296296296294,risk_off,csi300,1,2020-02-03,2020-03-03,q2,q4,q4,q4,q3,q4,5,5
SZ002399,SZ002399_20191118_0000,2019-11-18,2020-03-03,14.16,26.44,0.8672316384180792,69,106,20,120,SZ002399_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-11-18,2020-03-03,2019-11-18,2020-03-03,0.8672316384180792,2019-11-18,0.8672316384180792,False,2018-11-07,2020-04-15,True,True,True,True,True,2019-12-06,not_missing,train,medium,main_board,18957465900.8,71971703.7,-0.04968152866242037,-0.29688972667295,-0.3270184934596302,0.02781501340482572,transition,csi300,1,2019-11-18,2020-03-03,q1,q1,q5,q1,q1,q2,5,5
SZ002399,SZ002399_20200319_0001,2020-03-19,2020-08-07,18.25,29.44,0.6131506849315069,95,141,20,120,SZ002399_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-03-19,2020-08-07,2020-03-19,2020-08-07,0.6131506849315069,2020-03-19,0.6131506849315069,False,2019-03-11,2020-09-18,True,True,True,True,True,2020-04-14,not_missing,train,long,main_board,25156058369.68,253006645.65,-0.19349387410223917,0.08097395243488115,-0.2779878971255674,0.07768465165007857,risk_off,csi300,1,2020-03-19,2020-08-07,q2,q3,q1,q5,q2,q5,5,5
SZ002407,SZ002407_20220309_0000,2022-03-09,2022-07-07,23.35,37.42,0.6025695931477515,80,120,20,120,SZ002407_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-03-09,2022-07-07,2022-04-27,2022-07-07,1.0359085963003265,2022-04-27,1.0359085963003265,False,2021-02-26,2022-08-18,True,True,True,True,True,2022-03-11,not_missing,validation,medium,main_board,29096006630.22,1262982645.1,-0.13966678482807515,-0.23244781783681223,-0.25734394124847004,0.05103007828594972,risk_off,csi300,2,2022-03-09,2022-07-07,q3,q5,q2,q1,q2,q4,5,5
SZ002409,SZ002409_20201026_0000,2020-10-26,2021-01-19,44.57,71.52,0.6046668162441102,60,85,20,120,SZ002409_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-10-26,2021-01-19,2020-10-26,2021-01-19,0.6046668162441102,2020-10-26,0.822750729190038,False,2019-10-15,2021-03-09,True,True,True,True,True,2020-11-09,not_missing,train,medium,main_board,22027198207.77,388023614.05,-0.1730065837600585,-0.17617052286390966,-0.34605929139551705,0.04558823529411764,transition,csi300,2,2020-10-26,2021-06-30,q2,q4,q1,q2,q1,q4,5,5
SZ002409,SZ002409_20210315_0001,2021-03-15,2021-07-30,48.91,102.99,1.1057043549376404,94,137,20,120,SZ002409_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-03-15,2021-07-30,2021-03-15,2021-07-30,1.1057043549376404,2021-03-15,1.1057043549376404,False,2020-03-04,2021-09-10,True,True,True,True,True,2021-04-06,not_missing,train,long,main_board,25577284575.78,334432685.8,-0.1450953678474114,-0.13612114954396826,-0.2980984340044742,0.05981075697211155,transition,csi300,2,2021-03-15,2021-07-30,q2,q3,q2,q2,q2,q5,5,5
SZ002409,SZ002409_20240923_0002,2024-09-23,2024-11-12,46.0,73.46,0.5969565217391304,31,50,20,120,SZ002409_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-09-23,2024-11-12,2024-09-23,2024-11-12,0.5969565217391304,2024-09-23,0.5969565217391304,False,2023-09-08,2024-12-24,True,True,True,True,True,2024-09-30,not_missing,robustness,fast,main_board,23220511409.62,282254738.6,-0.08734402852049916,-0.24865481819664115,-0.33602305475504335,0.03538411458333331,risk_off,csi300,1,2024-09-23,2024-11-12,q2,q3,q3,q1,q1,q3,5,5
SZ002410,SZ002410_20221012_0000,2022-10-12,2023-04-03,29.51,53.59,0.8159945781091156,117,173,20,120,SZ002410_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-10-12,2023-04-03,2022-10-12,2023-04-03,0.8159945781091156,2022-10-12,0.8159945781091156,False,2021-09-24,2023-05-19,True,True,True,True,True,2022-10-27,not_missing,validation,long,main_board,51833387640.68,191224293.3,-0.05577211394302861,-0.07081735025081148,-0.13655058952563748,0.03361384566529057,risk_off,csi300,1,2022-10-12,2023-04-03,q4,q2,q4,q3,q5,q3,5,5
SZ002414,SZ002414_20190806_0000,2019-08-06,2020-02-07,3.74,10.17,1.7192513368983957,120,185,20,120,SZ002414_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-08-06,2020-02-07,2019-11-25,2020-02-26,1.9168646080760094,2019-08-06,2.283422459893048,True,2018-07-26,2020-03-20,True,True,True,True,True,2019-08-19,not_missing,train,long,main_board,17163919563.179998,168192153.0,-0.08530805687203791,0.013123359580052396,-0.15536105032822767,0.04391191709844556,risk_off,csi300,2,2019-08-06,2020-02-26,q1,q2,q3,q4,q4,q4,5,5
