model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.07543298533582765,0.07525736599219027,0.002328150514732076,16571,2968,458,0.8456873315363881,1593,354,0.7777777777777778,13603,2028,0.14908476071454826,0.15431266846361186,0.1842316975060338,1250,190,0.152
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.3827167943998552,0.3369542066027689,0.11957298050859606,16571,2968,458,0.8456873315363881,1593,354,0.7777777777777778,13603,2028,0.14908476071454826,0.15431266846361186,0.1842316975060338,1250,190,0.152
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.39068251765131856,0.34611288604898827,0.11408145895616548,16571,2968,458,0.8456873315363881,1593,354,0.7777777777777778,13603,2028,0.14908476071454826,0.15431266846361186,0.1842316975060338,1250,190,0.152
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4455,4218,237,0.9468013468013468,0.0531986531986532,0.07586980920314254,0.07539118065433854,0.006308550842963926,4455,298,49,0.8355704697986577,121,34,0.71900826446281,4157,188,0.045224921818619195,0.1644295302013423,0.20675105485232068,338,20,0.05917159763313609
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4220,237,0.9468252187570114,0.05317478124298856,0.2919003814224815,0.27606635071090047,0.054244638648360176,4455,298,49,0.8355704697986577,121,34,0.71900826446281,4157,188,0.045224921818619195,0.1644295302013423,0.20675105485232068,338,20,0.05917159763313609
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4220,237,0.9468252187570114,0.05317478124298856,0.31097150549697106,0.2962085308056872,0.04747372164433774,4455,298,49,0.8355704697986577,121,34,0.71900826446281,4157,188,0.045224921818619195,0.1644295302013423,0.20675105485232068,338,20,0.05917159763313609
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,2996,2539,457,0.8474632843791722,0.15253671562082777,0.065086782376502,0.07010634107916502,-0.07712101473424822,2994,622,126,0.797427652733119,306,90,0.7058823529411765,2372,330,0.1391231028667791,0.20257234726688103,0.27571115973741794,195,17,0.08717948717948718
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2545,458,0.8474858474858474,0.1525141525141525,0.2837162837162837,0.23261296660117878,0.18012119870500015,2994,622,126,0.797427652733119,306,90,0.7058823529411765,2372,330,0.1391231028667791,0.20257234726688103,0.27510917030567683,195,17,0.08717948717948718
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2545,458,0.8474858474858474,0.1525141525141525,0.3026973026973027,0.2550098231827112,0.15754180526107625,2994,622,126,0.797427652733119,306,90,0.7058823529411765,2372,330,0.1391231028667791,0.20257234726688103,0.27510917030567683,195,17,0.08717948717948718
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4794,3938,856,0.8214434710054235,0.17855652899457655,0.08886107634543179,0.09014728288471305,-0.014474352463179211,4794,878,176,0.7995444191343963,497,136,0.7263581488933601,3916,680,0.17364657814096016,0.20045558086560364,0.205607476635514,426,71,0.16666666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3956,860,0.8214285714285714,0.17857142857142858,0.3901578073089701,0.3384732052578362,0.1324710183492607,4794,878,176,0.7995444191343963,497,136,0.7263581488933601,3916,680,0.17364657814096016,0.20045558086560364,0.20465116279069767,426,71,0.16666666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3956,860,0.8214285714285714,0.17857142857142858,0.40386212624584716,0.35490394337714865,0.12122499161730184,4794,878,176,0.7995444191343963,497,136,0.7263581488933601,3916,680,0.17364657814096016,0.20045558086560364,0.20465116279069767,426,71,0.16666666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1440,1362,78,0.9458333333333333,0.05416666666666667,0.08333333333333333,0.08370044052863436,-0.004405286343612369,1440,107,17,0.8411214953271028,41,12,0.7073170731707317,1333,61,0.04576144036009002,0.1588785046728972,0.21794871794871795,120,6,0.05
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1441,1363,78,0.9458709229701596,0.05412907702984039,0.2685634975711312,0.2538517975055026,0.0547792242753768,1440,107,17,0.8411214953271028,41,12,0.7073170731707317,1333,61,0.04576144036009002,0.1588785046728972,0.21794871794871795,120,6,0.05
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1441,1363,78,0.9458709229701596,0.05412907702984039,0.2921582234559334,0.27879677182685253,0.04573361472091574,1440,107,17,0.8411214953271028,41,12,0.7073170731707317,1333,61,0.04576144036009002,0.1588785046728972,0.21794871794871795,120,6,0.05
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9711,8258,1453,0.8503758624240552,0.1496241375759448,0.060137987848831224,0.06248486316299346,-0.03902483934217376,9705,2024,385,0.8097826086956522,991,280,0.7174571140262361,7681,1066,0.1387840124983726,0.19021739130434784,0.2649690295939436,584,68,0.11643835616438356
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9730,8272,1458,0.8501541623843782,0.14984583761562179,0.27995889003083246,0.23065764023210833,0.1761017476290697,9705,2024,385,0.8097826086956522,991,280,0.7174571140262361,7681,1066,0.1387840124983726,0.19021739130434784,0.26406035665294925,584,68,0.11643835616438356
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,robustness,9730,8272,1458,0.8501541623843782,0.14984583761562179,0.2957862281603289,0.24927466150870406,0.15724723541358918,9705,2024,385,0.8097826086956522,991,280,0.7174571140262361,7681,1066,0.1387840124983726,0.19021739130434784,0.26406035665294925,584,68,0.11643835616438356
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.07543298533582765,0.0745373418184478,0.011873366981201179,16571,2968,547,0.8157008086253369,1593,415,0.7394852479598242,13603,2353,0.17297654929059766,0.18429919137466308,0.18862068965517242,1250,231,0.1848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.3827167943998552,0.32887133347962844,0.14069270465296077,16571,2968,547,0.8157008086253369,1593,415,0.7394852479598242,13603,2353,0.17297654929059766,0.18429919137466308,0.18862068965517242,1250,231,0.1848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.39068251765131856,0.33830736595713556,0.13406064855179278,16571,2968,547,0.8157008086253369,1593,415,0.7394852479598242,13603,2353,0.17297654929059766,0.18429919137466308,0.18862068965517242,1250,231,0.1848
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4455,4173,282,0.9367003367003367,0.0632996632996633,0.07586980920314254,0.07476635514018691,0.014544046894873769,4455,298,51,0.8288590604026845,121,35,0.7107438016528925,4157,231,0.05556891989415444,0.17114093959731544,0.18085106382978725,338,26,0.07692307692307693
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4457,4175,282,0.9367287413058111,0.06327125869418891,0.2919003814224815,0.2725748502994012,0.06620591254079077,4455,298,51,0.8288590604026845,121,35,0.7107438016528925,4157,231,0.05556891989415444,0.17114093959731544,0.18085106382978725,338,26,0.07692307692307693
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8250,0.825,risk_on_r_core_horizon_complete,validation,4457,4175,282,0.9367287413058111,0.06327125869418891,0.31097150549697106,0.29293413173652694,0.0580033007577918,4455,298,51,0.8288590604026845,121,35,0.7107438016528925,4157,231,0.05556891989415444,0.17114093959731544,0.18085106382978725,338,26,0.07692307692307693
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,2996,2472,524,0.8251001335113485,0.17489986648865152,0.065086782376502,0.07119741100323625,-0.09388432495228607,2994,622,136,0.7813504823151125,306,96,0.6862745098039216,2372,387,0.16315345699831366,0.21864951768488747,0.2595419847328244,195,19,0.09743589743589744
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,3003,2478,525,0.8251748251748252,0.17482517482517482,0.2837162837162837,0.22841000807102502,0.19493514760881675,2994,622,136,0.7813504823151125,306,96,0.6862745098039216,2372,387,0.16315345699831366,0.21864951768488747,0.259047619047619,195,19,0.09743589743589744
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,robustness,3003,2478,525,0.8251748251748252,0.17482517482517482,0.3026973026973027,0.2514124293785311,0.16942626466036434,2994,622,136,0.7813504823151125,306,96,0.6862745098039216,2372,387,0.16315345699831366,0.21864951768488747,0.259047619047619,195,19,0.09743589743589744
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,train,4794,3828,966,0.7984981226533167,0.20150187734668334,0.08886107634543179,0.08960292580982236,-0.008348418620395292,4794,878,199,0.7733485193621867,497,154,0.6901408450704225,3916,767,0.19586312563840655,0.2266514806378132,0.20600414078674947,426,83,0.19483568075117372
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,train,4816,3846,970,0.7985880398671097,0.20141196013289037,0.3901578073089701,0.3341133645345814,0.1436455755196679,4794,878,199,0.7733485193621867,497,154,0.6901408450704225,3916,767,0.19586312563840655,0.2266514806378132,0.20515463917525772,426,83,0.19483568075117372
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,train,4816,3846,970,0.7985880398671097,0.20141196013289037,0.40386212624584716,0.3504940197607904,0.13214437060772918,4794,878,199,0.7733485193621867,497,154,0.6901408450704225,3916,767,0.19586312563840655,0.2266514806378132,0.20515463917525772,426,83,0.19483568075117372
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,validation,1440,1349,91,0.9368055555555556,0.06319444444444444,0.08333333333333333,0.08302446256486286,0.003706449221645647,1440,107,19,0.822429906542056,41,13,0.6829268292682927,1333,72,0.05401350337584396,0.17757009345794392,0.2087912087912088,120,8,0.06666666666666667
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,validation,1441,1350,91,0.9368494101318529,0.06315058986814712,0.2685634975711312,0.2518518518518518,0.062226050339745605,1440,107,19,0.822429906542056,41,13,0.6829268292682927,1333,72,0.05401350337584396,0.17757009345794392,0.2087912087912088,120,8,0.06666666666666667
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r6_horizon_complete,validation,1441,1350,91,0.9368494101318529,0.06315058986814712,0.2921582234559334,0.277037037037037,0.05175683997536738,1440,107,19,0.822429906542056,41,13,0.6829268292682927,1333,72,0.05401350337584396,0.17757009345794392,0.2087912087912088,120,8,0.06666666666666667
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,robustness,9711,8095,1616,0.8335907733498095,0.1664092266501905,0.060137987848831224,0.06312538604076591,-0.04967572575663995,9705,2024,419,0.7929841897233202,991,299,0.698284561049445,7681,1195,0.1555787006900143,0.20701581027667984,0.2592821782178218,584,73,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,robustness,9730,8109,1621,0.8334018499486125,0.16659815005138745,0.27995889003083246,0.22715501294857565,0.1886129676983696,9705,2024,419,0.7929841897233202,991,299,0.698284561049445,7681,1195,0.1555787006900143,0.20701581027667984,0.25848241826033314,584,73,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,robustness,9730,8109,1621,0.8334018499486125,0.16659815005138745,0.2957862281603289,0.2461462572450364,0.1678238071597624,9705,2024,419,0.7929841897233202,991,299,0.698284561049445,7681,1195,0.1555787006900143,0.20701581027667984,0.25848241826033314,584,73,0.125
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,train,16571,13257,3314,0.8000120692776538,0.19998793072234627,0.07543298533582765,0.07422493776872596,0.016014844987553668,16571,2968,623,0.7900943396226415,1593,463,0.709353421217828,13603,2691,0.19782400940968903,0.2099056603773585,0.187990343995172,1250,266,0.2128
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,train,16571,13257,3314,0.8000120692776538,0.19998793072234627,0.3827167943998552,0.323527193180961,0.15465639889597843,16571,2968,623,0.7900943396226415,1593,463,0.709353421217828,13603,2691,0.19782400940968903,0.2099056603773585,0.187990343995172,1250,266,0.2128
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,train,16571,13257,3314,0.8000120692776538,0.19998793072234627,0.39068251765131856,0.33310703779135553,0.14737152869314912,16571,2968,623,0.7900943396226415,1593,463,0.709353421217828,13603,2691,0.19782400940968903,0.2099056603773585,0.187990343995172,1250,266,0.2128
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,validation,4455,4125,330,0.9259259259259259,0.07407407407407407,0.07586980920314254,0.07466666666666667,0.01585798816568045,4455,298,56,0.8120805369127517,121,38,0.6859504132231405,4157,274,0.06591291796968968,0.18791946308724833,0.1696969696969697,338,30,0.08875739644970414
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,validation,4457,4127,330,0.925959165357864,0.07404083464213597,0.2919003814224815,0.2706566513205718,0.07277732902706485,4455,298,56,0.8120805369127517,121,38,0.6859504132231405,4157,274,0.06591291796968968,0.18791946308724833,0.1696969696969697,338,30,0.08875739644970414
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_8000,0.8,risk_on_r_core_horizon_complete,validation,4457,4127,330,0.925959165357864,0.07404083464213597,0.31097150549697106,0.29125272595105406,0.06341024562492933,4455,298,56,0.8120805369127517,121,38,0.6859504132231405,4157,274,0.06591291796968968,0.18791946308724833,0.1696969696969697,338,30,0.08875739644970414
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,robustness,2996,2416,580,0.8064085447263017,0.19359145527369825,0.065086782376502,0.07077814569536424,-0.08744268976057051,2994,622,154,0.752411575562701,306,104,0.6601307189542484,2372,425,0.17917369308600337,0.24758842443729903,0.2655172413793103,195,24,0.12307692307692308
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,robustness,3003,2421,582,0.8061938061938062,0.1938061938061938,0.2837162837162837,0.22387443205287072,0.21092145603900142,2994,622,154,0.752411575562701,306,104,0.6601307189542484,2372,425,0.17917369308600337,0.24758842443729903,0.2646048109965636,195,24,0.12307692307692308
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,robustness,3003,2421,582,0.8061938061938062,0.1938061938061938,0.3026973026973027,0.24741842213961174,0.1826209882450451,2994,622,154,0.752411575562701,306,104,0.6601307189542484,2372,425,0.17917369308600337,0.24758842443729903,0.2646048109965636,195,24,0.12307692307692308
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4794,3696,1098,0.7709637046307884,0.22903629536921152,0.08886107634543179,0.09009740259740259,-0.013913023596122115,4794,878,228,0.7403189066059226,497,168,0.6619718309859155,3916,870,0.22216547497446373,0.25968109339407747,0.20765027322404372,426,93,0.21830985915492956
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3714,1102,0.7711794019933554,0.2288205980066445,0.3901578073089701,0.329025309639203,0.15668659328238332,4794,878,228,0.7403189066059226,497,168,0.6619718309859155,3916,870,0.22216547497446373,0.25968109339407747,0.20689655172413793,426,93,0.21830985915492956
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,train,4816,3714,1102,0.7711794019933554,0.2288205980066445,0.40386212624584716,0.345718901453958,0.14396800544870858,4794,878,228,0.7403189066059226,497,168,0.6619718309859155,3916,870,0.22216547497446373,0.25968109339407747,0.20689655172413793,426,93,0.21830985915492956
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1440,1340,100,0.9305555555555556,0.06944444444444445,0.08333333333333333,0.08283582089552238,0.005970149253731349,1440,107,20,0.8130841121495327,41,13,0.6829268292682927,1333,80,0.06001500375093773,0.18691588785046728,0.2,120,9,0.075
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1341,100,0.9306037473976405,0.06939625260235947,0.2685634975711312,0.24906785980611484,0.07259228428782569,1440,107,20,0.8130841121495327,41,13,0.6829268292682927,1333,80,0.06001500375093773,0.18691588785046728,0.2,120,9,0.075
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r6_horizon_complete,validation,1441,1341,100,0.9306037473976405,0.06939625260235947,0.2921582234559334,0.2744220730797912,0.06070734606180731,1440,107,20,0.8130841121495327,41,13,0.6829268292682927,1333,80,0.06001500375093773,0.18691588785046728,0.2,120,9,0.075
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9711,7920,1791,0.8155699721964782,0.18443002780352177,0.060137987848831224,0.06313131313131314,-0.04977428393524287,9705,2024,471,0.767292490118577,991,329,0.6680121089808274,7681,1318,0.1715922405936727,0.2327075098814229,0.2629815745393635,584,84,0.14383561643835616
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,7933,1797,0.8153134635149024,0.18468653648509764,0.27995889003083246,0.22299256271271903,0.20348104434847422,9705,2024,471,0.767292490118577,991,329,0.6680121089808274,7681,1318,0.1715922405936727,0.2327075098814229,0.2621035058430718,584,84,0.14383561643835616
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,robustness,9730,7933,1797,0.8153134635149024,0.18468653648509764,0.2957862281603289,0.24227908735661163,0.18089801251569457,9705,2024,471,0.767292490118577,991,329,0.6680121089808274,7681,1318,0.1715922405936727,0.2327075098814229,0.2621035058430718,584,84,0.14383561643835616
