model_id,train_target_component,threshold_id,denominator_id,split,total_rejected_hybrid_positive_n,total_hybrid_cost_reduction_rate,fast_fail_attributed_cost_reduction,fast_fail_attributed_cost_reduction_share,fast_fail_only_rejected_n,false_repair_only_rejected_n,both_rejected_n,neither_rejected_n,fast_fail_only_hybrid_positive_rejected_n,false_repair_only_hybrid_positive_rejected_n,both_hybrid_positive_rejected_n,neither_hybrid_positive_rejected_n,fast_fail_only_cost_reduction_rate,false_repair_only_cost_reduction_rate,both_cost_reduction_rate,neither_cost_reduction_rate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,816,0.07052879291251385,-0.00442661358114424,-0.0627632119925142,4,704,108,613,4,704,108,0,-0.004600965976025197,0.07478105409877714,0.0003487047897619139,-0.0705287929125138
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,64,0.020468725739038407,-0.0017399235479335813,-0.08500399927754958,0,55,9,63,0,55,9,0,-0.0022804643739496797,0.021668108460955904,0.0010810816520321967,-0.02046872573903835
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,1290,0.07359509901523306,-0.0054508960342569655,-0.07406601943872258,0,1172,118,1293,0,1172,118,0,-0.005720164319083419,0.07877672676466355,0.0005385365696529074,-0.07359509901523298
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,train,2856,0.07878596592718062,-0.002050645706354475,-0.026028058198205275,6,2495,355,2115,6,2495,355,0,-0.002896345714053842,0.07999091162583574,0.0016914000153987335,-0.07878596592718068
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,validation,305,0.03597786520188073,-0.0004987309984374258,-0.013862162072121912,0,259,46,221,0,259,46,0,-0.002551872618463881,0.034423454580291724,0.00410628324005291,-0.03597786520188073
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,255,0.05038248788248789,-0.004145353103686439,-0.08227765793057024,0,242,13,156,0,242,13,0,-0.003009721759721761,0.05566347233013899,-0.0022712626879293554,-0.05038248788248789
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,462,0.03886089562807704,-0.0038058183281096843,-0.09793439565916685,1,417,44,291,1,417,44,0,-0.0022937120746907326,0.044178820209605674,-0.0030242125068379033,-0.03886089562807704
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,48,0.01728718439919058,-0.002202321015711578,-0.12739616613418522,0,45,3,36,0,45,3,0,-0.0014605430908794306,0.020231283339734285,-0.0014835558496642948,-0.017287184399190525
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,779,0.046705891148343615,-0.0032532220676187544,-0.06965335608919491,0,735,44,524,0,735,44,0,-0.0024472554387959915,0.05076507984478512,-0.0016119332576455259,-0.04670589114834356
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,1571,0.04258170117989507,-0.0021416112725596553,-0.05029416893214252,3,1427,141,915,3,1427,141,0,-0.0011929561947559824,0.04567196753025837,-0.0018973101556073457,-0.042581701179895015
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,159,0.01910661491657145,-0.0009528357129453754,-0.04986941523163095,0,143,16,94,0,143,16,0,-0.0011477151262716152,0.019864571216190563,0.0003897588266524796,-0.019106614916571396
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,282,0.05496913201377843,-0.004861396998892063,-0.08843867131963294,0,267,15,190,0,267,15,0,-0.00353972380839232,0.06115220220317019,-0.0026433463809994867,-0.0549691320137784
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,528,0.04512794903065731,-0.004869632869338492,-0.10790724980721694,1,479,48,338,1,479,48,0,-0.0027513772656545706,0.05211583750367971,-0.0042365112073678435,-0.04512794903065731
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,56,0.019973286841466598,-0.00212044105173876,-0.10616385117628742,0,51,5,44,0,51,5,0,-0.0017594873888741383,0.022454681556069944,-0.000721907325729243,-0.019973286841466487
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,875,0.05246747208647079,-0.0036819815284798406,-0.07017646137804441,0,822,53,623,0,822,53,0,-0.002880144863700876,0.05695129027972956,-0.0016036733295579295,-0.052467472086470734
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1795,0.04842518461057538,-0.002884070474111041,-0.059557242730287924,3,1635,157,1105,3,1635,157,0,-0.0014703092260437318,0.052723016332753725,-0.0028275224961346185,-0.048425184610575434
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,185,0.021991717239030706,-0.0010306753248828585,-0.04686652314052242,0,165,20,116,0,165,20,0,-0.0013812339620840643,0.022671833926712376,0.0007011172744024116,-0.021991717239030706
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,robustness,305,0.05865689865689869,-0.005718725718725719,-0.09749451214896672,0,289,16,223,0,289,16,0,-0.004049284049284049,0.06604506604506605,-0.003338883338883339,-0.058656898656898604
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,train,603,0.05273706083506746,-0.004911893200929746,-0.09313930513290165,2,541,60,391,2,541,60,0,-0.0030408406654253844,0.05952000657150158,-0.0037421050710087223,-0.05273706083506746
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r6_horizon_complete,validation,62,0.02243620993226697,-0.001410865961998381,-0.06288343558282199,0,54,8,48,0,54,8,0,-0.0019499773458514225,0.02330796451041231,0.001078222767706083,-0.022436209932266915
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,robustness,944,0.056340889544506195,-0.003985178117963013,-0.07073331908994697,0,883,61,709,0,883,61,0,-0.0032391469515980625,0.06107209882883413,-0.0014920623327299015,-0.05634088954450611
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,train,2010,0.053954751188317884,-0.002805435628659668,-0.05199608128796435,4,1812,194,1304,4,1812,194,0,-0.0016895532062570495,0.05787606923938016,-0.002231764844805237,-0.05395475118831783
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_8000,risk_on_r_core_horizon_complete,validation,215,0.026333683425993903,-0.0005533620075547155,-0.021013467755463842,0,187,28,128,0,187,28,0,-0.0015900329503038234,0.02585037449079952,0.002073341885498216,-0.02633368342599396
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,robustness,326,0.06078858900435666,-0.006382207004613644,-0.10499021459695729,0,307,19,267,0,307,19,0,-0.0046704333011386955,0.06888256971244522,-0.0034235474069498964,-0.060788589004356575
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,train,668,0.05854033068067682,-0.00584292667851348,-0.0998102779839973,3,600,65,450,3,600,65,0,-0.0033319168662597556,0.06689426717144403,-0.005022019624507448,-0.058540330680676766
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r6_horizon_complete,validation,69,0.024069876159665327,-0.001781945663738422,-0.0740321907731493,0,60,9,59,0,60,9,0,-0.002300171297223673,0.025333596189918456,0.001036451266970502,-0.02406987615966527
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,robustness,1011,0.05948702552775076,-0.004602315941377843,-0.0773667182137197,0,945,66,818,0,945,66,0,-0.0036638655156118125,0.0650277918948946,-0.001876900851532061,-0.05948702552775065
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,train,2223,0.05965931254307999,-0.0031924071142348694,-0.05351062521764112,5,1999,219,1506,5,1999,219,0,-0.0019237020716949861,0.06412042469985474,-0.0025374100850797665,-0.05965931254307999
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7750,risk_on_r_core_horizon_complete,validation,248,0.03026109602484478,-0.0006471973212428712,-0.02138710774756847,0,215,33,155,0,215,33,0,-0.0018958221514601137,0.029659668515870374,0.002497249660434485,-0.030261096024844725
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,robustness,339,0.06310083359263688,-0.007012113569490618,-0.11112552989012889,0,320,19,285,0,320,19,0,-0.004978627929447602,0.07214643280217051,-0.004066971280086033,-0.06310083359263685
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,train,721,0.06253474197367764,-0.006505318764556883,-0.10402727442763138,3,645,73,509,3,645,73,0,-0.0038640023124257676,0.07168137719036563,-0.00528263290426223,-0.06253474197367759
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r6_horizon_complete,validation,73,0.024053446876580564,-0.0024200472835483808,-0.10061124694376503,0,64,9,70,0,64,9,0,-0.0025994189534104123,0.026294122490266886,0.000358743339724063,-0.02405344687658051
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,robustness,1084,0.06460066115001961,-0.005117290556361981,-0.07921421337280582,0,1014,70,886,0,1014,70,0,-0.004018022695245864,0.0708172195674977,-0.002198535722232234,-0.06460066115001961
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,train,2434,0.06561010052869226,-0.0037222742869788706,-0.05673325077974946,5,2186,243,1709,5,2186,243,0,-0.002253137385807279,0.07080151171684271,-0.002938273802343183,-0.0656101005286922
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7500,risk_on_r_core_horizon_complete,validation,273,0.032373257687208834,-0.0006066310732256476,-0.018738647777957074,0,234,39,189,0,234,39,0,-0.002205471670191285,0.03138104816346887,0.0031976811939312746,-0.03237325768720889
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,robustness,366,0.06894784079459071,-0.007762147452203414,-0.11257999326372511,0,345,21,314,0,345,21,0,-0.0055562173513099035,0.0789159183476876,-0.004411860201787021,-0.0689478407945906
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,train,790,0.06966073735695827,-0.007079988002953116,-0.10163527220037256,3,703,84,570,3,703,84,0,-0.004524847729789592,0.07929586563307495,-0.005110280546327048,-0.06966073735695832
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r6_horizon_complete,validation,81,0.026740580989110585,-0.002770974489157446,-0.10362431879418979,0,71,10,79,0,71,10,0,-0.0029470383618800597,0.02933549160554541,0.00035212774544522707,-0.026740580989110585
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,robustness,1177,0.07137989570650305,-0.005677636556416385,-0.07954111588732855,0,1100,77,973,0,1100,77,0,-0.0044892845617964736,0.07824588425753931,-0.002376703989239823,-0.07137989570650294
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,train,2643,0.0718045419562961,-0.0037892423436110077,-0.05277162475205724,5,2359,279,1914,5,2359,279,0,-0.002605277247953947,0.07677774939556417,-0.0023679301913141215,-0.07180454195629604
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7250,risk_on_r_core_horizon_complete,validation,303,0.03595880869656476,-0.001048333531415195,-0.02915373365846086,0,262,41,216,0,262,41,0,-0.0025134366162163774,0.03554203914317877,0.0029302061696023646,-0.03595880869656476
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,robustness,390,0.0739621770913089,-0.008725078359278448,-0.11796675953044261,0,368,22,344,0,368,22,0,-0.00614017978495722,0.08527215402490854,-0.005169797148642456,-0.07396217709130881
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,train,851,0.07631721606620645,-0.007004098116060238,-0.09177612178599474,3,750,98,625,3,750,98,0,-0.005157956512224719,0.08516745578610221,-0.0036922832076710377,-0.07631721606620645
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r6_horizon_complete,validation,92,0.03187341332935112,-0.0035269108126389018,-0.1106536904659374,0,82,10,85,0,82,10,0,-0.0033040082924129695,0.03562322666221593,-0.0004458050404518646,-0.03187341332935101
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,false_repair_20d_component,keep_7000,risk_on_r_core_horizon_complete,robustness,1251,0.07604014496205769,-0.006106307359761649,-0.08030373117790028,1,1166,84,1075,1,1166,84,0,-0.004837167543112999,0.08341559213846797,-0.002538279633297301,-0.07604014496205769
