condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
ema20_above_ema60 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.5644970414201184,477,0.16014476992103918,-6.0,-47.0
above_ma60 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.565680473372781,478,0.16021811596768729,-6.0,-47.0
above_ema60 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.565680473372781,478,0.16064554637746406,-6.0,-47.0
ema60_up AND near_high_120_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.565680473372781,478,0.16064554637746406,-6.0,-47.0
near_high_120_5pct AND near_high_20_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.565680473372781,478,0.1625373685461802,-6.0,-47.0
near_high_120_5pct AND near_high_60_5pct AND rps60_gt_60,and3,3,0.557396449704142,471,0.565680473372781,478,0.1625373685461802,-6.0,-47.0
ema20_above_ema60 AND ma60_up AND money_ratio20_gt_2_0,and3,3,0.5562130177514792,470,0.5680473372781065,480,0.029874603551971995,-18.0,-38.5
money_ratio20_gt_1_5 AND near_high_60_5pct AND rps20_gt_80,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.03656426884108188,-18.0,-40.0
ma60_up AND near_high_120_5pct AND new_high_20,and3,3,0.5562130177514792,470,0.5668639053254438,479,0.06566241596819311,-11.0,-44.0
near_high_120_5pct AND rps20_gt_60 AND rsi14_gt_60,and3,3,0.5562130177514792,470,0.5621301775147929,475,0.11594492470648936,-9.0,-45.0
ma20_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13078105952158145,-9.0,-45.0
near_high_120_5pct AND ret20_gt_0 AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13078105952158145,-9.0,-45.0
above_ma60 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.1327689903031468,-9.0,-45.0
above_ema60 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13297385339895698,-9.0,-45.0
ema60_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13297385339895698,-9.0,-45.0
near_high_120_5pct AND near_high_20_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13360361773052157,-9.0,-45.0
near_high_120_5pct AND near_high_60_5pct AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13360361773052157,-9.0,-45.0
near_high_120_5pct AND rps20_gt_50 AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13360361773052157,-9.0,-45.0
near_high_120_5pct AND rps20_gt_60 AND rps20_gt_70,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.13360361773052157,-9.0,-45.0
near_high_120_5pct AND ret10_gt_0 AND rps60_gt_60,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.1390995128810833,-7.0,-47.0
ma30_up AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5562130177514792,470,0.5644970414201184,477,0.15326794575427558,-6.0,-46.0
ma60_up AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5562130177514792,470,0.565680473372781,478,0.1593455509299773,-6.0,-47.0
above_ma60 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5550295857988166,469,0.570414201183432,482,0.02836721583465272,-20.0,-38.0
above_boll_upper20 AND ma60_up AND rps20_gt_80,and3,3,0.5550295857988166,469,0.5680473372781065,480,0.032922258248901076,-16.0,-39.0
boll_pct_b_gt_1_0 AND ma60_up AND rps20_gt_80,and3,3,0.5550295857988166,469,0.5680473372781065,480,0.032922258248901076,-16.0,-39.0
near_high_120_5pct AND rps20_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.5550295857988166,469,0.5621301775147929,475,0.0840773320249073,-9.0,-45.0
near_high_120_5pct AND near_high_20_3pct AND ret10_gt_0_05,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.08732984981764655,-10.0,-44.5
near_high_120_5pct AND rps120_gt_50 AND rsi14_gt_60,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.11803402244894862,-8.5,-45.0
ma30_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.12972386478024006,-9.0,-45.0
above_ema20 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.12994390292018432,-9.0,-45.0
ema20_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.12994390292018432,-9.0,-45.0
above_ma30 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.13147405320370473,-9.0,-45.0
near_high_120_5pct AND rps20_gt_70 AND rsi14_gt_50,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.13149681576990585,-9.0,-45.0
above_ema30 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.13184331261096752,-9.0,-45.0
ema30_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5550295857988166,469,0.5633136094674556,476,0.13184331261096752,-9.0,-45.0
ret10_gt_0_05 AND rps20_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5538461538461539,468,0.565680473372781,478,0.021632025413140576,-23.0,-38.0
ma60_up AND money_ratio20_gt_2_0 AND rps20_gt_60,and3,3,0.5538461538461539,468,0.570414201183432,482,0.027709630588842297,-19.0,-37.5
ema20_above_ema60 AND ma20_up AND money_ratio20_gt_2_0,and3,3,0.5538461538461539,468,0.5609467455621302,474,0.029217018306161573,-18.0,-39.0
ema20_above_ema60 AND money_ratio20_gt_2_0 AND ret20_gt_0,and3,3,0.5538461538461539,468,0.5609467455621302,474,0.029217018306161573,-18.0,-39.0
boll_pct_b_gt_0_7 AND money_ratio20_gt_2_0 AND near_high_60_5pct,and3,3,0.5538461538461539,468,0.5680473372781065,480,0.031235299175995105,-18.5,-38.5
ma20_up AND money_ratio20_gt_2_0 AND near_high_60_5pct,and3,3,0.5538461538461539,468,0.5680473372781065,480,0.03130864522264319,-19.0,-39.0
money_ratio20_gt_2_0 AND near_high_60_5pct AND ret20_gt_0,and3,3,0.5538461538461539,468,0.5680473372781065,480,0.03130864522264319,-19.0,-39.0
above_boll_upper20 AND ma60_up AND rps120_gt_60,and3,3,0.5538461538461539,468,0.5633136094674556,476,0.03822846534778672,-13.0,-41.5
boll_pct_b_gt_1_0 AND ma60_up AND rps120_gt_60,and3,3,0.5538461538461539,468,0.5633136094674556,476,0.03822846534778672,-13.0,-41.5
money_ratio20_gt_1_2 AND near_high_120_5pct AND rsi14_gt_60,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.06700540737405979,-11.0,-44.0
ma60_up AND near_high_120_5pct AND ret10_gt_0_05,and3,3,0.5538461538461539,468,0.5633136094674556,476,0.09687242340396474,-10.0,-45.0
near_high_120_5pct AND ret20_gt_0_05 AND rps120_gt_50,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.11951611842604443,-9.0,-45.0
near_high_120_5pct AND ret10_gt_0 AND rps20_gt_70,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.11966786886738529,-9.0,-45.0
ma20_above_ma60 AND near_high_120_5pct AND ret20_gt_0_05,and3,3,0.5538461538461539,468,0.5609467455621302,474,0.12521687667241632,-9.0,-44.0
above_boll_mid20 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.12819877284476436,-9.0,-45.0
above_ma20 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.12819877284476436,-9.0,-45.0
boll_pct_b_gt_0_5 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.12819877284476436,-9.0,-45.0
ema20_above_ema60 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5538461538461539,468,0.5609467455621302,474,0.13204058818471065,-9.0,-45.0
near_high_120_5pct AND rps20_gt_50 AND rps60_gt_60,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.14757224585594836,-6.0,-47.0
ma20_up AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.14947418472075388,-7.0,-46.0
near_high_120_5pct AND ret20_gt_0 AND rps60_gt_60,and3,3,0.5538461538461539,468,0.5621301775147929,475,0.14947418472075388,-7.0,-46.0
new_high_20 AND ret20_gt_0_05 AND vol_ratio20_gt_2_0,and3,3,0.5526627218934911,467,0.5597633136094674,473,0.019960241384368693,-22.0,-35.0
above_boll_upper20 AND rps20_gt_50 AND vol_ratio20_gt_2_0,and3,3,0.5526627218934911,467,0.5609467455621302,474,0.0208075146818552,-22.0,-38.0
boll_pct_b_gt_1_0 AND rps20_gt_50 AND vol_ratio20_gt_2_0,and3,3,0.5526627218934911,467,0.5609467455621302,474,0.0208075146818552,-22.0,-38.0
ma30_up AND rps20_gt_70 AND vol_ratio20_gt_2_0,and3,3,0.5526627218934911,467,0.5621301775147929,475,0.021098369694425193,-23.0,-36.0
ma30_up AND money_ratio20_gt_2_0 AND near_high_60_5pct,and3,3,0.5526627218934911,467,0.5668639053254438,479,0.03077498950392781,-19.0,-38.0
ema20_above_ema60 AND rps20_gt_80 AND vol_ratio20_gt_1_5,and3,3,0.5526627218934911,467,0.5562130177514792,470,0.031462924838006404,-18.5,-40.0
rsi14_gt_70,single,1,0.5526627218934911,467,0.565680473372781,478,0.05828734451902698,-13.0,-40.0
near_high_120_5pct AND new_high_20 AND rps20_gt_50,and3,3,0.5526627218934911,467,0.5609467455621302,474,0.06229608534444821,-11.0,-43.5
ma20_above_ma60 AND money_ratio20_gt_1_2 AND near_high_120_5pct,and3,3,0.5526627218934911,467,0.5621301775147929,475,0.07221803503411856,-9.0,-44.0
near_high_120_5pct AND ret10_gt_0_05 AND rsi14_gt_60,and3,3,0.5526627218934911,467,0.5597633136094674,473,0.09161427061150369,-10.0,-44.0
near_high_120_5pct AND ret20_gt_0_05 AND rsi14_gt_60,and3,3,0.5526627218934911,467,0.5597633136094674,473,0.11346380499056619,-10.0,-44.0
boll_pct_b_gt_0_7 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5526627218934911,467,0.5609467455621302,474,0.12202000070816872,-9.0,-46.0
ma60_up AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5526627218934911,467,0.5621301775147929,475,0.129941373746162,-9.0,-45.0
near_high_60_5pct AND rps120_gt_70,and2,2,0.5526627218934911,467,0.5621301775147929,475,0.14397828957019215,-6.0,-46.0
above_boll_upper20 AND rps20_gt_80 AND rps60_gt_60,and3,3,0.5514792899408284,466,0.5597633136094674,473,0.0317537798505764,-16.0,-39.0
boll_pct_b_gt_1_0 AND rps20_gt_80 AND rps60_gt_60,and3,3,0.5514792899408284,466,0.5597633136094674,473,0.0317537798505764,-16.0,-39.0
money_ratio20_gt_1_2 AND near_high_120_5pct AND new_high_20,and3,3,0.5514792899408284,466,0.5597633136094674,473,0.045899450157567544,-13.0,-42.0
money_ratio20_gt_1_2 AND near_high_120_5pct AND rps120_gt_50,and3,3,0.5514792899408284,466,0.5621301775147929,475,0.0700555912450112,-9.0,-45.0
near_high_120_5pct AND ret10_gt_0_05 AND rps20_gt_50,and3,3,0.5514792899408284,466,0.5585798816568047,472,0.09230220594558229,-10.0,-44.0
rps20_gt_60 AND rsi14_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5502958579881657,465,0.557396449704142,471,0.022757507853085338,-22.0,-37.0
above_ma30 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5502958579881657,465,0.5585798816568047,472,0.029510402492753916,-17.0,-38.5
above_ema30 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5502958579881657,465,0.557396449704142,471,0.029624215323759567,-18.0,-39.0
ema20_above_ema60 AND ema30_up AND money_ratio20_gt_2_0,and3,3,0.5502958579881657,465,0.557396449704142,471,0.029624215323759567,-18.0,-39.0
money_ratio20_gt_2_0 AND near_high_20_3pct AND near_high_60_5pct,and3,3,0.5502958579881657,465,0.5644970414201184,477,0.03065864749889981,-19.0,-39.0
above_boll_upper20 AND rps120_gt_60 AND rps60_gt_60,and3,3,0.5502958579881657,465,0.5585798816568047,472,0.0356866454553272,-14.0,-41.0
boll_pct_b_gt_1_0 AND rps120_gt_60 AND rps60_gt_60,and3,3,0.5502958579881657,465,0.5585798816568047,472,0.0356866454553272,-14.0,-41.0
money_ratio20_gt_1_0 AND near_high_120_5pct AND ret20_gt_0_05,and3,3,0.5502958579881657,465,0.5562130177514792,470,0.0835689680464154,-11.0,-44.0
ma20_above_ma60 AND near_high_120_5pct AND rsi14_gt_60,and3,3,0.5502958579881657,465,0.5585798816568047,472,0.12261941495146515,-8.0,-44.5
ma20_above_ma60 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5502958579881657,465,0.557396449704142,471,0.15262047720455454,-6.0,-46.0
ret10_gt_0_05 AND rsi14_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5491124260355029,464,0.5609467455621302,474,0.023857698552806623,-20.0,-37.0
ema20_above_ema60 AND money_ratio20_gt_2_0 AND rps20_gt_50,and3,3,0.5491124260355029,464,0.557396449704142,471,0.027014107732696656,-18.0,-38.0
ema20_above_ema60 AND money_ratio20_gt_2_0 AND near_high_20_5pct,and3,3,0.5491124260355029,464,0.5562130177514792,470,0.02793472707683125,-18.0,-38.0
above_ema20 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5491124260355029,464,0.5550295857988166,469,0.029328301963144877,-18.0,-39.0
ema20_above_ema60 AND ema20_up AND money_ratio20_gt_2_0,and3,3,0.5491124260355029,464,0.5550295857988166,469,0.029328301963144877,-18.0,-39.0
ema20_above_ema60 AND money_ratio20_gt_2_0 AND rsi14_gt_50,and3,3,0.5491124260355029,464,0.5550295857988166,469,0.029545810929066784,-18.0,-39.0
near_high_120_5pct AND rps20_gt_50 AND vol_ratio20_gt_1_2,and3,3,0.5491124260355029,464,0.557396449704142,471,0.06201787620198995,-11.0,-44.0
near_high_120_5pct AND rps120_gt_50 AND rps20_gt_70,and3,3,0.5491124260355029,464,0.557396449704142,471,0.12401046066375643,-9.0,-45.0
near_high_120_5pct AND near_high_20_3pct AND rps60_gt_60,and3,3,0.5491124260355029,464,0.557396449704142,471,0.12958981855705565,-8.0,-46.0
above_ema60 AND ret10_gt_0_05 AND vol_ratio20_gt_2_0,and3,3,0.5479289940828402,463,0.5597633136094674,473,0.025739404025433375,-22.0,-40.0
ema60_up AND ret10_gt_0_05 AND vol_ratio20_gt_2_0,and3,3,0.5479289940828402,463,0.5597633136094674,473,0.025739404025433375,-22.0,-40.0
above_boll_mid20 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5479289940828402,463,0.5550295857988166,469,0.02932324361510018,-18.0,-39.0
above_ma20 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5479289940828402,463,0.5550295857988166,469,0.02932324361510018,-18.0,-39.0
boll_pct_b_gt_0_5 AND ema20_above_ema60 AND money_ratio20_gt_2_0,and3,3,0.5479289940828402,463,0.5550295857988166,469,0.02932324361510018,-18.0,-39.0
ma20_above_ma60 AND near_high_120_5pct AND vol_ratio20_gt_1_2,and3,3,0.5479289940828402,463,0.557396449704142,471,0.0631054210315995,-10.0,-42.0
near_high_120_5pct AND ret20_gt_0_05 AND vol_ratio20_gt_1_0,and3,3,0.5479289940828402,463,0.5550295857988166,469,0.07552113630730475,-11.0,-44.0
rsi14_gt_65 AND ret120_gt_0_10,and2,2,0.5479289940828402,463,0.5538461538461539,468,0.07934271825507226,-8.5,-42.0
money_ratio20_gt_1_0 AND near_high_120_5pct AND rps60_gt_60,and3,3,0.5479289940828402,463,0.5562130177514792,470,0.09223644742100125,-9.0,-46.0
near_high_120_5pct AND ret20_gt_0_05 AND rps20_gt_70,and3,3,0.5479289940828402,463,0.5562130177514792,470,0.10993813640341338,-10.0,-44.0
near_high_120_5pct AND rps20_gt_60 AND rps60_gt_60,and3,3,0.5479289940828402,463,0.5550295857988166,469,0.13751119159504888,-8.0,-46.0
near_high_120_5pct AND rps120_gt_50 AND rps60_gt_60,and3,3,0.5479289940828402,463,0.5562130177514792,470,0.1516138659436601,-6.0,-47.0
above_ema60 AND ret20_gt_0_05 AND vol_ratio20_gt_2_0,and3,3,0.5467455621301776,462,0.5538461538461539,468,0.025612945324315985,-22.0,-38.0
above_ema60 AND money_ratio20_gt_2_0 AND rps60_gt_60,and3,3,0.5467455621301776,462,0.5585798816568047,472,0.027016636906719002,-19.0,-39.0
ema60_up AND money_ratio20_gt_2_0 AND rps60_gt_60,and3,3,0.5467455621301776,462,0.5585798816568047,472,0.027016636906719002,-19.0,-39.0
rps120_gt_60 AND rps20_gt_80 AND vol_ratio20_gt_1_5,and3,3,0.5467455621301776,462,0.5526627218934911,467,0.027891731118451335,-19.0,-39.0
above_ma60 AND rsi14_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.028038423211747508,-20.0,-40.0
above_ema30 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5467455621301776,462,0.5597633136094674,473,0.028243286307557677,-20.0,-38.0
ema30_up AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5467455621301776,462,0.5597633136094674,473,0.028243286307557677,-20.0,-38.0
ret10_gt_0_10 AND ret120_gt_0_10,and2,2,0.5467455621301776,462,0.5550295857988166,469,0.06486572615115356,-11.0,-45.0
money_ratio20_gt_1_2 AND near_high_120_5pct AND rps20_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.06577622879919875,-11.0,-44.0
money_ratio20_gt_1_0 AND near_high_120_5pct AND ret10_gt_0_05,and3,3,0.5467455621301776,462,0.5538461538461539,468,0.07095091884892232,-11.0,-45.0
boll_pct_b_gt_0_7 AND near_high_120_5pct AND rps20_gt_70,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.10983949861654181,-9.0,-44.0
above_boll_mid20 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14180572908499542,-6.0,-47.0
above_ma20 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14180572908499542,-6.0,-47.0
boll_pct_b_gt_0_5 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14180572908499542,-6.0,-47.0
above_ema20 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14540727289281866,-6.0,-47.0
ema20_up AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14540727289281866,-6.0,-47.0
ma30_up AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14610026657494196,-6.0,-46.0
above_ma30 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.1471018194877917,-6.0,-47.0
near_high_120_5pct AND rps120_gt_60 AND rsi14_gt_50,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.1485282736363958,-6.0,-47.0
above_ema30 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14928196749505546,-6.0,-47.0
ema30_up AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.14928196749505546,-6.0,-47.0
above_ma60 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15219051762075542,-6.0,-47.0
above_ema60 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15273681920958254,-6.0,-47.0
ema60_up AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15273681920958254,-6.0,-47.0
near_high_120_5pct AND near_high_20_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15459576211600815,-6.0,-47.0
near_high_120_5pct AND near_high_60_5pct AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15459576211600815,-6.0,-47.0
near_high_120_5pct AND rps120_gt_50 AND rps120_gt_60,and3,3,0.5467455621301776,462,0.5550295857988166,469,0.15459576211600815,-6.0,-47.0
rps120_gt_80,single,1,0.5467455621301776,462,0.557396449704142,471,0.21441072774453318,0.0,-59.0
ema60_up AND ret20_gt_0_05 AND vol_ratio20_gt_2_0,and3,3,0.5455621301775148,461,0.5526627218934911,467,0.025612945324315985,-22.0,-38.0
above_ema20 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5455621301775148,461,0.557396449704142,471,0.028051069081859246,-20.0,-38.0
ema20_up AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5455621301775148,461,0.557396449704142,471,0.028051069081859246,-20.0,-38.0
ma60_up AND rsi14_gt_50 AND vol_ratio20_gt_2_0,and3,3,0.5455621301775148,461,0.557396449704142,471,0.028190173653088374,-20.0,-38.0
ema20_above_ema60 AND money_ratio20_gt_2_0 AND ret10_gt_0,and3,3,0.5455621301775148,461,0.5526627218934911,467,0.029110792997222967,-18.0,-38.0
near_high_120_5pct AND rsi14_gt_60 AND vol_ratio20_gt_1_2,and3,3,0.5455621301775148,461,0.5538461538461539,468,0.05793073098187594,-11.0,-42.0
near_high_120_5pct AND rps120_gt_50 AND vol_ratio20_gt_1_2,and3,3,0.5455621301775148,461,0.5562130177514792,470,0.061001148245006145,-10.0,-45.0
near_high_120_5pct AND rps60_gt_60 AND vol_ratio20_gt_1_0,and3,3,0.5455621301775148,461,0.5550295857988166,469,0.08428219512071748,-9.0,-46.0
near_high_120_5pct AND ret10_gt_0_05 AND ret20_gt_0_05,and3,3,0.5455621301775148,461,0.5526627218934911,467,0.08746389604083099,-10.0,-43.0
near_high_120_5pct AND ret10_gt_0_05 AND rps20_gt_60,and3,3,0.5455621301775148,461,0.5514792899408284,466,0.08809871872044028,-10.0,-44.0
rps120_gt_70 AND ret20_gt_0_10,and2,2,0.5455621301775148,461,0.5502958579881657,465,0.09870860374418922,-8.0,-46.0
near_high_120_5pct AND ret10_gt_0 AND rps120_gt_60,and3,3,0.5455621301775148,461,0.5538461538461539,468,0.13216704688582803,-6.5,-46.5
money_ratio20_gt_1_5 AND rps60_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.0232582843095102,-22.0,-39.0
money_ratio20_gt_1_2 AND rps60_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.023270930179621938,-22.0,-39.0
rps60_gt_60 AND vol_ratio20_gt_2_0,and2,2,0.5443786982248521,460,0.5550295857988166,469,0.023275988527666634,-22.0,-39.0
money_ratio20_gt_1_0 AND rps60_gt_60 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.023275988527666634,-22.0,-39.0
rps60_gt_60 AND vol_ratio20_gt_1_0 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.023275988527666634,-22.0,-39.0
rps60_gt_60 AND vol_ratio20_gt_1_2 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.023275988527666634,-22.0,-39.0
rps60_gt_60 AND vol_ratio20_gt_1_5 AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5550295857988166,469,0.023275988527666634,-22.0,-39.0
money_ratio20_gt_2_0 AND rps20_gt_50 AND rps60_gt_60,and3,3,0.5443786982248521,460,0.5562130177514792,470,0.026118780128785542,-20.0,-39.0
above_ma30 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5443786982248521,460,0.5585798816568047,472,0.027884143596384293,-20.0,-38.0
near_high_60_3pct AND ret10_gt_0_10,and2,2,0.5443786982248521,460,0.5538461538461539,468,0.05712898281679169,-12.0,-41.0
near_high_120_5pct AND near_high_20_3pct AND rps20_gt_70,and3,3,0.5443786982248521,460,0.5526627218934911,467,0.11122295680676604,-9.0,-44.0
ma20_up AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5443786982248521,460,0.5526627218934911,467,0.1421016424456101,-6.0,-46.0
near_high_120_5pct AND ret20_gt_0 AND rps120_gt_60,and3,3,0.5443786982248521,460,0.5526627218934911,467,0.1421016424456101,-6.0,-46.0
ema20_above_ema60 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5443786982248521,460,0.5526627218934911,467,0.15223604275315766,-6.0,-47.0
above_boll_mid20 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5431952662721894,459,0.5562130177514792,470,0.028018189819568724,-20.0,-38.0
above_ma20 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5431952662721894,459,0.5562130177514792,470,0.028018189819568724,-20.0,-38.0
boll_pct_b_gt_0_5 AND ma60_up AND vol_ratio20_gt_2_0,and3,3,0.5431952662721894,459,0.5562130177514792,470,0.028018189819568724,-20.0,-38.0
near_high_120_5pct AND new_high_20 AND rps20_gt_60,and3,3,0.5431952662721894,459,0.5502958579881657,465,0.058621195489976886,-11.0,-43.0
near_high_120_5pct AND new_high_20 AND rps120_gt_50,and3,3,0.5431952662721894,459,0.5526627218934911,467,0.059820023976569735,-11.0,-44.0
near_high_120_5pct AND ret10_gt_0_05 AND vol_ratio20_gt_1_0,and3,3,0.5431952662721894,459,0.5502958579881657,465,0.06406144881204696,-11.0,-44.0
boll_pct_b_gt_0_7 AND near_high_120_5pct AND rps120_gt_60,and3,3,0.5431952662721894,459,0.5514792899408284,466,0.11640523437855665,-9.0,-46.0
near_high_120_5pct AND rps120_gt_60 AND rps20_gt_50,and3,3,0.5431952662721894,459,0.5514792899408284,466,0.13780963412968592,-7.0,-46.0
above_boll_upper20 AND rps120_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.5420118343195266,458,0.5514792899408284,466,0.022373073401688478,-19.0,-38.5
boll_pct_b_gt_1_0 AND rps120_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.5420118343195266,458,0.5514792899408284,466,0.022373073401688478,-19.0,-38.5
rsi14_gt_65 AND money_ratio20_gt_2_0,and2,2,0.5420118343195266,458,0.5514792899408284,466,0.0262224762637018,-19.0,-37.0
ma60_up AND money_ratio20_gt_2_0 AND near_high_60_5pct,and3,3,0.5420118343195266,458,0.5585798816568047,472,0.029371297921524788,-18.5,-36.5
near_high_60_5pct AND rps120_gt_60 AND vol_ratio20_gt_1_5,and3,3,0.5420118343195266,458,0.5502958579881657,465,0.034075561603091664,-16.0,-40.0
near_high_120_5pct AND new_high_20 AND vol_ratio20_gt_1_2,and3,3,0.5420118343195266,458,0.5502958579881657,465,0.04072223093382163,-14.0,-41.0
ma60_up AND money_ratio20_gt_2_0 AND new_high_20,and3,3,0.5408284023668639,457,0.5562130177514792,470,0.024310420702806878,-20.0,-37.5
money_ratio20_gt_2_0 AND near_high_20_5pct AND rps60_gt_60,and3,3,0.5408284023668639,457,0.5526627218934911,467,0.025448549012863378,-20.0,-38.0
money_ratio20_gt_2_0 AND near_high_60_5pct AND rps20_gt_50,and3,3,0.5408284023668639,457,0.5550295857988166,469,0.028268578047781157,-19.0,-38.0
