frontier_arm_id,split,window_id,timing_population,matched_event_n,captured_episode_n,event_minus_low_trading_days_p10,event_minus_low_trading_days_p25,event_minus_low_trading_days_median,event_minus_low_trading_days_p75,event_minus_low_trading_days_p90,first_event_minus_low_trading_days_p10,first_event_minus_low_trading_days_p25,first_event_minus_low_trading_days_median,first_event_minus_low_trading_days_p75,first_event_minus_low_trading_days_p90,event_minus_low_calendar_days_median,timing_denominator_status
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,low_to_high,captured_episode_first_event,78,78,16.0,19.0,27.5,65.0,105.6,16.0,19.0,27.5,65.0,105.6,38.0,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,low_to_first_50pct,all_matched_events,94,78,17.0,19.25,34.5,72.75,106.4,,,,,,52.5,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,low_to_first_50pct,captured_episode_first_event,78,78,16.0,19.0,27.5,65.0,105.6,16.0,19.0,27.5,65.0,105.6,38.0,ok
12A2_B1_B3_collision_current_priority,all,pre120_calendar_to_high,all_matched_events,58,54,-54.6,-42.75,4.0,20.0,42.20000000000006,,,,,,5.5,ok
12A2_B1_B3_collision_current_priority,all,pre120_calendar_to_high,captured_episode_first_event,54,54,-55.4,-45.25,3.0,19.75,38.0,-55.4,-45.25,3.0,19.75,38.0,4.0,ok
12A2_B1_B3_collision_current_priority,all,low_to_high,all_matched_events,31,30,5.0,13.5,20.0,37.0,60.0,,,,,,30.0,ok
12A2_B1_B3_collision_current_priority,all,low_to_high,captured_episode_first_event,30,30,4.9,13.25,20.0,34.75,58.2,4.9,13.25,20.0,34.75,58.2,29.5,ok
12A2_B1_B3_collision_current_priority,all,low_to_first_50pct,all_matched_events,31,30,5.0,13.5,20.0,37.0,60.0,,,,,,30.0,ok
12A2_B1_B3_collision_current_priority,all,low_to_first_50pct,captured_episode_first_event,30,30,4.9,13.25,20.0,34.75,58.2,4.9,13.25,20.0,34.75,58.2,29.5,ok
12A2_B1_B3_collision_current_priority,train,pre120_calendar_to_high,all_matched_events,34,30,-53.7,-31.25,12.0,20.0,33.79999999999999,,,,,,19.0,ok
12A2_B1_B3_collision_current_priority,train,pre120_calendar_to_high,captured_episode_first_event,30,30,-54.2,-31.25,10.5,19.75,25.40000000000002,-54.2,-31.25,10.5,19.75,25.40000000000002,16.5,ok
12A2_B1_B3_collision_current_priority,train,low_to_high,all_matched_events,22,21,5.5,13.25,19.5,23.5,72.20000000000007,,,,,,28.0,ok
12A2_B1_B3_collision_current_priority,train,low_to_high,captured_episode_first_event,21,21,5.0,13.0,19.0,22.0,38.0,5.0,13.0,19.0,22.0,38.0,28.0,ok
12A2_B1_B3_collision_current_priority,train,low_to_first_50pct,all_matched_events,22,21,5.5,13.25,19.5,23.5,72.20000000000007,,,,,,28.0,ok
12A2_B1_B3_collision_current_priority,train,low_to_first_50pct,captured_episode_first_event,21,21,5.0,13.0,19.0,22.0,38.0,5.0,13.0,19.0,22.0,38.0,28.0,ok
12A2_B1_B3_collision_current_priority,validation,pre120_calendar_to_high,all_matched_events,3,3,2.4,3.0,4.0,10.5,14.4,,,,,,4.0,ok
12A2_B1_B3_collision_current_priority,validation,pre120_calendar_to_high,captured_episode_first_event,3,3,2.4,3.0,4.0,10.5,14.4,2.4,3.0,4.0,10.5,14.4,4.0,ok
12A2_B1_B3_collision_current_priority,validation,low_to_high,all_matched_events,3,3,2.4,3.0,4.0,10.5,14.4,,,,,,4.0,ok
12A2_B1_B3_collision_current_priority,validation,low_to_high,captured_episode_first_event,3,3,2.4,3.0,4.0,10.5,14.4,2.4,3.0,4.0,10.5,14.4,4.0,ok
12A2_B1_B3_collision_current_priority,validation,low_to_first_50pct,all_matched_events,3,3,2.4,3.0,4.0,10.5,14.4,,,,,,4.0,ok
12A2_B1_B3_collision_current_priority,validation,low_to_first_50pct,captured_episode_first_event,3,3,2.4,3.0,4.0,10.5,14.4,2.4,3.0,4.0,10.5,14.4,4.0,ok
12A2_B1_B3_collision_current_priority,robustness,pre120_calendar_to_high,all_matched_events,21,21,-56.0,-48.0,-33.0,31.0,52.0,,,,,,-48.0,ok
12A2_B1_B3_collision_current_priority,robustness,pre120_calendar_to_high,captured_episode_first_event,21,21,-56.0,-48.0,-33.0,31.0,52.0,-56.0,-48.0,-33.0,31.0,52.0,-48.0,ok
12A2_B1_B3_collision_current_priority,robustness,low_to_high,all_matched_events,6,6,33.5,36.5,45.0,56.5,59.0,,,,,,65.5,ok
12A2_B1_B3_collision_current_priority,robustness,low_to_high,captured_episode_first_event,6,6,33.5,36.5,45.0,56.5,59.0,33.5,36.5,45.0,56.5,59.0,65.5,ok
12A2_B1_B3_collision_current_priority,robustness,low_to_first_50pct,all_matched_events,6,6,33.5,36.5,45.0,56.5,59.0,,,,,,65.5,ok
12A2_B1_B3_collision_current_priority,robustness,low_to_first_50pct,captured_episode_first_event,6,6,33.5,36.5,45.0,56.5,59.0,33.5,36.5,45.0,56.5,59.0,65.5,ok
12A2_B3_before_B1_priority_sensitivity,all,pre120_calendar_to_high,all_matched_events,2320,428,-60.0,-35.0,13.0,52.5,87.0,,,,,,18.0,ok
12A2_B3_before_B1_priority_sensitivity,all,pre120_calendar_to_high,captured_episode_first_event,427,428,-78.0,-72.0,-59.0,-41.0,-22.69999999999999,-78.0,-72.0,-59.0,-41.0,-22.69999999999999,-88.0,ok
12A2_B3_before_B1_priority_sensitivity,all,low_to_high,all_matched_events,1457,422,7.0,17.0,41.0,73.0,98.0,,,,,,63.0,ok
12A2_B3_before_B1_priority_sensitivity,all,low_to_high,captured_episode_first_event,422,422,3.0,6.0,9.0,17.0,24.0,3.0,6.0,9.0,17.0,24.0,15.0,ok
12A2_B3_before_B1_priority_sensitivity,all,low_to_first_50pct,all_matched_events,1457,422,7.0,17.0,41.0,73.0,98.0,,,,,,63.0,ok
12A2_B3_before_B1_priority_sensitivity,all,low_to_first_50pct,captured_episode_first_event,422,422,3.0,6.0,9.0,17.0,24.0,3.0,6.0,9.0,17.0,24.0,15.0,ok
12A2_B3_before_B1_priority_sensitivity,train,pre120_calendar_to_high,all_matched_events,1230,225,-60.0,-33.0,16.0,52.0,81.0,,,,,,24.0,ok
12A2_B3_before_B1_priority_sensitivity,train,pre120_calendar_to_high,captured_episode_first_event,224,225,-78.0,-72.0,-60.0,-36.0,-18.0,-78.0,-72.0,-60.0,-36.0,-18.0,-89.0,ok
12A2_B3_before_B1_priority_sensitivity,train,low_to_high,all_matched_events,809,224,7.800000000000011,19.0,40.0,69.0,93.0,,,,,,62.0,ok
12A2_B3_before_B1_priority_sensitivity,train,low_to_high,captured_episode_first_event,224,224,3.0,6.0,11.0,17.0,24.0,3.0,6.0,11.0,17.0,24.0,16.0,ok
12A2_B3_before_B1_priority_sensitivity,train,low_to_first_50pct,all_matched_events,809,224,7.800000000000011,19.0,40.0,69.0,93.0,,,,,,62.0,ok
12A2_B3_before_B1_priority_sensitivity,train,low_to_first_50pct,captured_episode_first_event,224,224,3.0,6.0,11.0,17.0,24.0,3.0,6.0,11.0,17.0,24.0,16.0,ok
12A2_B3_before_B1_priority_sensitivity,validation,pre120_calendar_to_high,all_matched_events,126,22,-53.0,-31.0,16.0,53.0,74.5,,,,,,27.5,ok
12A2_B3_before_B1_priority_sensitivity,validation,pre120_calendar_to_high,captured_episode_first_event,22,22,-77.9,-74.25,-52.5,-34.5,1.8000000000000043,-77.9,-74.25,-52.5,-34.5,1.8000000000000043,-75.0,ok
12A2_B3_before_B1_priority_sensitivity,validation,low_to_high,all_matched_events,86,22,4.0,14.25,40.0,64.0,79.5,,,,,,60.0,ok
12A2_B3_before_B1_priority_sensitivity,validation,low_to_high,captured_episode_first_event,22,22,2.0,2.0,5.5,11.25,16.800000000000004,2.0,2.0,5.5,11.25,16.800000000000004,7.5,ok
12A2_B3_before_B1_priority_sensitivity,validation,low_to_first_50pct,all_matched_events,86,22,4.0,14.25,40.0,64.0,79.5,,,,,,60.0,ok
12A2_B3_before_B1_priority_sensitivity,validation,low_to_first_50pct,captured_episode_first_event,22,22,2.0,2.0,5.5,11.25,16.800000000000004,2.0,2.0,5.5,11.25,16.800000000000004,7.5,ok
12A2_B3_before_B1_priority_sensitivity,robustness,pre120_calendar_to_high,all_matched_events,919,181,-60.0,-39.0,6.0,49.0,91.0,,,,,,10.0,ok
12A2_B3_before_B1_priority_sensitivity,robustness,pre120_calendar_to_high,captured_episode_first_event,181,181,-77.0,-72.0,-56.0,-43.0,-31.0,-77.0,-72.0,-56.0,-43.0,-31.0,-86.0,ok
12A2_B3_before_B1_priority_sensitivity,robustness,low_to_high,all_matched_events,524,175,6.0,16.0,39.5,76.0,104.0,,,,,,58.0,ok
12A2_B3_before_B1_priority_sensitivity,robustness,low_to_high,captured_episode_first_event,175,175,3.400000000000002,6.0,9.0,16.0,27.599999999999994,3.400000000000002,6.0,9.0,16.0,27.599999999999994,13.0,ok
12A2_B3_before_B1_priority_sensitivity,robustness,low_to_first_50pct,all_matched_events,524,175,6.0,16.0,39.5,76.0,104.0,,,,,,58.0,ok
12A2_B3_before_B1_priority_sensitivity,robustness,low_to_first_50pct,captured_episode_first_event,175,175,3.400000000000002,6.0,9.0,16.0,27.599999999999994,3.400000000000002,6.0,9.0,16.0,27.599999999999994,13.0,ok
12A2_B5_downpriority_sensitivity,all,pre120_calendar_to_high,all_matched_events,2320,428,-60.0,-35.0,13.0,52.5,87.0,,,,,,18.0,ok
12A2_B5_downpriority_sensitivity,all,pre120_calendar_to_high,captured_episode_first_event,427,428,-78.0,-72.0,-59.0,-41.0,-22.69999999999999,-78.0,-72.0,-59.0,-41.0,-22.69999999999999,-88.0,ok
12A2_B5_downpriority_sensitivity,all,low_to_high,all_matched_events,1457,422,7.0,17.0,41.0,73.0,98.0,,,,,,63.0,ok
12A2_B5_downpriority_sensitivity,all,low_to_high,captured_episode_first_event,422,422,3.0,6.0,9.0,17.0,24.0,3.0,6.0,9.0,17.0,24.0,15.0,ok
12A2_B5_downpriority_sensitivity,all,low_to_first_50pct,all_matched_events,1457,422,7.0,17.0,41.0,73.0,98.0,,,,,,63.0,ok
12A2_B5_downpriority_sensitivity,all,low_to_first_50pct,captured_episode_first_event,422,422,3.0,6.0,9.0,17.0,24.0,3.0,6.0,9.0,17.0,24.0,15.0,ok
12A2_B5_downpriority_sensitivity,train,pre120_calendar_to_high,all_matched_events,1230,225,-60.0,-33.0,16.0,52.0,81.0,,,,,,24.0,ok
12A2_B5_downpriority_sensitivity,train,pre120_calendar_to_high,captured_episode_first_event,224,225,-78.0,-72.0,-60.0,-36.0,-18.0,-78.0,-72.0,-60.0,-36.0,-18.0,-89.0,ok
12A2_B5_downpriority_sensitivity,train,low_to_high,all_matched_events,809,224,7.800000000000011,19.0,40.0,69.0,93.0,,,,,,62.0,ok
12A2_B5_downpriority_sensitivity,train,low_to_high,captured_episode_first_event,224,224,3.0,6.0,11.0,17.0,24.0,3.0,6.0,11.0,17.0,24.0,16.0,ok
12A2_B5_downpriority_sensitivity,train,low_to_first_50pct,all_matched_events,809,224,7.800000000000011,19.0,40.0,69.0,93.0,,,,,,62.0,ok
12A2_B5_downpriority_sensitivity,train,low_to_first_50pct,captured_episode_first_event,224,224,3.0,6.0,11.0,17.0,24.0,3.0,6.0,11.0,17.0,24.0,16.0,ok
12A2_B5_downpriority_sensitivity,validation,pre120_calendar_to_high,all_matched_events,126,22,-53.0,-31.0,16.0,53.0,74.5,,,,,,27.5,ok
12A2_B5_downpriority_sensitivity,validation,pre120_calendar_to_high,captured_episode_first_event,22,22,-77.9,-74.25,-52.5,-34.5,1.8000000000000043,-77.9,-74.25,-52.5,-34.5,1.8000000000000043,-75.0,ok
12A2_B5_downpriority_sensitivity,validation,low_to_high,all_matched_events,86,22,4.0,14.25,40.0,64.0,79.5,,,,,,60.0,ok
12A2_B5_downpriority_sensitivity,validation,low_to_high,captured_episode_first_event,22,22,2.0,2.0,5.5,11.25,16.800000000000004,2.0,2.0,5.5,11.25,16.800000000000004,7.5,ok
12A2_B5_downpriority_sensitivity,validation,low_to_first_50pct,all_matched_events,86,22,4.0,14.25,40.0,64.0,79.5,,,,,,60.0,ok
12A2_B5_downpriority_sensitivity,validation,low_to_first_50pct,captured_episode_first_event,22,22,2.0,2.0,5.5,11.25,16.800000000000004,2.0,2.0,5.5,11.25,16.800000000000004,7.5,ok
12A2_B5_downpriority_sensitivity,robustness,pre120_calendar_to_high,all_matched_events,919,181,-60.0,-39.0,6.0,49.0,91.0,,,,,,10.0,ok
12A2_B5_downpriority_sensitivity,robustness,pre120_calendar_to_high,captured_episode_first_event,181,181,-77.0,-72.0,-56.0,-43.0,-31.0,-77.0,-72.0,-56.0,-43.0,-31.0,-86.0,ok
12A2_B5_downpriority_sensitivity,robustness,low_to_high,all_matched_events,524,175,6.0,16.0,39.5,76.0,104.0,,,,,,58.0,ok
12A2_B5_downpriority_sensitivity,robustness,low_to_high,captured_episode_first_event,175,175,3.400000000000002,6.0,9.0,16.0,27.599999999999994,3.400000000000002,6.0,9.0,16.0,27.599999999999994,13.0,ok
12A2_B5_downpriority_sensitivity,robustness,low_to_first_50pct,all_matched_events,524,175,6.0,16.0,39.5,76.0,104.0,,,,,,58.0,ok
12A2_B5_downpriority_sensitivity,robustness,low_to_first_50pct,captured_episode_first_event,175,175,3.400000000000002,6.0,9.0,16.0,27.599999999999994,3.400000000000002,6.0,9.0,16.0,27.599999999999994,13.0,ok
