instrument,anchor_row_n,path_winner_anchor_n,qfq_row_n,missing_qfq_file_flag,max_episode_threshold_pos,hit_pos_out_of_bounds_n,price_path_status,blocking_reason
SZ300189,3,2,2238,False,2162.0,0,pass,
SZ300191,399,362,2281,False,2222.0,0,pass,
SZ300194,336,12,2281,False,793.0,0,pass,
SZ300195,27,0,2278,False,,0,pass,
SZ300196,24,0,2281,False,,0,pass,
SZ300197,33,0,2084,False,,0,pass,
SZ300198,72,7,2064,False,672.0,0,pass,
SZ300199,309,272,2281,False,2096.0,0,pass,
SZ300203,663,370,2281,False,1408.0,0,pass,
SZ300204,108,6,2281,False,2095.0,0,pass,
SZ300205,150,52,2279,False,1267.0,0,pass,
SZ300206,591,54,2281,False,855.0,0,pass,
SZ300207,1140,438,2268,False,2128.0,0,pass,
SZ300209,18,12,2116,False,2110.0,0,pass,
SZ300212,960,194,2204,False,1807.0,0,pass,
SZ300215,108,41,2281,False,1150.0,0,pass,
SZ300219,153,89,2266,False,1174.0,0,pass,
SZ300220,36,0,2279,False,,0,pass,
SZ300222,213,54,2234,False,2230.0,0,pass,
SZ300223,1749,1129,2200,False,2197.0,0,pass,
SZ300225,168,5,2143,False,907.0,0,pass,
SZ300226,933,17,2281,False,1523.0,0,pass,
SZ300229,180,4,2203,False,2115.0,0,pass,
SZ300230,63,3,2281,False,764.0,0,pass,
SZ300232,102,0,2281,False,,0,pass,
SZ300233,438,84,2276,False,1267.0,0,pass,
SZ300236,1026,743,2281,False,2276.0,0,pass,
SZ300237,183,0,2245,False,,0,pass,
SZ300238,159,42,2173,False,757.0,0,pass,
SZ300242,12,0,2266,False,,0,pass,
SZ300244,1644,409,2278,False,986.0,0,pass,
SZ300245,21,14,2275,False,1972.0,0,pass,
SZ300247,18,0,2261,False,,0,pass,
SZ300248,3,2,2281,False,899.0,0,pass,
SZ300251,2529,2224,2281,False,2213.0,0,pass,
SZ300252,75,25,2219,False,2129.0,0,pass,
SZ300253,291,88,2266,False,2178.0,0,pass,
SZ300255,435,249,2280,False,2142.0,0,pass,
SZ300256,96,18,2262,False,878.0,0,pass,
SZ300257,885,776,2281,False,2268.0,0,pass,
SZ300259,81,36,2281,False,2275.0,0,pass,
SZ300260,144,52,2207,False,2055.0,0,pass,
SZ300261,132,111,2261,False,1208.0,0,pass,
SZ300266,126,2,2096,False,718.0,0,pass,
SZ300267,873,71,2147,False,764.0,0,pass,
SZ300271,309,0,2207,False,,0,pass,
SZ300274,819,654,2281,False,2146.0,0,pass,
SZ300276,225,214,2216,False,1908.0,0,pass,
SZ300284,399,204,2276,False,1887.0,0,pass,
SZ300285,1935,835,2217,False,2216.0,0,pass,
SZ300287,426,173,2281,False,1972.0,0,pass,
SZ300288,192,42,2281,False,1562.0,0,pass,
SZ300292,477,96,2222,False,736.0,0,pass,
SZ300293,6,0,2281,False,,0,pass,
SZ300294,1776,313,2253,False,1088.0,0,pass,
SZ300296,753,83,2281,False,2229.0,0,pass,
SZ300298,681,8,2231,False,1362.0,0,pass,
SZ300299,69,45,2253,False,837.0,0,pass,
SZ300300,405,141,2266,False,2153.0,0,pass,
SZ300307,63,21,2256,False,1963.0,0,pass,
SZ300308,912,900,2276,False,2274.0,0,pass,
SZ300310,246,78,2269,False,1903.0,0,pass,
SZ300311,300,42,2280,False,1105.0,0,pass,
SZ300313,3,0,2178,False,,0,pass,
SZ300315,1200,390,2182,False,1475.0,0,pass,
SZ300316,1950,855,2281,False,2208.0,0,pass,
SZ300317,144,50,2185,False,820.0,0,pass,
SZ300318,183,8,2281,False,1117.0,0,pass,
SZ300320,3,2,2200,False,1133.0,0,pass,
SZ300322,504,259,2169,False,2168.0,0,pass,
SZ300323,384,152,2263,False,2256.0,0,pass,
SZ300324,339,19,2152,False,1976.0,0,pass,
SZ300326,966,313,2267,False,847.0,0,pass,
SZ300327,285,0,2280,False,,0,pass,
SZ300328,444,282,2271,False,2099.0,0,pass,
SZ300331,111,59,2281,False,2273.0,0,pass,
SZ300334,27,0,2244,False,,0,pass,
SZ300339,2073,1520,2261,False,2080.0,0,pass,
SZ300341,72,55,2260,False,1876.0,0,pass,
SZ300342,201,201,2281,False,2254.0,0,pass,
SZ300343,180,0,2161,False,,0,pass,
SZ300346,633,324,2273,False,2187.0,0,pass,
SZ300347,1488,42,2276,False,2075.0,0,pass,
SZ300352,930,171,2280,False,762.0,0,pass,
SZ300353,273,160,2256,False,2100.0,0,pass,
SZ300355,264,103,2281,False,1904.0,0,pass,
SZ300357,1779,551,2281,False,990.0,0,pass,
SZ300359,33,6,2252,False,868.0,0,pass,
SZ300363,201,0,2255,False,,0,pass,
SZ300364,300,83,2135,False,2067.0,0,pass,
SZ300365,465,8,2281,False,532.0,0,pass,
SZ300366,150,65,2280,False,1649.0,0,pass,
SZ300368,81,49,2253,False,866.0,0,pass,
SZ300369,567,112,2266,False,1100.0,0,pass,
SZ300370,15,0,2277,False,,0,pass,
SZ300373,2112,1670,2271,False,2269.0,0,pass,
SZ300374,42,14,2269,False,1896.0,0,pass,
SZ300376,1173,485,2176,False,1019.0,0,pass,
SZ300377,114,0,2281,False,,0,pass,
SZ300383,2301,699,2178,False,2147.0,0,pass,
SZ300384,51,13,2189,False,1037.0,0,pass,
SZ300386,753,292,2281,False,891.0,0,pass,
SZ300390,723,690,2273,False,2255.0,0,pass,
SZ300393,444,73,2276,False,1254.0,0,pass,
SZ300394,726,726,2269,False,2268.0,0,pass,
SZ300395,1044,945,2281,False,2276.0,0,pass,
SZ300397,663,163,2271,False,888.0,0,pass,
SZ300408,2433,2432,2271,False,2269.0,0,pass,
SZ300411,54,21,2197,False,1812.0,0,pass,
SZ300413,2583,621,2114,False,1956.0,0,pass,
SZ300418,1041,568,2276,False,2187.0,0,pass,
SZ300423,3,0,2156,False,,0,pass,
SZ300432,726,477,2281,False,2262.0,0,pass,
SZ300433,789,382,2281,False,2191.0,0,pass,
SZ300436,33,33,2271,False,2072.0,0,pass,
SZ300438,357,42,2274,False,2266.0,0,pass,
SZ300441,57,1,2206,False,775.0,0,pass,
SZ300442,951,752,2265,False,2254.0,0,pass,
SZ300443,282,84,2276,False,1171.0,0,pass,
SZ300444,9,5,2174,False,2116.0,0,pass,
SZ300448,162,2,2278,False,743.0,0,pass,
SZ300450,1128,719,2254,False,2095.0,0,pass,
SZ300451,459,17,2268,False,1513.0,0,pass,
SZ300454,720,453,1950,False,1872.0,0,pass,
SZ300455,519,492,2148,False,2058.0,0,pass,
SZ300456,579,517,2276,False,2169.0,0,pass,
SZ300457,396,38,2265,False,2108.0,0,pass,
SZ300458,606,67,2281,False,2104.0,0,pass,
SZ300459,1599,1050,2207,False,1855.0,0,pass,
SZ300463,600,0,2280,False,,0,pass,
SZ300465,111,82,2255,False,2079.0,0,pass,
SZ300466,60,0,2150,False,,0,pass,
SZ300467,159,47,2165,False,2151.0,0,pass,
SZ300468,72,6,2280,False,2048.0,0,pass,
SZ300470,258,61,2281,False,1002.0,0,pass,
SZ300474,960,124,2274,False,1929.0,0,pass,
SZ300475,192,192,2252,False,2109.0,0,pass,
SZ300476,1107,980,2276,False,2273.0,0,pass,
SZ300477,123,28,2249,False,1088.0,0,pass,
SZ300485,312,91,2281,False,840.0,0,pass,
SZ300487,831,186,2272,False,2220.0,0,pass,
SZ300492,69,6,2084,False,1994.0,0,pass,
SZ300493,33,33,2277,False,1926.0,0,pass,
SZ300496,1056,123,2278,False,2189.0,0,pass,
SZ300497,240,46,2281,False,1229.0,0,pass,
SZ300498,750,0,2281,False,,0,pass,
SZ300502,720,677,2281,False,2279.0,0,pass,
SZ300506,102,0,2256,False,,0,pass,
SZ300510,270,27,2069,False,910.0,0,pass,
SZ300513,9,0,2227,False,,0,pass,
SZ300516,57,57,2281,False,2186.0,0,pass,
SZ300523,651,43,2196,False,656.0,0,pass,
SZ300528,30,23,2281,False,2115.0,0,pass,
SZ300529,930,53,2281,False,1882.0,0,pass,
SZ300548,213,210,2277,False,2253.0,0,pass,
SZ300552,96,0,2281,False,,0,pass,
SZ300558,1692,190,2281,False,2105.0,0,pass,
SZ300559,639,53,2281,False,855.0,0,pass,
SZ300567,93,93,2281,False,2273.0,0,pass,
SZ300568,81,25,2281,False,2156.0,0,pass,
SZ300570,786,605,2281,False,2267.0,0,pass,
SZ300571,267,7,2276,False,2267.0,0,pass,
SZ300572,609,84,2276,False,874.0,0,pass,
SZ300573,186,21,2281,False,1882.0,0,pass,
SZ300579,615,186,2281,False,887.0,0,pass,
SZ300581,33,2,2281,False,1103.0,0,pass,
SZ300583,12,0,2278,False,,0,pass,
SZ300584,12,8,2274,False,1257.0,0,pass,
SZ300587,24,0,2279,False,,0,pass,
SZ300593,213,6,2232,False,2229.0,0,pass,
SZ300595,543,2,2271,False,1872.0,0,pass,
SZ300596,321,110,2259,False,1388.0,0,pass,
SZ300597,60,0,2262,False,,0,pass,
SZ300598,195,29,2263,False,1061.0,0,pass,
SZ300601,396,1,2261,False,1862.0,0,pass,
SZ300602,99,85,2264,False,2260.0,0,pass,
SZ300604,1083,1083,2203,False,2195.0,0,pass,
SZ300607,3,0,2247,False,,0,pass,
SZ300612,21,7,2084,False,675.0,0,pass,
SZ300616,702,51,2241,False,1049.0,0,pass,
SZ300617,48,0,2246,False,,0,pass,
SZ300618,972,159,2240,False,1058.0,0,pass,
SZ300620,81,81,2228,False,2216.0,0,pass,
SZ300623,567,1,2236,False,1846.0,0,pass,
SZ300624,6,2,2015,False,1927.0,0,pass,
SZ300625,12,0,2233,False,,0,pass,
SZ300627,654,124,2231,False,2141.0,0,pass,
SZ300628,1170,59,2233,False,1834.0,0,pass,
SZ300633,1575,704,2221,False,1503.0,0,pass,
SZ300634,669,147,1984,False,1896.0,0,pass,
SZ300638,303,0,2209,False,,0,pass,
SZ300639,357,0,2217,False,,0,pass,
SZ300641,3,3,2208,False,1711.0,0,pass,
SZ300648,3,3,2208,False,1048.0,0,pass,
SZ300649,60,0,2196,False,,0,pass,
SZ300653,339,79,2194,False,1312.0,0,pass,
SZ300660,195,8,2173,False,2008.0,0,pass,
SZ300661,609,201,2171,False,2168.0,0,pass,
SZ300662,525,7,2131,False,744.0,0,pass,
SZ300666,363,341,2153,False,2146.0,0,pass,
SZ300671,354,93,2160,False,989.0,0,pass,
SZ300672,789,753,2132,False,2129.0,0,pass,
SZ300674,75,0,1832,False,,0,pass,
SZ300675,60,0,2150,False,,0,pass,
SZ300676,1950,211,2143,False,1845.0,0,pass,
SZ300677,201,73,2148,False,2112.0,0,pass,
SZ300679,1449,630,2132,False,1814.0,0,pass,
SZ300682,432,6,2090,False,1914.0,0,pass,
SZ300683,54,16,2078,False,572.0,0,pass,
SZ300685,345,0,2140,False,,0,pass,
SZ300688,9,1,2113,False,1408.0,0,pass,
SZ300694,126,1,1849,False,124.0,0,pass,
SZ300695,45,30,2113,False,1927.0,0,pass,
SZ300696,123,1,2126,False,1027.0,0,pass,
SZ300697,36,36,2110,False,2033.0,0,pass,
SZ300698,15,8,2119,False,1894.0,0,pass,
SZ300699,2595,706,2118,False,2028.0,0,pass,
SZ300702,765,58,2106,False,981.0,0,pass,
SZ300712,39,12,2081,False,920.0,0,pass,
SZ300718,396,28,2077,False,1882.0,0,pass,
SZ300722,93,15,2071,False,1865.0,0,pass,
SZ300723,261,19,2069,False,1862.0,0,pass,
SZ300724,924,416,1889,False,1816.0,0,pass,
SZ300726,1704,890,2066,False,2061.0,0,pass,
SZ300735,525,175,2038,False,1664.0,0,pass,
SZ300738,150,5,2024,False,2013.0,0,pass,
SZ300741,1122,458,2000,False,911.0,0,pass,
SZ300746,84,0,1926,False,,0,pass,
SZ300747,330,14,1923,False,1922.0,0,pass,
SZ300748,1086,698,1859,False,1706.0,0,pass,
SZ300749,24,10,1843,False,1790.0,0,pass,
SZ300750,123,0,1932,False,,0,pass,
SZ300751,903,754,1830,False,1750.0,0,pass,
SZ300755,1275,485,1775,False,707.0,0,pass,
SZ300757,555,545,1770,False,1769.0,0,pass,
SZ300759,1521,94,1776,False,1612.0,0,pass,
SZ300760,2553,501,1848,False,659.0,0,pass,
SZ300761,1515,53,1766,False,1367.0,0,pass,
SZ300762,912,912,1748,False,1658.0,0,pass,
SZ300763,1050,354,1745,False,1698.0,0,pass,
SZ300765,1380,825,1722,False,1645.0,0,pass,
SZ300766,627,342,1741,False,1431.0,0,pass,
SZ300767,30,0,1737,False,,0,pass,
SZ300768,990,51,1728,False,367.0,0,pass,
SZ300769,375,0,1727,False,,0,pass,
SZ300770,1038,166,1723,False,298.0,0,pass,
SZ300771,228,1,1722,False,198.0,0,pass,
SZ300773,1302,112,1719,False,1495.0,0,pass,
SZ300775,33,8,1704,False,1632.0,0,pass,
SZ300776,117,108,1706,False,1703.0,0,pass,
SZ300777,1536,310,1707,False,616.0,0,pass,
SZ300779,294,4,1703,False,1490.0,0,pass,
SZ300782,1575,285,1685,False,1673.0,0,pass,
SZ300783,1089,34,1667,False,432.0,0,pass,
SZ300788,366,0,1672,False,,0,pass,
SZ300792,222,0,1613,False,,0,pass,
SZ300803,915,710,1582,False,1417.0,0,pass,
SZ300805,297,69,1579,False,222.0,0,pass,
SZ300811,18,6,1552,False,1547.0,0,pass,
SZ300815,594,3,1535,False,1345.0,0,pass,
SZ300816,18,0,1529,False,,0,pass,
SZ300821,900,571,1506,False,361.0,0,pass,
SZ300827,3,0,1471,False,,0,pass,
SZ300832,1857,373,1467,False,1068.0,0,pass,
SZ300841,666,41,1437,False,384.0,0,pass,
SZ300855,249,85,1417,False,1355.0,0,pass,
SZ300856,18,0,1418,False,,0,pass,
SZ300857,600,594,1415,False,1403.0,0,pass,
SZ300860,189,25,1395,False,340.0,0,pass,
SZ300861,951,102,1395,False,458.0,0,pass,
SZ300866,1185,548,1395,False,1208.0,0,pass,
SZ300867,111,0,1395,False,,0,pass,
SZ300869,549,0,1395,False,,0,pass,
SZ300870,33,21,1395,False,1382.0,0,pass,
SZ300888,1488,74,1377,False,1116.0,0,pass,
SZ300896,1620,46,1370,False,971.0,0,pass,
SZ300910,9,0,1332,False,,0,pass,
SZ300919,816,281,1314,False,1297.0,0,pass,
SZ300953,168,56,1259,False,1252.0,0,pass,
SZ300957,1044,1,1254,False,855.0,0,pass,
SZ300972,363,31,1238,False,1160.0,0,pass,
SZ300973,306,0,1240,False,,0,pass,
SZ300979,1422,85,1233,False,834.0,0,pass,
SZ300981,135,0,1232,False,,0,pass,
SZ300999,1596,1,1363,False,964.0,0,pass,
SZ301015,321,47,1190,False,582.0,0,pass,
SZ301029,549,1,1173,False,1009.0,0,pass,
SZ301035,591,88,1170,False,1149.0,0,pass,
SZ301039,702,78,1182,False,500.0,0,pass,
SZ301047,201,0,1157,False,,0,pass,
SZ301050,84,0,1151,False,,0,pass,
SZ301060,45,0,1137,False,,0,pass,
SZ301061,36,0,1137,False,,0,pass,
SZ301069,108,0,1129,False,,0,pass,
SZ301071,297,12,1130,False,214.0,0,pass,
SZ301078,15,0,1121,False,,0,pass,
SZ301080,18,0,1119,False,,0,pass,
SZ301089,45,0,1107,False,,0,pass,
SZ301090,138,0,1113,False,,0,pass,
SZ301091,129,0,1110,False,,0,pass,
SZ301095,252,0,922,False,,0,pass,
SZ301155,288,0,1092,False,,0,pass,
SZ301165,840,567,852,False,840.0,0,pass,
SZ301177,321,0,1077,False,,0,pass,
SZ301200,378,375,1030,False,1027.0,0,pass,
SZ301205,9,8,896,False,884.0,0,pass,
SZ301207,390,0,1036,False,,0,pass,
SZ301217,126,126,1047,False,1034.0,0,pass,
SZ301219,207,46,1017,False,1001.0,0,pass,
SZ301236,1065,375,1019,False,702.0,0,pass,
SZ301238,222,1,957,False,956.0,0,pass,
SZ301239,3,0,945,False,,0,pass,
SZ301267,363,1,862,False,463.0,0,pass,
SZ301268,153,0,1004,False,,0,pass,
SZ301269,969,133,917,False,553.0,0,pass,
SZ301275,189,9,296,False,209.0,0,pass,
SZ301297,231,10,813,False,802.0,0,pass,
SZ301301,828,82,826,False,326.0,0,pass,
SZ301308,939,939,922,False,900.0,0,pass,
SZ301316,33,0,869,False,,0,pass,
SZ301327,111,0,892,False,,0,pass,
SZ301345,81,0,772,False,,0,pass,
SZ301358,771,686,800,False,782.0,0,pass,
SZ301363,108,2,880,False,788.0,0,pass,
SZ301367,18,0,866,False,,0,pass,
SZ301371,39,0,683,False,,0,pass,
SZ301377,111,111,851,False,845.0,0,pass,
SZ301487,75,0,677,False,,0,pass,
SZ301498,804,197,672,False,422.0,0,pass,
SZ301510,24,0,673,False,,0,pass,
SZ301511,15,15,671,False,653.0,0,pass,
SZ301526,177,177,584,False,566.0,0,pass,
SZ301536,510,141,524,False,517.0,0,pass,
SZ301551,192,0,402,False,,0,pass,
SZ301589,27,1,553,False,154.0,0,pass,
SZ301606,276,40,444,False,389.0,0,pass,
SZ301611,522,458,429,False,343.0,0,pass,
