instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SH601298,up50pct,up50pct::SH601298::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-04-26,2025-04-03,63,1496,True,True,True,True,pass,
SH601318,up50pct,up50pct::SH601318::000000,train,train,train,2018-05-11,2020-11-30,328,950,False,False,False,False,pass,
SH601318,up50pct,up50pct::SH601318::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-07-05,2026-01-06,1094,2187,True,True,True,True,pass,
SH601319,up50pct,up50pct::SH601319::000000,train,train,train,2019-02-20,2019-03-07,61,72,False,False,False,False,pass,
SH601319,up50pct,up50pct::SH601319::000001,cross_split,robustness;train;validation,robustness;train;validation,2019-11-20,2026-01-07,245,1732,True,True,True,True,pass,
SH601328,up50pct,up50pct::SH601328::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-06-25,251,2056,True,True,True,True,pass,
SH601333,up50pct,up50pct::SH601333::000000,train,train,train,2020-02-03,2023-06-08,747,1562,False,False,False,False,pass,
SH601336,up50pct,up50pct::SH601336::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-29,251,2204,True,True,True,True,pass,
SH601360,up50pct,up50pct::SH601360::000000,cross_split,train;validation,train;validation,2021-04-30,2023-04-04,930,1397,True,True,True,False,pass,
SH601360,up50pct,up50pct::SH601360::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2024-11-25,1546,1794,True,True,False,True,pass,
SH601360,up50pct,up50pct::SH601360::000002,robustness,robustness,robustness,2025-06-20,2026-01-15,1931,2072,False,False,False,False,pass,
SH601375,up50pct,up50pct::SH601375::000000,train,train,train,2019-02-11,2021-01-05,510,975,False,False,False,False,pass,
SH601377,up50pct,up50pct::SH601377::000000,train,train,train,2018-01-11,2021-08-23,246,1124,False,False,False,False,pass,
SH601377,up50pct,up50pct::SH601377::000001,robustness,robustness,robustness,2024-03-26,2025-12-26,1744,2171,False,False,False,False,pass,
SH601390,up50pct,up50pct::SH601390::000000,cross_split,train;validation,train;validation,2019-02-11,2023-05-05,436,1464,True,True,True,False,pass,
SH601398,up50pct,up50pct::SH601398::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-07-04,251,2063,True,True,True,True,pass,
SH601399,up50pct,up50pct::SH601399::000000,cross_split,train;validation,train;validation,2020-09-16,2026-01-12,70,1357,True,True,True,False,pass,
SH601519,up50pct,up50pct::SH601519::000000,cross_split,train,robustness;train,2019-03-05,2025-08-19,522,2082,False,True,False,False,pass,
SH601555,up50pct,up50pct::SH601555::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-16,2025-08-25,254,2087,True,True,True,True,pass,
SH601567,up50pct,up50pct::SH601567::000000,cross_split,train,robustness;train,2021-05-31,2024-03-05,1070,1740,False,True,False,False,pass,
SH601567,up50pct,up50pct::SH601567::000001,robustness,robustness,robustness,2025-05-22,2026-03-11,2033,2227,False,False,False,False,pass,
SH601577,up50pct,up50pct::SH601577::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2025-07-10,86,1643,True,True,True,True,pass,
SH601598,up50pct,up50pct::SH601598::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-04-23,2025-09-25,61,1623,True,True,True,True,pass,
SH601600,up50pct,up50pct::SH601600::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-03-13,2026-01-29,181,2095,True,True,True,True,pass,
SH601601,up50pct,up50pct::SH601601::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-07,251,2188,True,True,True,True,pass,
SH601606,up50pct,up50pct::SH601606::000000,robustness,robustness,robustness,2025-08-07,2025-09-03,1699,1718,False,False,False,False,pass,
SH601608,up50pct,up50pct::SH601608::000000,cross_split,train,robustness;train,2018-01-17,2026-01-23,184,2129,False,True,False,False,pass,
SH601611,up50pct,up50pct::SH601611::000000,robustness,robustness,robustness,2025-05-30,2026-01-13,2039,2192,False,False,False,False,pass,
SH601615,up50pct,up50pct::SH601615::000000,cross_split,train;validation,train;validation,2021-05-20,2022-07-15,561,842,True,True,True,False,pass,
SH601615,up50pct,up50pct::SH601615::000001,cross_split,robustness;validation,robustness;validation,2023-07-26,2026-02-04,1092,1698,True,True,False,True,pass,
SH601618,up50pct,up50pct::SH601618::000000,train,train,train,2018-01-11,2021-09-10,251,1143,False,False,False,False,pass,
SH601618,up50pct,up50pct::SH601618::000001,validation,validation,validation,2022-08-08,2023-05-08,1360,1539,False,False,False,False,pass,
SH601618,up50pct,up50pct::SH601618::000002,robustness,robustness,robustness,2025-06-20,2025-10-10,2053,2127,False,False,False,False,pass,
SH601628,up50pct,up50pct::SH601628::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-13,251,2192,True,True,True,True,pass,
SH601658,up50pct,up50pct::SH601658::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-03-13,2025-09-04,61,1392,True,True,True,True,pass,
SH601668,up50pct,up50pct::SH601668::000000,cross_split,train;validation,robustness;train;validation,2019-09-23,2024-10-08,664,1882,True,True,True,True,pass,
SH601669,up50pct,up50pct::SH601669::000000,train,train,train,2018-05-11,2021-09-10,328,1143,False,False,False,False,pass,
SH601669,up50pct,up50pct::SH601669::000001,cross_split,train,train;validation,2021-11-29,2022-01-20,1192,1229,False,True,True,False,pass,
SH601669,up50pct,up50pct::SH601669::000002,cross_split,robustness;validation,robustness;validation,2023-11-15,2025-07-25,1668,2078,True,True,False,True,pass,
SH601688,up50pct,up50pct::SH601688::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-06,251,2187,True,True,True,True,pass,
SH601689,up50pct,up50pct::SH601689::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-09-18,251,2117,True,True,True,True,pass,
SH601696,up50pct,up50pct::SH601696::000000,train,train,train,2020-05-27,2020-07-10,61,91,False,False,False,False,pass,
SH601696,up50pct,up50pct::SH601696::000001,cross_split,robustness;validation,robustness;validation,2022-07-25,2025-08-15,586,1329,True,True,False,True,pass,
SH601698,up50pct,up50pct::SH601698::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-24,2026-01-06,61,1583,True,True,True,True,pass,
SH601699,up50pct,up50pct::SH601699::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-03-07,251,1742,True,True,True,True,pass,
SH601699,up50pct,up50pct::SH601699::000001,robustness,robustness,robustness,2025-05-13,2025-10-20,2026,2133,False,False,False,False,pass,
SH601717,up50pct,up50pct::SH601717::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-11-09,2025-09-24,818,2004,True,True,True,True,pass,
SH601718,up50pct,up50pct::SH601718::000000,train,train,train,2019-02-11,2019-03-25,510,540,False,False,False,False,pass,
SH601718,up50pct,up50pct::SH601718::000001,train,train,train,2019-10-11,2025-08-08,673,2088,False,False,False,False,pass,
SH601727,up50pct,up50pct::SH601727::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-05,2024-11-08,522,1774,True,True,True,True,pass,
SH601727,up50pct,up50pct::SH601727::000001,robustness,robustness,robustness,2025-05-14,2025-10-10,1896,1996,False,False,False,False,pass,
SH601728,up50pct,up50pct::SH601728::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-11-24,2025-02-24,61,846,True,True,True,True,pass,
SH601766,up50pct,up50pct::SH601766::000000,cross_split,train;validation,robustness;train;validation,2019-11-20,2024-10-08,701,1882,True,True,True,True,pass,
SH601777,up50pct,up50pct::SH601777::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-12-25,2025-09-25,966,2117,True,True,True,True,pass,
SH601788,up50pct,up50pct::SH601788::000000,train,train,train,2018-01-11,2020-07-09,251,854,False,False,False,False,pass,
SH601788,up50pct,up50pct::SH601788::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-02-05,2024-12-10,998,1927,True,True,True,True,pass,
SH601799,up50pct,up50pct::SH601799::000000,train,train,train,2019-02-11,2021-06-28,510,1089,False,False,False,False,pass,
SH601800,up50pct,up50pct::SH601800::000000,cross_split,train;validation,train;validation,2019-11-01,2023-05-05,688,1538,True,True,True,False,pass,
SH601800,up50pct,up50pct::SH601800::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2024-11-07,1668,1904,True,True,False,True,pass,
SH601801,up50pct,up50pct::SH601801::000000,train,train,train,2019-02-26,2023-06-07,508,1548,False,False,False,False,pass,
SH601808,up50pct,up50pct::SH601808::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-04,251,2222,True,True,True,True,pass,
SH601811,up50pct,up50pct::SH601811::000000,train,train,train,2019-02-11,2023-05-05,510,1538,False,False,False,False,pass,
SH601816,up50pct,up50pct::SH601816::000000,cross_split,train;validation,robustness;train;validation,2021-08-05,2024-10-08,376,1141,True,True,True,True,pass,
SH601818,up50pct,up50pct::SH601818::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-04-30,2025-07-10,1052,2067,True,True,True,True,pass,
SH601825,up50pct,up50pct::SH601825::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-11-23,2025-06-04,61,914,True,True,True,True,pass,
SH601828,up50pct,up50pct::SH601828::000000,train,train,train,2020-02-03,2021-07-07,491,840,False,False,False,False,pass,
SH601838,up50pct,up50pct::SH601838::000000,cross_split,robustness;validation,robustness;validation,2023-01-05,2025-06-26,1196,1792,True,True,False,True,pass,
SH601857,up50pct,up50pct::SH601857::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-04,251,2222,True,True,True,True,pass,
SH601865,up50pct,up50pct::SH601865::000000,robustness,robustness,robustness,2024-09-27,2024-10-29,1366,1383,False,False,False,False,pass,
SH601866,up50pct,up50pct::SH601866::000000,train,train,train,2018-01-18,2021-09-16,256,1137,False,False,False,False,pass,
SH601868,up50pct,up50pct::SH601868::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-12-29,2026-03-13,61,1076,True,True,True,True,pass,
SH601869,up50pct,up50pct::SH601869::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-02-02,133,1829,True,True,True,True,pass,
SH601872,up50pct,up50pct::SH601872::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-02-25,151,2117,True,True,True,True,pass,
SH601877,up50pct,up50pct::SH601877::000000,train,train,train,2018-01-11,2021-08-30,251,1134,False,False,False,False,pass,
SH601877,up50pct,up50pct::SH601877::000001,cross_split,robustness;validation,robustness;validation,2022-11-16,2026-03-11,1426,2227,True,True,False,True,pass,
SH601878,up50pct,up50pct::SH601878::000000,cross_split,robustness;validation,robustness;validation,2023-04-04,2024-10-08,1405,1768,True,True,False,True,pass,
SH601881,up50pct,up50pct::SH601881::000000,cross_split,robustness;validation,robustness;validation,2022-11-16,2025-08-25,1412,2085,True,True,False,True,pass,
SH601888,up50pct,up50pct::SH601888::000000,train,train,train,2018-01-11,2021-02-18,251,1002,False,False,False,False,pass,
SH601888,up50pct,up50pct::SH601888::000001,robustness,robustness,robustness,2024-09-27,2026-01-20,1880,2197,False,False,False,False,pass,
SH601898,up50pct,up50pct::SH601898::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-13,251,2229,True,True,True,True,pass,
SH601899,up50pct,up50pct::SH601899::000000,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-01-29,1328,2200,True,True,False,True,pass,
SH601901,up50pct,up50pct::SH601901::000000,train,train,train,2018-01-11,2021-01-05,241,965,False,False,False,False,pass,
SH601901,up50pct,up50pct::SH601901::000001,cross_split,validation,robustness;validation,2022-06-29,2024-10-08,1322,1872,False,True,False,True,pass,
SH601908,up50pct,up50pct::SH601908::000000,train,train,train,2021-02-08,2021-09-03,999,1138,False,False,False,False,pass,
SH601916,up50pct,up50pct::SH601916::000000,cross_split,robustness;validation,robustness;validation,2022-08-02,2025-07-10,651,1356,True,True,False,True,pass,
SH601919,up50pct,up50pct::SH601919::000000,robustness,robustness,robustness,2024-03-04,2025-07-22,1689,2025,False,False,False,False,pass,
SH601928,up50pct,up50pct::SH601928::000000,cross_split,train,train;validation,2018-01-26,2023-04-12,262,1524,False,True,True,False,pass,
SH601933,up50pct,up50pct::SH601933::000000,train,train,train,2020-02-03,2020-04-10,741,789,False,False,False,False,pass,
SH601933,up50pct,up50pct::SH601933::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-06-16,2024-12-16,1075,1925,True,True,True,True,pass,
SH601939,up50pct,up50pct::SH601939::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-07-11,251,2068,True,True,True,True,pass,
SH601949,up50pct,up50pct::SH601949::000000,train,train,train,2018-01-19,2023-05-04,103,1383,False,False,False,False,pass,
SH601952,up50pct,up50pct::SH601952::000000,train,train,train,2018-01-11,2020-08-14,165,794,False,False,False,False,pass,
SH601958,up50pct,up50pct::SH601958::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-02,251,2220,True,True,True,True,pass,
SH601966,up50pct,up50pct::SH601966::000000,train,train,train,2020-01-20,2021-04-28,738,1041,False,False,False,False,pass,
SH601966,up50pct,up50pct::SH601966::000001,train,train,train,2021-09-27,2021-11-05,1143,1167,False,False,False,False,pass,
SH601969,up50pct,up50pct::SH601969::000000,train,train,train,2018-03-13,2021-06-30,289,1081,False,False,False,False,pass,
SH601969,up50pct,up50pct::SH601969::000001,train,train,train,2021-07-05,2021-09-01,1084,1126,False,False,False,False,pass,
SH601975,up50pct,up50pct::SH601975::000000,train,train,train,2019-04-24,2022-10-19,69,914,False,False,False,False,pass,
SH601985,up50pct,up50pct::SH601985::000000,cross_split,train;validation,robustness;train;validation,2020-07-15,2024-07-24,858,1835,True,True,True,True,pass,
SH601988,up50pct,up50pct::SH601988::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-11-21,251,2157,True,True,True,True,pass,
SH601990,up50pct,up50pct::SH601990::000000,train,train,train,2019-02-11,2020-07-15,159,507,False,False,False,False,pass,
SH601991,up50pct,up50pct::SH601991::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-11,251,2266,True,True,True,True,pass,
SH601998,up50pct,up50pct::SH601998::000000,robustness,robustness,robustness,2024-04-02,2025-07-07,1760,2064,False,False,False,False,pass,
SH603000,up50pct,up50pct::SH603000::000000,cross_split,train,train;validation,2019-02-22,2023-08-30,519,1619,False,True,True,False,pass,
SH603005,up50pct,up50pct::SH603005::000000,train,train,train,2020-01-22,2020-07-14,742,854,False,False,False,False,pass,
SH603019,up50pct,up50pct::SH603019::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-04-03,2025-09-25,547,2109,True,True,True,True,pass,
SH603025,up50pct,up50pct::SH603025::000000,cross_split,train,,2018-05-11,2020-12-21,323,950,False,False,False,False,pass,
SH603025,up50pct,up50pct::SH603025::000001,train,train,train,2020-12-31,2021-06-08,958,1061,False,False,False,False,pass,
SH603026,up50pct,up50pct::SH603026::000000,train,train,train,2021-06-17,2021-09-17,1082,1148,False,False,False,False,pass,
SH603027,up50pct,up50pct::SH603027::000000,train,train,train,2020-05-11,2021-02-10,812,1000,False,False,False,False,pass,
SH603043,up50pct,up50pct::SH603043::000000,train,train,train,2019-02-11,2020-08-05,395,758,False,False,False,False,pass,
SH603077,up50pct,up50pct::SH603077::000000,train,train,train,2018-01-11,2021-09-16,239,1135,False,False,False,False,pass,
