policy_id,cost_scenario_id,terminal_mark_date,open_position_n,open_position_weight,open_position_notional_cny,sell_commission_cny,sell_stamp_tax_cny,sell_transfer_fee_cny,sell_slippage_cny,total_shadow_cost_cny,live_final_NAV,liquidation_adjusted_final_NAV,live_nav_compound_return,liquidation_adjusted_compound_return,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,historical_support_claim_allowed,deployment_authorized,source_table_content_hash,run_id,contract_version
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP040,2026-04-30,44,1.0437683111,13551859,3387.96475,6775.9295,135.51859,54207.436,64506.84884,12983589.2275,12919082.3787,0.298358922754,0.29190823787,195.770625931,root_found,182.332326982,root_found,False,False,03e2bff5aba928c1ca8d7249d5491b5871484e19fc26486c73d771cc62811513,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,GROSS,2026-04-30,17,0.429831941928,4314160,0,0,0,0,0,10036852.9632,10036852.9632,0.0036852963164,0.0036852963164,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,705d97c7ed6b2f3426b8923af283edda05ec9abf078405c4d7489c19aaefe83e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,SLIP000,2026-04-30,17,0.435780864707,4314160,1078.54,2157.08,43.1416,0,3278.7616,9899838.08237,9896559.32077,-0.0100161917628,-0.0103440679228,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,d641faeceff31bec513003a7d34471a4169a099ac439ffba19fa273049b39ede,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,SLIP005,2026-04-30,17,0.441807909463,4314160,1078.54,2157.08,43.1416,2157.08,5435.8416,9764786.70389,9759350.86229,-0.023521329611,-0.024064913771,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,456d7cab57c04b006e181a30e7cdba1692fe6db3204ec83070c9b392447920b1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,SLIP010,2026-04-30,17,0.44800400574,4314160,1078.54,2157.08,43.1416,4314.16,7592.9216,9629735.32541,9622142.40381,-0.0370264674591,-0.0377857596191,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,5d169fdca5a352683bd390783c5ff78f61e8e57dd2635ccb4adfe54e65df62df,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,SLIP020,2026-04-30,17,0.460932624059,4314160,1078.54,2157.08,43.1416,8628.32,11907.0816,9359632.56845,9347725.48685,-0.0640367431554,-0.0652274513154,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,3aa065c16d04a9db7f703184f7729760b997e78494889ff0680e793913d56dd9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,SLIP040,2026-04-30,17,0.489165562948,4314160,1078.54,2157.08,43.1416,17256.64,20535.4016,8819427.05452,8798891.65292,-0.118057294548,-0.120110834708,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,False,False,416997500825336f5ca4225b317794e0ffb189ce58b83cbb0a73375d1c6d3b35,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,GROSS,2026-04-30,37,0.845249423255,9583224,0,0,0,0,0,11337746.8666,11337746.8666,0.13377468666,0.13377468666,53.0339289071,root_found,50.612375886,root_found,False,False,443f22ced1eb59120e2f652f010b541b20d88e1a32360822ad442665082b3b25,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,SLIP000,2026-04-30,37,0.853985638748,9583224,2395.806,4791.612,95.83224,0,7283.25024,11221762.4808,11214479.2305,0.122176248075,0.121447923051,53.0339289071,root_found,50.612375886,root_found,False,False,04c936cc095cca7c2db38532d9f3996eca42a3448e66c987a44407e48ed29bf8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,SLIP005,2026-04-30,37,0.862842368157,9583224,2395.806,4791.612,95.83224,4791.612,12074.86224,11106575.6083,11094500.7461,0.110657560832,0.109450074608,53.0339289071,root_found,50.612375886,root_found,False,False,8fbbc924644a8711e67dbd84c340be0dd04914689c9f5915b2d4b25df8b97fa8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,SLIP010,2026-04-30,37,0.871884729972,9583224,2395.806,4791.612,95.83224,9583.224,16866.47424,10991388.7359,10974522.2616,0.0991388735885,0.0974522261645,53.0339289071,root_found,50.612375886,root_found,False,False,963a8517402c8e278e34aa8e890d152da3ed1e6001521ea75ffd42cfd6fda063,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,SLIP020,2026-04-30,37,0.890550195126,9583224,2395.806,4791.612,95.83224,19166.448,26449.69824,10761014.991,10734565.2928,0.0761014991018,0.0734565292778,53.0339289071,root_found,50.612375886,root_found,False,False,bc12fd435f3577a94befb78f24232c16eb4cc2641ec753340555a3a79e2c46ad,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP10,SLIP040,2026-04-30,37,0.930385934036,9583224,2395.806,4791.612,95.83224,38332.896,45616.14624,10300267.5013,10254651.355,0.0300267501285,0.0254651355045,53.0339289071,root_found,50.612375886,root_found,False,False,1ebcb0e8c1522122e22fc1fa8c9263f6713461a032f76ce237c0c6ed12a618cd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,GROSS,2026-04-30,43,0.958442787568,11311668,0,0,0,0,0,11802131.694,11802131.694,0.180213169395,0.180213169395,83.4332152335,root_found,78.6451797139,root_found,False,False,d78945bb7be0aad9fbe85f93a890dbddeadf044f8d1f4becd518cee237adbeb1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,SLIP000,2026-04-30,43,0.966811114404,11311668,2827.917,5655.834,113.11668,0,8596.86768,11699977.2049,11691380.3373,0.169997720493,0.169138033725,83.4332152335,root_found,78.6451797139,root_found,False,False,55a5a7ef60d4361b8e888c54c4b172bd4ec319575c422366fbfce9e66aa1bc8a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,SLIP005,2026-04-30,43,0.975303483908,11311668,2827.917,5655.834,113.11668,5655.834,14252.70168,11598100.6801,11583847.9784,0.159810068009,0.158384797841,83.4332152335,root_found,78.6451797139,root_found,False,False,ca7a6c7addece689b295c1f836a0f72acc49ac379a930946c6792eae06201727,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,SLIP010,2026-04-30,43,0.983946367716,11311668,2827.917,5655.834,113.11668,11311.668,19908.53568,11496224.1552,11476315.6196,0.149622415524,0.147631561956,83.4332152335,root_found,78.6451797139,root_found,False,False,bcdad223388cc98146aa07c731f11dbc828a7ede4fd12ee5254b995a9ca6061e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,SLIP020,2026-04-30,43,1.00169997286,11311668,2827.917,5655.834,113.11668,22623.336,31220.20368,11292471.1055,11261250.9019,0.129247110555,0.126125090187,83.4332152335,root_found,78.6451797139,root_found,False,False,5513e909ad13e567c2bb127a04100e73629241d164da08d5e2857e5d929d02b2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP15,SLIP040,2026-04-30,43,1.03920113603,11311668,2827.917,5655.834,113.11668,45246.672,53843.53968,10884965.0062,10831121.4665,0.0884965006159,0.0831121466479,83.4332152335,root_found,78.6451797139,root_found,False,False,5f644ee8d612b9849c16077bac57a4f130e265dfb8353034c352f896e7bfc2b8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,GROSS,2026-04-30,44,0.974951264623,12217856,0,0,0,0,0,12531760.7591,12531760.7591,0.253176075906,0.253176075906,123.165534958,root_found,115.548168502,root_found,False,False,9175af29e2fcc45abf887e11c302f690b694fee6a10d659cf22689159fcea84d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,SLIP000,2026-04-30,44,0.982711138518,12217856,3054.464,6108.928,122.17856,0,9285.57056,12432805.0442,12423519.4737,0.243280504425,0.242351947369,123.165534958,root_found,115.548168502,root_found,False,False,0c4d669c5bce0b724287407ee0acfcd43cc844d5e30538886737bd22b89fdc59,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,SLIP005,2026-04-30,44,0.990579938737,12217856,3054.464,6108.928,122.17856,6108.928,15394.49856,12334043.4449,12318648.9463,0.233404344487,0.231864894631,123.165534958,root_found,115.548168502,root_found,False,False,efc24c831e08ca99df02809c2b1039955f34273b54ce63a581f56d45b1c9b66c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,SLIP010,2026-04-30,44,0.998575770815,12217856,3054.464,6108.928,122.17856,12217.856,21503.42656,12235281.8455,12213778.4189,0.223528184549,0.221377841893,123.165534958,root_found,115.548168502,root_found,False,False,0321821cc05fb69986967c1dd01cd827ddb5327a984698e3aa630186ce88dcbe,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,SLIP020,2026-04-30,44,1.01496103706,12217856,3054.464,6108.928,122.17856,24435.712,33721.28256,12037758.6467,12004037.3642,0.203775864673,0.200403736417,123.165534958,root_found,115.548168502,root_found,False,False,7bbe92f0549627232c7761dabe5921233ebcd2c20091a6635b391700e5e30d6e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP20,SLIP040,2026-04-30,44,1.04939946453,12217856,3054.464,6108.928,122.17856,48871.424,58156.99456,11642712.2492,11584555.2547,0.164271224921,0.158455525465,123.165534958,root_found,115.548168502,root_found,False,False,f2fec11fde2911d913e858900a005b86ca91e41bf9ba1575f80199ef3c37bab9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,GROSS,2026-04-30,44,0.977427924594,13450458,0,0,0,0,0,13761074,13761074,0.3761074,0.3761074,191.233461726,root_found,178.19437489,root_found,False,False,fcb6e897bd76bf98dc32522fd0d3836f8ac823fc59287810264d495332e35e6c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP000,2026-04-30,44,0.984292374595,13450458,3362.6145,6725.229,134.50458,0,10222.34808,13665104.3401,13654881.992,0.366510434009,0.365488199201,191.233461726,root_found,178.19437489,root_found,False,False,75516611ae23c46208fdcf116483a387a3c92b57a3792c9d508d2b9aedcabc34,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP005,2026-04-30,44,0.991243576357,13450458,3362.6145,6725.229,134.50458,6725.229,16947.57708,13569276.3321,13552328.755,0.356927633209,0.355232875501,191.233461726,root_found,178.19437489,root_found,False,False,4afdbb2df2af3a81278240058e89edaa9826cbde7521a3445c6b7fdd6e69b377,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP010,2026-04-30,44,0.998293657011,13450458,3362.6145,6725.229,134.50458,13450.458,23672.80608,13473448.3241,13449775.518,0.347344832409,0.344977551801,191.233461726,root_found,178.19437489,root_found,False,False,c1a4bb8f8e912f5603bf171907e5fe8413879aed8413ff52845fb4f616b9c320,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP020,2026-04-30,44,1.01269901592,13450458,3362.6145,6725.229,134.50458,26900.916,37123.26408,13281792.3081,13244669.044,0.328179230809,0.324466904401,191.233461726,root_found,178.19437489,root_found,False,False,3e7c5904ea31731e4db5c9d621401cda054a17bffc3f4f3ce0743c1685457147,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOPNONE,SLIP040,2026-04-30,44,1.04279401233,13450458,3362.6145,6725.229,134.50458,53801.832,64024.18008,12898480.2761,12834456.096,0.289848027609,0.283445609601,191.233461726,root_found,178.19437489,root_found,False,False,ba82c734ce22ed25d907a1325fd967b91d063a89a089b43d8d32e48e61b1bb10,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,GROSS,2026-04-30,13,0.328460913845,3624468,0,0,0,0,0,11034701.0778,11034701.0778,0.103470107775,0.103470107775,23.3839688044,root_found,23.0780214006,root_found,False,False,27b22e002bc285eb11533df78fa084e9229f680e629a8f7e3bf048d54cce009b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,SLIP000,2026-04-30,13,0.334056920665,3624468,906.117,1812.234,36.24468,0,2754.59568,10849851.5546,10847096.9589,0.0849851554582,0.0847096958902,23.3839688044,root_found,23.0780214006,root_found,False,False,cf0c6d1daed96e7b398fe1d849092f9c8e1a8ae3e26f2b7af70553dca1ace349,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,SLIP005,2026-04-30,13,0.339747111495,3624468,906.117,1812.234,36.24468,1812.234,4566.82968,10668134.849,10663568.0194,0.0668134849043,0.0663568019363,23.3839688044,root_found,23.0780214006,root_found,False,False,99a2d131cc24d64494cad5529fb1d49f262fe943dbbe2e488eb4449b8b930405,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,SLIP010,2026-04-30,13,0.345634510316,3624468,906.117,1812.234,36.24468,3624.468,6379.06368,10486418.1435,10480039.0798,0.0486418143504,0.0480039079824,23.3839688044,root_found,23.0780214006,root_found,False,False,e27759181043282483c61946a61acf9b58d36bf32f8c33bba56985e4522fd498,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,SLIP020,2026-04-30,13,0.35804341267,3624468,906.117,1812.234,36.24468,7248.936,10003.53168,10122984.7324,10112981.2007,0.0122984732427,0.0112981200747,23.3839688044,root_found,23.0780214006,root_found,False,False,bfae49e3ecbc2423ab751e08de0fe981b4b20c2a15fd567c7922d071fccc74d9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP05,SLIP040,2026-04-30,13,0.385741008639,3624468,906.117,1812.234,36.24468,14497.872,17252.46768,9396117.91027,9378865.44259,-0.0603882089729,-0.0621134557409,23.3839688044,root_found,23.0780214006,root_found,False,False,1b3bc2ccd49d8efebd9b611aa209a0cfbc99181cc9bb9481508adbc54105aaac,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,GROSS,2026-04-30,30,0.701584754347,9126207,0,0,0,0,0,13007989.3319,13007989.3319,0.300798933194,0.300798933194,79.5244756264,root_found,77.3444522601,root_found,False,False,16d46be145975328f90da2cc699d2d4b6c787d0ee0bea5e1c51c53a57c9b6020,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,SLIP000,2026-04-30,30,0.711433873032,9126207,2281.55175,4563.1035,91.26207,0,6935.91732,12827906.213,12820970.2957,0.2827906213,0.282097029568,79.5244756264,root_found,77.3444522601,root_found,False,False,c62ace3b30583b2adb16589529772b21d4f1ae1700afe98b5b9aef2c07c3a54b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,SLIP005,2026-04-30,30,0.721433288047,9126207,2281.55175,4563.1035,91.26207,4563.1035,11499.02082,12650105.2158,12638606.195,0.265010521583,0.263860619501,79.5244756264,root_found,77.3444522601,root_found,False,False,32945f991540fb2b6bf4140103f61c4d1ba0d201fc53193e2da6b8258a343563,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,SLIP010,2026-04-30,30,0.731717799694,9126207,2281.55175,4563.1035,91.26207,9126.207,16062.12432,12472304.2187,12456242.0943,0.247230421867,0.245624209435,79.5244756264,root_found,77.3444522601,root_found,False,False,7f6b2be7b5c9e6aa2fb4ddc9647fa2ab464fe25bdb636d04496511c40e5f2509,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,SLIP020,2026-04-30,30,0.753192315123,9126207,2281.55175,4563.1035,91.26207,18252.414,25188.33132,12116702.2243,12091513.893,0.211670222433,0.209151389301,79.5244756264,root_found,77.3444522601,root_found,False,False,2a425435fa9c550d3c13c971148599e898bde8e0581d4f4e4f40644297e71b07,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP10,SLIP040,2026-04-30,30,0.800158556113,9126207,2281.55175,4563.1035,91.26207,36504.828,43440.74532,11405498.2357,11362057.4903,0.140549823567,0.136205749035,79.5244756264,root_found,77.3444522601,root_found,False,False,ae02c72dd68a0e10ff8b0b7a22c63af0d1483d636443f48812cbe7852c23e009,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,GROSS,2026-04-30,39,0.874161517799,11693368,0,0,0,0,0,13376667.5402,13376667.5402,0.337666754016,0.337666754016,90.8257542796,root_found,87.6628664082,root_found,False,False,90ef46563af396020168d1fccfcf0fdb41b90234a4aa4af6fd02cf9ce2c52acc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,SLIP000,2026-04-30,39,0.885941063891,11693368,2923.342,5846.684,116.93368,0,8886.95968,13198810.2557,13189923.296,0.319881025567,0.318992329599,90.8257542796,root_found,87.6628664082,root_found,False,False,6a819db2684a5b6d71d40b52f0a7d8b405b06f28ca9b9a0751fae56898eb4dda,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,SLIP005,2026-04-30,39,0.897920952809,11693368,2923.342,5846.684,116.93368,5846.684,14733.64368,13022714.2639,13007980.6202,0.30227142639,0.300798062022,90.8257542796,root_found,87.6628664082,root_found,False,False,e6a8c9fb26a1caa7962cd549a21cb8fecc0edf0885a98a0e9e61ae3d8bf3142d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,SLIP010,2026-04-30,39,0.910229272195,11693368,2923.342,5846.684,116.93368,11693.368,20580.32768,12846618.2721,12826037.9444,0.284661827213,0.282603794445,90.8257542796,root_found,87.6628664082,root_found,False,False,83bca6099dbdbd1bfa3901c37565d16564e1e1879d6651ff11513a3a49e47842,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,SLIP020,2026-04-30,39,0.935886749012,11693368,2923.342,5846.684,116.93368,23386.736,32273.69568,12494426.2886,12462152.5929,0.249442628859,0.246215259291,90.8257542796,root_found,87.6628664082,root_found,False,False,215f708cdadd34cd79faf905725ed8036b362c3f22f54d9231f2e7ded8a94dc4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP15,SLIP040,2026-04-30,39,0.991800341435,11693368,2923.342,5846.684,116.93368,46773.472,55660.43168,11790042.3215,11734381.8898,0.179004232151,0.173438188983,90.8257542796,root_found,87.6628664082,root_found,False,False,d213b53787713038ded51813198c1f71113b4aa16064747783688cac934a7250,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,GROSS,2026-04-30,42,0.92644300724,12717318,0,0,0,0,0,13727037.6058,13727037.6058,0.372703760579,0.372703760579,101.524736299,root_found,97.6958108622,root_found,False,False,ab065d99768f1605ae55a95ba6292b75675eacafb9a5787eef320d1677b1ab5f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,SLIP000,2026-04-30,42,0.938505988593,12717318,3179.3295,6358.659,127.17318,0,9665.16168,13550598.6691,13540933.5074,0.355059866913,0.354093350745,101.524736299,root_found,97.6958108622,root_found,False,False,e0a8bc811925b6aaa3cd6db6501004b9667d396a61e13dcd15afed9d1906fb05,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,SLIP005,2026-04-30,42,0.950775269623,12717318,3179.3295,6358.659,127.17318,6358.659,16023.82068,13375734.9463,13359711.1256,0.337573494633,0.335971112565,101.524736299,root_found,97.6958108622,root_found,False,False,a0822d9f2afb7672f06c0fee07b698ae8fba621ce5bb434c2829e2fcf10fdeb4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,SLIP010,2026-04-30,42,0.963369597708,12717318,3179.3295,6358.659,127.17318,12717.318,22382.47968,13200871.2235,13178488.7438,0.320087122352,0.317848874384,101.524736299,root_found,97.6958108622,root_found,False,False,8067f0346636684c0c17ea3ef9f5748bcf44783dbe6c484184c12adf36f3c0cd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,SLIP020,2026-04-30,42,0.989586469482,12717318,3179.3295,6358.659,127.17318,25434.636,35099.79768,12851143.7779,12816043.9802,0.285114377792,0.281604398024,101.524736299,root_found,97.6958108622,root_found,False,False,84514035142c86b05dd26490735109925b9c671466e7572a69ee63bdb3860a45,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOP20,SLIP040,2026-04-30,42,1.04654736626,12717318,3179.3295,6358.659,127.17318,50869.272,60534.43368,12151688.8867,12091154.453,0.215168888671,0.209115445303,101.524736299,root_found,97.6958108622,root_found,False,False,9acecc2cb49c88140bfff730f2530f16349136646cafac9c592f949a561bf803,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOPNONE,GROSS,2026-04-30,44,0.957113365555,14097920,0,0,0,0,0,14729624,14729624,0.4729624,0.4729624,128.96951917,root_found,123.723631095,root_found,False,False,6a82d854897b7b05a131ddffb6a2e9a1025ebc4cbc25073c8245dc3eb8ba755d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L000__STOPNONE,SLIP000,2026-04-30,44,0.968821349503,14097920,3524.48,7048.96,140.9792,0,10714.4192,14551619.8701,14540905.4509,0.45516198701,0.45409054509,128.96951917,root_found,123.723631095,root_found,False,False,ca82ef2b48b55c6c5479f7db37c25411a84cf12d71b9aad1de9336b089a2f371,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
