policy_id,cost_scenario_id,terminal_mark_date,open_position_n,open_position_weight,open_position_notional_cny,sell_commission_cny,sell_stamp_tax_cny,sell_transfer_fee_cny,sell_slippage_cny,total_shadow_cost_cny,live_final_NAV,liquidation_adjusted_final_NAV,live_nav_compound_return,liquidation_adjusted_compound_return,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,historical_support_claim_allowed,deployment_authorized,source_table_content_hash,run_id,contract_version
B0_P4_RAW_RANK__D9__L100__STOPNONE,GROSS,2026-04-30,44,0.973426653041,16330921,0,0,0,0,0,16776735,16776735,0.6776735,0.6776735,191.659858563,root_found,182.642051444,root_found,False,False,cef40605ad88c16f478aadf30e3f2bd6ee0536950568e2a3aa6096622c0a54a8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,SLIP000,2026-04-30,44,0.983607145777,16330921,4082.73025,8165.4605,163.30921,0,12411.49996,16603093.0846,16590681.5846,0.660309308458,0.659068158462,191.659858563,root_found,182.642051444,root_found,False,False,7cc28181d8e3966a0a20a3fdb6524df7394407268d5e11e9d1395c259fc7f6ac,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,SLIP005,2026-04-30,44,0.993919275581,16330921,4082.73025,8165.4605,163.30921,8165.4605,20576.96046,16430832.3636,16410255.4031,0.643083236358,0.641025540312,191.659858563,root_found,182.642051444,root_found,False,False,17b88d5c4851d754dc70d361021544af9ea48022590a34fc67b06e2fc3281223,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,SLIP010,2026-04-30,44,1.00444992088,16330921,4082.73025,8165.4605,163.30921,16330.921,28742.42096,16258571.6426,16229829.2216,0.625857164258,0.622982922162,191.659858563,root_found,182.642051444,root_found,False,False,4245cb8ace934ba9445ef048ce80148d356a0f9a6c41f6502b8f696d0ff102d4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,SLIP020,2026-04-30,44,1.02619514166,16330921,4082.73025,8165.4605,163.30921,32661.842,45073.34196,15914050.2006,15868976.8586,0.591405020058,0.586897685862,191.659858563,root_found,182.642051444,root_found,False,False,c381bea4baf688090a024893063f0086a9b7e56bebb3a38daa59ae96985dec0d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,SLIP040,2026-04-30,44,1.07263797386,16330921,4082.73025,8165.4605,163.30921,65323.684,77735.18396,15225007.3166,15147272.1326,0.522500731658,0.514727213262,191.659858563,root_found,182.642051444,root_found,False,False,5a48ffdb536f16ae9e75bb24dd03bca1ed847014f5fe6abb78d1e95b471df101,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,GROSS,2026-04-30,17,0.406163429873,4470386,0,0,0,0,0,11006372.4876,11006372.4876,0.100637248755,0.100637248755,34.302635624,root_found,33.5817990817,root_found,False,False,89e527b35de616e6f5cf4514d80c9ad90b70a0589c8153b51d8b8d653bb57b5f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,SLIP000,2026-04-30,17,0.411029365802,4470386,1117.5965,2235.193,44.70386,0,3397.49336,10876074.4899,10872676.9965,0.08760744899,0.087267699654,34.302635624,root_found,33.5817990817,root_found,False,False,1f1b711e3535be90cd6233dfd4389275ed8b82636355bae6e4076e29934e7388,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,SLIP005,2026-04-30,17,0.415912667121,4470386,1117.5965,2235.193,44.70386,2235.193,5632.68636,10748376.6507,10742743.9643,0.0748376650656,0.0742743964296,34.302635624,root_found,33.5817990817,root_found,False,False,ec56009adc2a875ebac0b89dae5905af2aa99ed93e84b0f4fa6f519cb0eafd25,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,SLIP010,2026-04-30,17,0.420913397286,4470386,1117.5965,2235.193,44.70386,4470.386,7867.87936,10620678.8114,10612810.9321,0.0620678811412,0.0612810932052,34.302635624,root_found,33.5817990817,root_found,False,False,618a0d23c309d1498b8a3048693d27f10836e2437f46ab1b6a651ba2d8a5abb5,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,SLIP020,2026-04-30,17,0.431284504501,4470386,1117.5965,2235.193,44.70386,8940.772,12338.26536,10365283.1329,10352944.8676,0.0365283132925,0.0352944867565,34.302635624,root_found,33.5817990817,root_found,False,False,af53ce048578a6ba60150f913ccf19031ab07657be6f025fbef0c2a7e0eec2e6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,SLIP040,2026-04-30,17,0.453639426734,4470386,1117.5965,2235.193,44.70386,17881.544,21279.03736,9854491.77595,9833212.73859,-0.014550822405,-0.016678726141,34.302635624,root_found,33.5817990817,root_found,False,False,70ec30b51e3cc15e896e78ede54774090e0855eee2940d3110063c2ed987ba3c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,GROSS,2026-04-30,35,0.79592156774,9179787,0,0,0,0,0,11533532.1621,11533532.1621,0.153353216206,0.153353216206,63.9206102678,root_found,61.084309822,root_found,False,False,6d90ac771eb214f47d6ad7c6758e36dc4072996557ac25830e0b23aaa49d535a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,SLIP000,2026-04-30,35,0.803767368842,9179787,2294.94675,4589.8935,91.79787,0,6976.63812,11420950.0856,11413973.4475,0.142095008563,0.141397344751,63.9206102678,root_found,61.084309822,root_found,False,False,f8bb401665633803c1f150b268102398d26ee74918f887357228ff5eba94d142,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,SLIP005,2026-04-30,35,0.811666573054,9179787,2294.94675,4589.8935,91.79787,4589.8935,11566.53162,11309800.4831,11298233.9514,0.130980048305,0.129823395143,63.9206102678,root_found,61.084309822,root_found,False,False,7b1fe555ad596cfce255a1d5650013a11a795cc7789cadae6330e58d306ab83a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,SLIP010,2026-04-30,35,0.819722580691,9179787,2294.94675,4589.8935,91.79787,9179.787,16156.42512,11198650.8805,11182494.4554,0.119865088047,0.118249445535,63.9206102678,root_found,61.084309822,root_found,False,False,7d02a5046ffaa48fa6bbe45d9948772f64af47268868fbd63bfb59a333c97185,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,SLIP020,2026-04-30,35,0.836324060266,9179787,2294.94675,4589.8935,91.79787,18359.574,25336.21212,10976351.6753,10951015.4632,0.0976351675309,0.0951015463189,63.9206102678,root_found,61.084309822,root_found,False,False,cebfffbcb9b9ddacb68a763cecfb94992c48b2a6184724e0b00712c78ff4d0e3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,SLIP040,2026-04-30,35,0.871629515906,9179787,2294.94675,4589.8935,91.79787,36719.148,43695.78612,10531753.265,10488057.4789,0.0531753264985,0.0488057478865,63.9206102678,root_found,61.084309822,root_found,False,False,7b0db65b2eadd4657e65371ebb5e6f711954dfb96e53ab73effe5c213d5bdb88,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,GROSS,2026-04-30,41,0.920539436629,11099662,0,0,0,0,0,12057779.9911,12057779.9911,0.205777999109,0.205777999109,91.9584566982,root_found,87.0081216308,root_found,False,False,a4dfab57ed3522763718461fa202247f25ce9e2d79ec8c8efcaac972508e9587,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,SLIP000,2026-04-30,41,0.928785937826,11099662,2774.9155,5549.831,110.99662,0,8435.74312,11950721.4181,11942285.675,0.195072141809,0.194228567497,91.9584566982,root_found,87.0081216308,root_found,False,False,533aee84b00b5038f9152429e4e29b1d49b335b732d2ec5ad04f4ee4092b76b2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,SLIP005,2026-04-30,41,0.937102938943,11099662,2774.9155,5549.831,110.99662,5549.831,13985.57412,11844656.0551,11830670.481,0.184465605509,0.183067048097,91.9584566982,root_found,87.0081216308,root_found,False,False,3cfa0fa2d3cecb91c88c823c20f925f3b5ab1d3fb00a7ac9e2375656214fe502,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,SLIP010,2026-04-30,41,0.945570238468,11099662,2774.9155,5549.831,110.99662,11099.662,19535.40512,11738590.6921,11719055.287,0.17385906921,0.171905528698,91.9584566982,root_found,87.0081216308,root_found,False,False,db6fc6f4b141326f6b317744f91fd5e630e1d140d75063c16ec0af0402639191,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,SLIP020,2026-04-30,41,0.962972329114,11099662,2774.9155,5549.831,110.99662,22199.324,30635.06712,11526459.9661,11495824.899,0.152645996611,0.149582489899,91.9584566982,root_found,87.0081216308,root_found,False,False,ae463ece3e708dabcf0ba4330f6423f63ef0d7a5e8542a2c9288e1619824caff,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP15,SLIP040,2026-04-30,41,0.999771530466,11099662,2774.9155,5549.831,110.99662,44398.648,52834.39112,11102198.5141,11049364.123,0.110219851412,0.1049364123,91.9584566982,root_found,87.0081216308,root_found,False,False,3484236755d16de30506a178b3b958bf6b95d5e632850bc49252728ee2e9bb6a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,GROSS,2026-04-30,43,0.961133484474,11809057,0,0,0,0,0,12286594.1004,12286594.1004,0.228659410036,0.228659410036,104.548552099,root_found,98.5412705959,root_found,False,False,bada47b7e3b8d8c16dee8b9ef13fa654b145d51b5b5f68a28adf03e8764642a1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,SLIP000,2026-04-30,43,0.969431789076,11809057,2952.26425,5904.5285,118.09057,0,8974.88332,12181421.2543,12172446.3709,0.218142125425,0.217244637093,104.548552099,root_found,98.5412705959,root_found,False,False,3b52d070c2fe4d3afacdb0eaeefcdb7c9616d86e70db5520d31e2aa6babe857d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,SLIP005,2026-04-30,43,0.977806045945,11809057,2952.26425,5904.5285,118.09057,5904.5285,14879.41182,12077095.5027,12062216.0909,0.20770955027,0.206221609088,104.548552099,root_found,98.5412705959,root_found,False,False,589ccf0f9cc9f8572aefce90093af736113c799d21a0672cbf7028ddc032f1f7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,SLIP010,2026-04-30,43,0.986326242419,11809057,2952.26425,5904.5285,118.09057,11809.057,20783.94032,11972769.7512,11951985.8108,0.197276975115,0.195198581083,104.548552099,root_found,98.5412705959,root_found,False,False,e35aef2dfcc0b49b637ee2a51f281611e68f9f9ae4647db6dbffe5b2c16b2de1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,SLIP020,2026-04-30,43,1.00381998472,11809057,2952.26425,5904.5285,118.09057,23618.114,32592.99732,11764118.2481,11731525.2507,0.176411824805,0.173152525073,104.548552099,root_found,98.5412705959,root_found,False,False,29be682ae8280fb4267c0b6b69349bba369a09336e79de5cb71536dd9c2ed7d8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP20,SLIP040,2026-04-30,43,1.04073757687,11809057,2952.26425,5904.5285,118.09057,47236.228,56211.11132,11346815.2419,11290604.1305,0.134681524185,0.129060413053,104.548552099,root_found,98.5412705959,root_found,False,False,731bf98945a321cebc43ebd3f0c68a91fdf0be80967201b4e4e00e6819102a36,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,GROSS,2026-04-30,44,0.979869614731,12155213,0,0,0,0,0,12404929,12404929,0.2404929,0.2404929,111.945988461,root_found,105.272262528,root_found,False,False,5dcf3b33f22cdbe6b25448ee413bd75b00454d608263275a82290b169ece092a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,SLIP000,2026-04-30,44,0.988117140298,12155213,3038.80325,6077.6065,121.55213,0,9237.96188,12301388.6758,12292150.7139,0.230138867578,0.22921507139,111.945988461,root_found,105.272262528,root_found,False,False,775d98fb6c7d61d33b342dd7bd2704d748685aa57c2e5edb54f058a6388800c9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,SLIP005,2026-04-30,44,0.996443399655,12155213,3038.80325,6077.6065,121.55213,6077.6065,15315.56838,12198598.5398,12183282.9714,0.219859853978,0.21832829714,111.945988461,root_found,105.272262528,root_found,False,False,bb6ca313b1761a02fe027575dc6828d1e94ad4c8fc1c179271e93205b94bc8dc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,SLIP010,2026-04-30,44,1.00491117206,12155213,3038.80325,6077.6065,121.55213,12155.213,21393.17488,12095808.4038,12074415.2289,0.209580840378,0.20744152289,111.945988461,root_found,105.272262528,root_found,False,False,567150695cdf394794239fcf4983b73a32c567da10f30c0984273f16a904be41,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,SLIP020,2026-04-30,44,1.02228593642,12155213,3038.80325,6077.6065,121.55213,24310.426,33548.38788,11890228.1318,11856679.7439,0.189022813178,0.18566797439,111.945988461,root_found,105.272262528,root_found,False,False,e17680c97e3d884ecda364bc2ff81e51141cf506b4530a6eef7fc9dc25d47d85,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOPNONE,SLIP040,2026-04-30,44,1.05890246808,12155213,3038.80325,6077.6065,121.55213,48620.852,57858.81388,11479067.5878,11421208.7739,0.147906758778,0.14212087739,111.945988461,root_found,105.272262528,root_found,False,False,ba7b1069605e4563d1103d9eb088cab71735db57e22be26ce4ef2c3571f9c689,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,GROSS,2026-04-30,17,0.408023408732,4491677,0,0,0,0,0,11008380.6563,11008380.6563,0.100838065629,0.100838065629,34.5285284457,root_found,33.7977474883,root_found,False,False,9910ace35164865cc300baa606bbef1316e5487215bccca39235677a0410bc50,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,SLIP000,2026-04-30,17,0.41289224981,4491677,1122.91925,2245.8385,44.91677,0,3413.67452,10878569.4138,10875155.7393,0.0878569413841,0.0875155739321,34.5285284457,root_found,33.7977474883,root_found,False,False,99826b7a2b3751e8fa6f29f1bc657a2d7f2f0834b3e19caeb0550d9c20b82cc5,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,SLIP005,2026-04-30,17,0.417778119934,4491677,1122.91925,2245.8385,44.91677,2245.8385,5659.51302,10751345.716,10745686.203,0.0751345716013,0.0745686202993,34.5285284457,root_found,33.7977474883,root_found,False,False,e9217c2214e07b0d207b564de809d063f17180fb167631cd96e2134145a06738,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,SLIP010,2026-04-30,17,0.422781006497,4491677,1122.91925,2245.8385,44.91677,4491.677,7905.35152,10624122.0182,10616216.6667,0.0624122018185,0.0616216666665,34.5285284457,root_found,33.7977474883,root_found,False,False,430658b45653f5865e8d0e11bc30fbb25f91262a8e3d4e21f2f7a14f5d0e3de2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,SLIP020,2026-04-30,17,0.433155056789,4491677,1122.91925,2245.8385,44.91677,8983.354,12397.02852,10369674.6225,10357277.594,0.0369674622529,0.0357277594009,34.5285284457,root_found,33.7977474883,root_found,False,False,5ab7c51e99e8b6f078031c245f1ed646345dc61d45c0e82229d7667ad1b21fa3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP05,SLIP040,2026-04-30,17,0.455509308278,4491677,1122.91925,2245.8385,44.91677,17966.708,21380.38252,9860779.83122,9839399.4487,-0.0139220168784,-0.0160600551304,34.5285284457,root_found,33.7977474883,root_found,False,False,e5b1fe78ce3e1a439c8c10bed31e04ad2dd82325fac78a2d30f8135914d9e64b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,GROSS,2026-04-30,35,0.797310317433,9221829,0,0,0,0,0,11566172.9171,11566172.9171,0.156617291708,0.156617291708,65.9565542628,root_found,63.0041373042,root_found,False,False,f0911c5c5cf0c9b5c79f38651053657c5f9e36a79f21c72e5d30511fbaff6905,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,SLIP000,2026-04-30,35,0.805080265756,9221829,2305.45725,4610.9145,92.21829,0,7008.59004,11454546.0773,11447537.4872,0.145454607726,0.144753748722,65.9565542628,root_found,63.0041373042,root_found,False,False,d84a225ed950260a3ece849c1f6f2d58bd4e78c492dec055b10d9c902b968611,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,SLIP005,2026-04-30,35,0.812905579332,9221829,2305.45725,4610.9145,92.21829,4610.9145,11619.50454,11344280.6083,11332661.1038,0.13442806083,0.133266110376,65.9565542628,root_found,63.0041373042,root_found,False,False,6041e91d76fc81f157f0866bab91f8de1585393cd26d56667e21bd796c37db55,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,SLIP010,2026-04-30,35,0.820884508843,9221829,2305.45725,4610.9145,92.21829,9221.829,16230.41904,11234015.1393,11217784.7203,0.123401513934,0.12177847203,65.9565542628,root_found,63.0041373042,root_found,False,False,c8b5c9bc16dcf120d80957e59ca9eacf89742b33479b9481423f18ebc04b2f61,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,SLIP020,2026-04-30,35,0.837321671448,9221829,2305.45725,4610.9145,92.21829,18443.658,25452.24804,11013484.2014,10988031.9534,0.101348420143,0.0988031953386,65.9565542628,root_found,63.0041373042,root_found,False,False,76a27fdac75a721c794339415fcf1723b30da6cd342bda76484c928c6ff4c0f0,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP10,SLIP040,2026-04-30,35,0.872253180586,9221829,2305.45725,4610.9145,92.21829,36887.316,43895.90604,10572422.3256,10528526.4196,0.0572422325592,0.0528526419552,65.9565542628,root_found,63.0041373042,root_found,False,False,28fb91963bb29e38fec3feaa68727a633f9035041b95bdae4975c4300180bd46,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,GROSS,2026-04-30,41,0.921969579188,11134106,0,0,0,0,0,12076435.3308,12076435.3308,0.207643533076,0.207643533076,93.43973047,root_found,88.37156757,root_found,False,False,7d9b71e1c3c9ac3d770eaed128154ed2f78da58b0f2f0f5c4d7107cc84598586,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,SLIP000,2026-04-30,41,0.930163099975,11134106,2783.5265,5567.053,111.34106,0,8461.92056,11970057.7246,11961595.8041,0.197005772461,0.196159580405,93.43973047,root_found,88.37156757,root_found,False,False,671e6ca18d785ed498104f281b60c57ecca7bc040023bedad91df2cc3f859aae,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,SLIP005,2026-04-30,41,0.938427702159,11134106,2783.5265,5567.053,111.34106,5567.053,14028.97356,11864639.0919,11850610.1184,0.186463909195,0.185061011839,93.43973047,root_found,88.37156757,root_found,False,False,81c4df4996074f53ecd10db3a5f0e3ccf4031f8a6bd05a7d176cb577dce494e9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,SLIP010,2026-04-30,41,0.946840484754,11134106,2783.5265,5567.053,111.34106,11134.106,19596.02656,11759220.4593,11739624.4327,0.175922045928,0.173962443272,93.43973047,root_found,88.37156757,root_found,False,False,2e08be2bfc2382ef1f4823496e8a8a22394568a33355fe8a8b3411017954fc74,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,SLIP020,2026-04-30,41,0.964126823037,11134106,2783.5265,5567.053,111.34106,22268.212,30730.13256,11548383.194,11517653.0614,0.154838319395,0.151765306139,93.43973047,root_found,88.37156757,root_found,False,False,539ac8b101972980b151211069d8c80827657654ac0c925c97384e33bca78774,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP15,SLIP040,2026-04-30,41,1.00066482703,11134106,2783.5265,5567.053,111.34106,44536.424,52998.34456,11126708.6633,11073710.3187,0.112670866329,0.107371031873,93.43973047,root_found,88.37156757,root_found,False,False,add66f0d3b33d6b27647cbdcf31d7eb598a8804ef22acb6594b40a60cc15d4a2,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,GROSS,2026-04-30,43,0.963252825314,11844486,0,0,0,0,0,12296341.8209,12296341.8209,0.229634182089,0.229634182089,105.7106712,root_found,99.5876335619,root_found,False,False,752af95a37633ae5cc6f014f400332a7337e99041eb918c87c8fdec8650c0536,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,SLIP000,2026-04-30,43,0.971507714004,11844486,2961.1215,5922.243,118.44486,0,9001.80936,12191859.9608,12182858.1515,0.219185996083,0.218285815147,105.7106712,root_found,99.5876335619,root_found,False,False,ef50ab10052cbfdfdf530f82e7d5c881110d2eccb7c415dca8388e09f35be03a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,SLIP005,2026-04-30,43,0.97983970991,11844486,2961.1215,5922.243,118.44486,5922.243,14924.05236,12088187.3639,12073263.3116,0.208818736392,0.207326331156,105.7106712,root_found,99.5876335619,root_found,False,False,efcae9ed5e3db106204bd2219ab9870f1a838f454abd0cbb34669203a6f3a825,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,SLIP010,2026-04-30,43,0.988315858444,11844486,2961.1215,5922.243,118.44486,11844.486,20846.29536,11984514.767,11963668.4717,0.198451476701,0.196366847165,105.7106712,root_found,99.5876335619,root_found,False,False,446a353918e9367c8dbab90b6b02a020265e72763a6d2d4890e9fa19623b95c6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,SLIP020,2026-04-30,43,1.00571584084,11844486,2961.1215,5922.243,118.44486,23688.972,32690.78136,11777169.5732,11744478.7918,0.177716957319,0.174447879183,105.7106712,root_found,99.5876335619,root_found,False,False,6b7cf303ba8de85652582a328449b63024cceb1317b75993979b5105cc01079d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOP20,SLIP040,2026-04-30,43,1.04242091946,11844486,2961.1215,5922.243,118.44486,47377.944,56379.75336,11362479.1855,11306099.4322,0.136247918555,0.130609943219,105.7106712,root_found,99.5876335619,root_found,False,False,4a99e0d0eaba0e5705157ecbc959de246905d67c545c9d230bfc8ea86871988b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L050__STOPNONE,GROSS,2026-04-30,44,0.979869124996,12169319,0,0,0,0,0,12419331,12419331,0.2419331,0.2419331,113.364965135,root_found,106.565767408,root_found,False,False,32964fb07843a7ee3e02e536d4d06bc1fdbf9617b70f9886d3dda43709bfdf57,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
